0000000000000000000	00000000001001	000000100000000000	00000000000	000110000	000000000110001000
0000000000000100000	00000000000000	000000000000000100	10000000000	000000100	000000000000000000
0000000000000010000	00100000000000	000000000000000000	00000000110	000000000	100000000001000010
0000000000100001000	10000000000000	000000000000100000	00000010000	000000000	000000100000000000
0000000000000000000	00000000001001	000000100000000000	00000000000	000110000	000000000110001000
0000000000000001000	00000000000000	000000000000100000	00000010000	000000000	000000001000000000
0000000000000001000	00000000000000	001000010000100000	00000110000	000000000	000000000000000000
0100000000000000000	00000000010000	000000000000000000	00000000001	000000000	010000000000000000
0000001000000010000	00000000000000	000000000000000000	00000000000	000000000	000000000000000010
0000000000000001000	00000000000000	000000000000100000	00000010000	001000000	000000001000000000
0000000100000000010	00000000100000	000000101000000000	00000000000	000000000	000000000110000000
0000000000100001000	10000000000000	000000000000100000	00000010000	000000000	000000100000000000
0000000000100001000	10000000000000	000000000000100000	00000011000	000000000	000000100000000000
0000000000000000000	00000000000000	000000101000000000	00000000000	000000000	000000000110000000
0100010000000000000	00000000010000	000000000000000000	00000000001	000000000	000000000000000000
0000000000000001000	00000000000000	001000010000100000	00000110000	000000000	000000000000000000
0000000100000000010	00000000000000	000000101000000000	00000000000	000000000	000010000110000000
0000000000000001000	00000000000000	000000000000100000	00000010000	000000000	000000001000000000
0000000000000000000	00000000001001	000000100000000000	00000000000	000110000	000000000110001000
0000000000100001000	10000000000000	000000000000100000	00000011000	000000000	000000100000000000
0000000100000000010	00000000000000	000000101000000000	00000000000	000000000	000000000110000000
0000000000000000000	00000000000000	000001101000000000	00000000000	000000000	000000000110000000
0100000000000000000	00000000010000	000000000000000000	00000000001	000000000	010000000000000000
0001000000000001000	00000000000000	000000000000100000	01000010000	000000000	000000000000000000
0100000000000000000	00000000010000	000000000000000000	00000000001	000000000	010000000000000000
0000000000000001000	00000000000000	000000000000100000	00000010000	000000000	000000001000000000
0000000000000000000	00000000000000	010000101000000000	00000000000	000000010	000000000110000000
0000000000000001000	00000000000000	000000000000100000	00000010000	000000000	000000001000000000
0000000100000000010	00000000100000	000000101000000000	00000000000	000000000	000000000110000000
0000100000000000001	00000000000000	000000000000000000	00000000000	010000000	000000000000100000
0000000000000000000	00000000000000	010000101000000000	00000000000	000000010	000000000110000000
0000000000000000000	00000000000000	000000000000000010	00001000000	000000000	000000000100010001
0000000000000000000	00000000000000	000000101000000000	00000000000	000000000	000000000110000000
0100000000000000000	00010000010000	000000000000000000	00000000001	000000000	000000000000000000
0000000000000000000	00000000000000	000000101000000000	00000000000	000000000	000000000110000000
0000000000000000000	00000000000000	000000000000000011	00000000000	000000000	000000000100000000
0000100010000000001	00000000000000	000000000000000000	00000000000	000000000	000000000000100000
0100000000000000000	00000000010000	000000000000000000	00000000001	000000000	010000000000000000
0000000000000000000	00000000000000	000000000000000011	00000000000	000000000	000000000100000000
0000000000000010000	00000000000000	000000000000000000	00000000000	000000000	100000000001000010
0000000000000001000	00000000000000	000000000000100000	00000010000	000000000	000000001000000000
0000000000000000000	00000000000000	000000101000000000	00000000000	000000000	000000000110000000
0100000000000000000	00000000010000	000000000000000000	00000000001	000000000	010000000000000000
0100000000000000000	00010000010000	000000000000000000	00000000001	000000000	000000000000000000
0000000000000000000	00000000000000	000000101000000000	00000000000	000001000	000000000110000000
0000000000000000000	00000000000010	000000000000000010	00000000000	000000000	000000010100000000
