0.011676	0.496977	0.431275	0.115526	0.739130	0.076843	0.465116	0.112155	0.206056	23	1.272841	12	0	0.000000	0.806354	0.000000	0.026196	0.785428	0.793944	1.369599	1.264356	0.171275	0.193646
0.009101	0.338465	0.309440	0.042032	0.740741	0.061092	0.391304	0.133766	0.217704	28	1.402774	14	1	0.266666	0.755168	0.266667	0.026787	0.775614	0.782296	1.484088	1.393422	0.234541	0.244832
0.029228	0.577771	0.514892	0.129619	0.750000	0.142663	0.466667	0.130992	0.237704	24	1.474541	13	2	0.166667	0.842595	0.166666	0.026335	0.742773	0.762296	1.708443	1.464711	0.137002	0.157405
0.013699	0.373902	0.357449	0.025605	0.750000	0.095800	0.357143	0.124914	0.211247	27	1.342908	14	1	0.266666	0.744877	0.266667	0.025458	0.778135	0.788753	1.475288	1.333956	0.248590	0.255123
0.011712	0.305667	0.254174	0.069042	0.657143	0.076012	0.419355	0.117010	0.209397	18	1.305324	12	1	0.400000	0.716152	0.400000	0.025496	0.781774	0.790603	1.403288	1.296622	0.264250	0.283848
0.027142	0.570679	0.440226	0.233046	0.717391	0.169717	0.487805	0.117301	0.209546	21	1.307204	13	2	0.166667	0.761164	0.166666	0.026035	0.770111	0.790454	1.563910	1.298489	0.183177	0.238836
0.005660	0.200270	0.183500	0.020539	0.675676	0.064268	0.457143	0.073072	0.139300	19	0.849485	12	1	0.000000	0.620940	0.000000	0.025322	0.855972	0.860700	0.901777	0.843822	0.371274	0.379060
0.020426	0.298503	0.253606	0.060152	0.711111	0.123190	0.378378	0.134870	0.231306	23	1.463624	13	1	0.166667	0.754542	0.166666	0.025420	0.753198	0.768694	1.658132	1.453866	0.230693	0.245458
0.011861	0.329304	0.275953	0.073684	0.723404	0.079164	0.368421	0.121096	0.216407	24	1.348993	13	1	0.166667	0.753468	0.166666	0.025794	0.774525	0.783593	1.455199	1.340000	0.228367	0.246532
0.004405	0.237234	0.223290	0.017953	0.707317	0.040373	0.444444	0.087800	0.165311	20	1.012439	12	0	0.000000	0.631141	0.000000	0.026240	0.831140	0.834689	1.047999	1.005689	0.362236	0.368859
0.029303	0.543144	0.442562	0.180437	0.742424	0.154234	0.365385	0.185063	0.257346	33	1.736107	17	1	0.566666	0.811544	0.266667	0.026450	0.721162	0.742654	2.039020	1.724533	0.154452	0.188456
0.021082	0.340225	0.317978	0.032620	0.714286	0.137730	0.305556	0.122222	0.216765	25	1.354631	14	2	0.266666	0.728412	0.266667	0.025770	0.766576	0.783235	1.560532	1.345600	0.262729	0.271588
0.010673	0.446199	0.392646	0.088175	0.720000	0.071837	0.444444	0.126078	0.211142	25	1.348098	14	1	0.266666	0.779777	0.266667	0.025346	0.780775	0.788858	1.442754	1.339111	0.200805	0.220223
0.008050	0.336549	0.312845	0.034496	0.711111	0.048042	0.358974	0.129545	0.229725	25	1.436242	13	1	0.166667	0.776913	0.166666	0.025793	0.764294	0.770275	1.498666	1.426667	0.215391	0.223087
0.010017	0.387688	0.359234	0.044406	0.698113	0.073054	0.446809	0.173266	0.216362	26	1.548725	16	1	0.266666	0.790425	0.266667	0.025334	0.775808	0.783638	1.659643	1.538400	0.200268	0.209575
0.011522	0.532404	0.477589	0.104927	0.729167	0.062503	0.404762	0.136816	0.243774	25	1.522058	13	1	0.166667	0.845638	0.166666	0.026111	0.747948	0.756226	1.612710	1.511911	0.138166	0.154362
0.034944	0.436227	0.219205	0.277950	0.702128	0.237980	0.410256	0.111171	0.186280	23	1.188546	14	1	0.266666	0.711857	0.266667	0.026631	0.785353	0.813720	1.549332	1.180622	0.208054	0.288143
0.024258	0.433262	0.327897	0.156768	0.740000	0.170424	0.404762	0.109791	0.195646	25	1.221387	13	1	0.166667	0.719732	0.166666	0.026584	0.785040	0.804354	1.462488	1.213245	0.236331	0.280268
