0.395669	0.767688	0.362647	0.635505	0.793103	0.453600	0.629630	0.448412	0.561030	10	1.335123	6	1	0.000000	0.800895	0.000000	0.101869	0.270112	0.438970	2.427200	1.326222	0.072573	0.199105
0.139730	0.400050	0.292899	0.151537	0.806452	0.220306	0.655172	0.397763	0.522998	10	1.213602	6	0	2.000000	0.749620	2.000000	0.100416	0.413154	0.477002	1.546133	1.205511	0.212438	0.250380
0.251947	0.560892	0.228988	0.430478	0.800000	0.353620	0.566667	0.396197	0.513826	13	1.203221	7	1	0.500000	0.758658	0.500000	0.101330	0.358881	0.486174	1.849066	1.195200	0.137450	0.241342
0.160627	0.367836	0.115492	0.285294	0.727273	0.380698	0.476190	0.286286	0.369486	11	0.871678	6	0	0.000000	0.544251	0.000000	0.100273	0.535972	0.630514	1.398133	0.865867	0.325727	0.455749
0.114295	0.558814	0.361681	0.308831	0.781250	0.179759	0.600000	0.476286	0.560493	12	1.367875	7	2	0.500000	0.824698	0.500000	0.100305	0.390290	0.439507	1.656533	1.358756	0.121163	0.175302
0.181115	0.570388	0.357227	0.331627	0.740741	0.292156	0.541667	0.464385	0.516063	11	1.283937	7	0	0.500000	0.755258	0.500000	0.100313	0.397852	0.483937	1.801777	1.275378	0.163579	0.244742
0.122033	0.374684	0.211754	0.206699	0.791667	0.288721	0.590909	0.279508	0.394900	9	0.895034	5	0	0.500000	0.609933	0.500000	0.100457	0.529932	0.605100	1.249956	0.889067	0.309440	0.390067
0.306973	0.570406	0.370732	0.317312	0.805556	0.293967	0.575758	0.548770	0.612707	14	1.533244	7	0	0.500000	0.826846	0.500000	0.100854	0.270827	0.387293	2.157155	1.523022	0.118210	0.173154
0.218603	0.634633	0.366727	0.423049	0.827586	0.406929	0.666667	0.348837	0.529755	8	1.170380	5	1	0.500000	0.749978	0.500000	0.101475	0.365771	0.470245	1.960266	1.162578	0.144250	0.250022
0.238058	0.537002	0.450708	0.157101	0.700000	0.311990	0.526316	0.446711	0.574497	9	1.357673	6	1	0.000000	0.816018	0.000000	0.101750	0.325011	0.425503	1.960178	1.348622	0.155078	0.183982
0.162673	0.460876	0.304193	0.225182	0.757576	0.280213	0.653846	0.480828	0.475303	9	1.244474	8	0	0.000000	0.667383	0.500000	0.100617	0.444295	0.524697	1.717422	1.236178	0.257718	0.332617
0.203430	0.422563	0.215970	0.263501	0.800000	0.351072	0.608696	0.539687	0.554273	9	1.425145	6	0	2.000000	0.753110	2.000000	0.100741	0.357136	0.445727	2.181511	1.415644	0.181834	0.246890
0.086678	0.340647	0.156962	0.217884	0.652174	0.166755	0.500000	0.415481	0.446131	11	1.128591	8	2	2.000000	0.731812	2.000000	0.100352	0.510111	0.553869	1.345422	1.121067	0.209754	0.268188
0.074781	0.257339	0.127212	0.149094	0.800000	0.190898	0.650000	0.214810	0.360359	7	0.766890	4	0	0.000000	0.624877	0.000000	0.100675	0.600312	0.639641	0.941511	0.761778	0.319194	0.375123
0.349301	0.691297	0.228342	0.599949	0.848485	0.578087	0.724138	0.285928	0.405191	8	0.916957	5	0	0.500000	0.647696	0.500000	0.100582	0.374496	0.594809	2.158844	0.910844	0.140940	0.352304
0.220941	0.431465	0.194628	0.294071	0.807692	0.409010	0.590909	0.284116	0.427339	9	0.946219	5	0	0.500000	0.661924	0.500000	0.101077	0.447069	0.572661	1.590400	0.939911	0.238657	0.338076
0.159714	0.318655	0.095126	0.247028	0.760000	0.380335	0.583333	0.505257	0.538658	10	1.368143	6	0	0.000000	0.759105	0.000000	0.100601	0.384563	0.461342	2.193155	1.359022	0.181387	0.240895
0.085017	0.229556	0.127056	0.117420	0.760000	0.306938	0.619048	0.277069	0.397898	8	0.898345	6	1	0.000000	0.653244	0.000000	0.100484	0.552572	0.602102	1.287555	0.892356	0.306040	0.346756
0.229681	0.516103	0.191340	0.401606	0.785714	0.322049	0.583333	0.394855	0.448860	10	1.103893	6	0	2.000000	0.732618	2.000000	0.100241	0.465145	0.551140	1.617422	1.096533	0.160000	0.267382
0.205705	0.542042	0.370620	0.272366	0.766667	0.317440	0.615385	0.504362	0.530247	10	1.351499	7	1	0.500000	0.774944	0.500000	0.101995	0.372393	0.469753	1.966844	1.342489	0.163758	0.225056
0.500908	0.769708	0.352886	0.644124	0.813954	0.535078	0.558824	0.513222	0.567562	15	1.421476	8	1	0.000000	0.813423	0.000000	0.101240	0.224295	0.432438	3.037066	1.412000	0.066398	0.186577
0.225601	0.510568	0.279165	0.321020	0.785714	0.267003	0.583333	0.479911	0.480135	10	1.245996	6	0	2.000000	0.765011	2.000000	0.100578	0.440671	0.519865	1.688532	1.237689	0.159553	0.234989
0.180166	0.294789	0.221156	0.094541	0.787879	0.343248	0.416667	0.622103	0.529576	14	1.477942	7	0	0.500000	0.731186	0.500000	0.100524	0.381252	0.470424	2.235377	1.468089	0.243400	0.268814
0.250564	0.534867	0.319821	0.316161	0.787879	0.319270	0.586207	0.497472	0.572439	12	1.401969	7	0	0.500000	0.822819	0.500000	0.100891	0.319060	0.427561	2.045777	1.392622	0.121163	0.177181
0.217670	0.411901	0.225399	0.240772	0.794118	0.353083	0.625000	0.487025	0.568994	12	1.391320	7	2	0.500000	0.791499	0.500000	0.100514	0.338344	0.431006	2.136355	1.382044	0.158300	0.208501
0.154486	0.508012	0.237982	0.354362	0.791667	0.319869	0.636364	0.300089	0.429263	8	0.970380	5	0	0.500000	0.685101	0.500000	0.100653	0.480671	0.570737	1.417244	0.963911	0.203311	0.314899
0.133634	0.490166	0.272646	0.299058	0.826087	0.213968	0.666667	0.347136	0.519240	8	1.155168	4	0	0.000000	0.781566	0.000000	0.101140	0.415570	0.480760	1.459822	1.147467	0.153110	0.218434
0.151721	0.439499	0.190195	0.307857	0.774194	0.194577	0.642857	0.441790	0.544027	10	1.291991	7	0	0.500000	0.791589	0.000000	0.101584	0.388322	0.455973	1.593422	1.283378	0.144251	0.208411
0.252876	0.562135	0.136590	0.492866	0.730769	0.467104	0.523810	0.464340	0.460582	10	1.177092	7	1	4.500000	0.642506	4.500000	0.100481	0.404429	0.539418	2.194134	1.169244	0.181297	0.357494
0.160990	0.364757	0.180323	0.225008	0.807692	0.249920	0.565217	0.339351	0.456913	10	1.056018	5	0	0.500000	0.732349	0.500000	0.100292	0.472841	0.543087	1.398488	1.048978	0.207427	0.267651
0.132454	0.329701	0.128269	0.231071	0.800000	0.343570	0.608696	0.379083	0.460493	9	1.111320	5	0	0.500000	0.749441	0.500000	0.100622	0.492259	0.539507	1.681689	1.103911	0.192662	0.250559
0.074213	0.378320	0.215447	0.207599	0.823529	0.133131	0.677419	0.457114	0.483535	10	1.224787	6	1	2.000000	0.740940	2.000000	0.100840	0.477986	0.516465	1.403466	1.216622	0.205279	0.259060
0.035048	0.230395	0.187909	0.052316	0.692308	0.092629	0.458333	0.360626	0.397361	13	0.987025	8	1	2.000000	0.611723	2.000000	0.101108	0.584429	0.602639	1.080533	0.980444	0.367964	0.388277
0.186728	0.531077	0.398016	0.221037	0.774194	0.249358	0.535714	0.689060	0.600403	13	1.649127	7	0	0.500000	0.815392	0.500000	0.100851	0.326264	0.399597	2.182310	1.638133	0.143803	0.184608
0.295978	0.603655	0.196970	0.506439	0.843750	0.480052	0.724138	0.316555	0.433110	8	0.995973	5	0	0.500000	0.701208	0.500000	0.100143	0.435123	0.566890	1.902755	0.989333	0.147472	0.298792
0.144776	0.377761	0.038081	0.353127	0.750000	0.432199	0.611111	0.257942	0.307831	7	0.752394	5	0	0.500000	0.547920	0.500000	0.100913	0.584071	0.692169	1.316267	0.747378	0.292438	0.452080
0.159513	0.419115	0.312826	0.154676	0.708333	0.220106	0.500000	0.424787	0.533200	11	1.267651	7	1	0.500000	0.776108	0.500000	0.101223	0.401252	0.466800	1.614578	1.259200	0.189262	0.223892
0.292362	0.641775	0.359307	0.440878	0.705882	0.395690	0.529412	0.373714	0.517674	8	1.184340	5	0	0.500000	0.788099	0.500000	0.101584	0.335212	0.482326	1.946755	1.176445	0.118479	0.211901
0.102445	0.271894	0.061564	0.224128	0.722222	0.270741	0.611111	0.190895	0.304744	7	0.659955	5	0	0.500000	0.551231	0.500000	0.100282	0.640670	0.695256	0.898933	0.655556	0.348187	0.448769
0.371481	0.707106	0.303457	0.579504	0.785714	0.449484	0.642857	0.452729	0.532573	10	1.294586	6	1	2.000000	0.805280	2.000000	0.100324	0.306711	0.467427	2.335911	1.285956	0.081879	0.194720
0.208854	0.536527	0.472307	0.121700	0.636364	0.194589	0.315789	1.402707	0.705683	13	2.511946	8	1	0.000000	0.861029	0.000000	0.101033	0.232170	0.294317	3.098044	2.495200	0.122058	0.138971
0.136262	0.405860	0.125718	0.320426	0.772727	0.354516	0.636364	0.217271	0.355616	8	0.763490	5	0	0.500000	0.604833	0.500000	0.101250	0.556554	0.644384	1.174933	0.758400	0.268545	0.395167
0.141460	0.521680	0.292344	0.324078	0.774194	0.236206	0.538462	0.598300	0.547517	12	1.489038	7	2	0.500000	0.813065	0.000000	0.100686	0.383221	0.452483	1.936532	1.479111	0.126353	0.186935
0.278010	0.698472	0.333958	0.547283	0.806452	0.477754	0.678571	0.418210	0.502104	9	1.218434	6	1	0.000000	0.777629	0.000000	0.101479	0.390111	0.497896	2.317511	1.210311	0.100671	0.222371
0.051426	0.143291	0.054656	0.093759	0.714286	0.261365	0.538462	0.127092	0.229487	6	0.475436	4	0	0.000000	0.414945	0.000000	0.101052	0.735525	0.770513	0.639378	0.472267	0.530201	0.585055
0.483472	0.732592	0.438621	0.523658	0.789474	0.408059	0.562500	0.875280	0.668770	14	1.934944	8	0	2.000000	0.860045	2.000000	0.102125	0.178434	0.331230	3.247021	1.922044	0.066667	0.139955
0.253985	0.707581	0.372497	0.533996	0.733333	0.278487	0.555556	0.545145	0.590068	12	1.487964	8	1	0.000000	0.828904	0.000000	0.100796	0.312259	0.409932	2.048533	1.478044	0.079732	0.171096
