Acceptancenum	Simnum	Time	T0	T1	TMRCA	Variance	epsilonV	Heterozygosis	epsilonH	Numberofconfig	epsilonC	SASHloc	SH	MASH	SASH	SHchanges	SHdist	HBC	Simnum	Alpha
1	2934	0.110919	0.006227	22.529158	0.112722	0.364668	-0.016948	0.426101	-0.089584	42	-0.076923	0.139653	0.893720	0.801530	0.464502	0.795181	0.325084	0.343750	2934	0.100000
2	4219	0.130079	0.002145	28.187456	0.131818	0.346831	0.032795	0.429844	-0.099157	42	-0.076923	0.173799	0.804933	0.788116	0.079365	0.733333	0.337992	0.176471	4219	0.100000
3	6386	0.017441	0.009915	49.848595	0.047731	0.364012	-0.015119	0.363640	0.070134	41	-0.051282	0.098513	0.826100	0.751365	0.300579	0.757143	0.257804	0.280702	6386	0.100000
4	8333	0.112817	0.001734	17.978346	0.115861	0.362312	-0.010377	0.405310	-0.036421	37	0.051282	0.111822	0.771677	0.689760	0.264045	0.672131	0.224553	0.195652	8333	0.100000
5	8966	0.086557	0.004720	25.199205	0.090733	0.334713	0.066588	0.375273	0.040387	39	0.000000	0.067620	0.710997	0.632394	0.213823	0.750000	0.193095	0.204082	8966	0.100000
6	10298	0.088120	0.009352	20.448406	0.093016	0.334124	0.068230	0.401433	-0.026505	37	0.051282	0.074124	0.731731	0.670673	0.185402	0.698413	0.171947	0.159091	10298	0.100000
7	10790	0.083123	0.007793	21.537123	0.087070	0.350157	0.023520	0.391828	-0.001945	38	0.025641	0.043566	0.819061	0.811095	0.042169	0.701754	0.111358	0.136364	10790	0.100000
8	12828	0.071400	0.008414	19.520100	0.077387	0.355682	0.008110	0.358897	0.082262	36	0.076923	0.059532	0.653052	0.586049	0.161862	0.738461	0.137183	0.200000	12828	0.100000
9	19970	0.085458	0.006447	23.773975	0.087994	0.330761	0.077609	0.384356	0.017162	38	0.025641	0.184544	0.758357	0.633238	0.341146	0.725806	0.316496	0.173913	19970	0.100000
10	22519	0.066414	0.008768	28.064655	0.073450	0.350201	0.023395	0.426488	-0.090576	41	-0.051282	0.117526	0.857197	0.803081	0.274810	0.743243	0.228676	0.180000	22519	0.100000
11	22664	0.209503	0.007965	20.760393	0.211313	0.372714	-0.039387	0.429441	-0.098127	36	0.076923	0.200657	0.762505	0.652893	0.315789	0.761194	0.515914	0.200000	22664	0.100000
12	25472	0.053908	0.000753	39.013618	0.054779	0.333751	0.069270	0.411932	-0.053354	41	-0.051282	0.062330	0.660497	0.621364	0.103352	0.795455	0.169384	0.280702	25472	0.100000
13	26910	0.096926	0.001858	17.760391	0.097767	0.394325	-0.099653	0.396929	-0.014988	36	0.076923	0.122667	0.790492	0.586033	0.493902	0.654545	0.218400	0.142857	26910	0.100000
14	38156	0.081770	0.002491	29.012060	0.082622	0.358688	-0.000270	0.406086	-0.038404	41	-0.051282	0.104902	0.716230	0.632561	0.227709	0.750000	0.245575	0.226415	38156	0.100000
15	39233	0.089030	0.001398	20.219500	0.090907	0.337211	0.059621	0.421656	-0.078219	40	-0.025641	0.059305	0.802464	0.765948	0.156015	0.655172	0.135931	0.183673	39233	0.100000
16	42393	0.144588	0.009390	20.396030	0.163123	0.382006	-0.065298	0.383043	0.020518	36	0.076923	0.090030	0.798205	0.733021	0.244152	0.648148	0.221367	0.100000	42393	0.100000
17	43709	0.121230	0.000659	27.659809	0.123828	0.340843	0.049494	0.418629	-0.070478	42	-0.076923	0.140733	0.730944	0.665018	0.196802	0.779412	0.316646	0.160000	43709	0.100000
18	47327	0.067926	0.007188	45.365158	0.075912	0.353967	0.012893	0.414468	-0.059837	39	0.000000	0.210625	0.893040	0.823044	0.395554	0.772727	0.412232	0.290909	47327	0.100000
19	51397	0.081044	0.003589	25.999769	0.082981	0.372617	-0.039117	0.397152	-0.015560	37	0.051282	0.053554	0.774462	0.735323	0.147874	0.672414	0.147456	0.195652	51397	0.100000
20	53498	0.069961	0.002106	31.068579	0.070775	0.332901	0.071641	0.378077	0.033217	39	0.000000	0.131080	0.821913	0.649849	0.491398	0.750000	0.250941	0.315789	53498	0.100000
