0000000000000000000	0000000000000000000000000000	0000001000000000000000	000000000000000000	000000000000000000	000000000000000000000001000
0100000000000000000	0000000000000000010000000000	0001000000100000000000	000000000100000000	000100000000000000	000000000000000000001000000
0010000000000000000	0000000000000000000000000001	0000011000000000000000	000000000000000000	000000000000000000	000000000000100000000000000
0100000000000000000	0000000000000000000000000000	0001000000100000000000	000001000100000000	000100000000000000	000000000000000000001000000
0000000000000000000	0000010000000001000000000000	0000000000000000100000	000000000000000000	000000000000000010	000000010000000000000000010
0000100100000000000	0000000000000100000000000000	0100000000000000000000	000010000000000000	000000000000000100	000000000000000000000000000
0000000000000000000	0000000100000000000000000000	0000100000000000000000	000000000000000000	010000000001000000	000000000000000000000000000
0000000000000000000	0000000000000000000000000000	0000001000000000000000	000000000000000000	000000000000000000	000000000000000000000001000
0001000000000000000	0000000000000000000000000000	0000000000000010010000	000000000000000000	000010000000000000	000000000000010000000000001
0000000000000000000	0000100000010010001000000000	0000000000000000000000	000000000010000100	000000000000000000	000000000000000000100000000
0000010000000000000	0000010000000001000000000000	0000000000000000100000	000000000000000000	000000000000000010	000000010000000000000000010
0000000000000000000	0000000000000000000000000000	0000001000000000000000	100000000000000000	000000000010000000	000000000000000000000000000
0000000000001100000	0000000000000000000000000000	0000000000000000000000	001000000000000000	000000100000000000	000000000000001000000000000
0000000000000000000	0000100000010010001000000000	0000000000000000000000	000000000010000100	000000000000000000	000000000000000000100000000
0000000000000000000	0000000100000000000000000000	0000000000000000000000	000000000000000000	010000000000000000	000000000000000000000000000
0000000000000000000	0000000100000000000000000010	0000100000000000000000	000000000000000000	010000000001000000	000000000000000000000000000
0000000000000000010	0000000000000000000000000000	0000000000000000000000	000010000000000000	000000000000000000	000000000000000000000000000
0000000000001100000	0000000000000000000000000000	0000000000000000000000	001000000000000000	000000100000000000	000000000000001000000000000
0000000000000000000	0100000000001000000000010000	0000001000000000000000	000000000000000000	000000000000000001	000000000001000000000100000
0000000000000000100	0000000000000000000000000001	0000001000000000000000	000000000000000000	100000001000000000	000000000000100000000000000
0000000000000000000	0100000000001000000000010000	0000001011010000000000	000000000000000000	000000000000000000	000000000000000000000000000
0000000000000000000	0000000000000000000000000000	0000000000000000000000	000010100000000000	000000000000000000	000000000000000000000000000
0000010000000000000	0000010000000001000000000000	0000000000000000100000	000000000000000000	000000000000000010	000000010000000000000000010
0000000000000000010	0000000000000000000000000000	0000000000000000000000	000010000000000000	000000000000000000	000000000000000000000000000
0100000000000000000	0000000000000000000000000000	0001000000100000000000	000000000100010000	000100000000000000	000000000000000000001000000
0000000000100000000	0000100000000010001000000000	0000000000000000000000	000000000010000000	000000000000000000	000000000000000000100000000
0000001000000000000	0000000000000000000010000001	0000001000000000000000	000000000000000000	000000000000000000	000000000000100010000000000
0000000000000000000	0000000000000000000000000001	0000001000000000000000	000000000000000000	100000000000000000	000000000000100000000000000
0000000000000000000	0000100000000010001000000000	0000000000000000000000	000000000010001000	000000000000000000	000001100000000000100000000
0100000000000000000	0000000000000000000000000000	0001000000100000000000	000000000100000000	000100000000000000	000000000000000000001000000
0000000000000000000	0100000000001000000000010000	0000001011010000000000	000000000000000000	000000000000000000	000000000000000001000000000
0000100100000000000	0000000000000100000000000000	0100000000000000000000	000010000000000000	000000000000000100	000000000000000000000000000
0000000000000000000	0000010000000001000000000000	0000000000000000100000	000000000000000000	000000000000000010	000000010000000000000000010
1000000010000000000	0000000000000000000000000000	0000000000000000000000	000000000000000000	000000000000000000	000000000000000100100000100
0000000000000000000	0000000000000000000000000000	0000000000000000000000	000000000000000000	000000000000000000	000100000010000000000000000
0000000000000000000	0000000100000000000000000000	1000100000000000000000	000000000000000000	010000000000010000	010000000000000000000000000
0000000000000000000	0000000100000000000000000000	0000100000000000000000	000000000000000000	010000000001000000	000000000000000000000000000
0000000000010000000	0000000100000000000000000000	0000100000000000000000	000000000000000000	010000000001000000	000000000000000000000000000
0000000000000100000	0000000000000000000000000000	0000000000000000000000	001000000000000000	000000100000000000	000000000000001000000000000
0000000000000000000	0100000000001000000000010000	0000001011010000000000	000000000000000000	000000000000000000	000000000000000000000000000
0000000000000000000	0000000000100000000000000000	0000000000000001000000	000000000000000000	001000000000000000	000000000000000000000000000
0100000000000000000	0000001000000000000000000000	0001000000100000000000	000000000100000000	000100000000000000	000000000000000000000000000
0000000000000000000	0000010000000001000000000000	0000000000000000100000	000000000000000000	000000000000000010	000000010000000000000000010
0000000001000000000	0000000100000000000000000000	0000100000000000000100	000000000000000010	010000000001000000	000000000000000000000010000
0000000000000000000	0000000000000000000000000000	0000001000000000000000	000000000000000000	000000000000000000	000000000000000000000001000
0000000000000000000	0000000000000000000000000000	0000000000000000000000	000010100000000000	000000000000000000	000000000000000000000000000
0010000000000000000	0000000000000000000000000001	0000011000000000000000	000000000000000000	000000000000000000	000000000000100000000000000
0000000000000000000	0000000100000000000000000000	0000100000000000000010	000000000000000000	010000000001000000	000000000000000000000000000
0000000000000000000	0000000100000000000000000000	0000000000000000000000	000000000000000000	010000000000000000	000000000000000000000000000
0000000000000000000	0000000000000000000000000000	0000000000000000000000	000000000001000000	000000000000000000	000100000010000000000000000
0000000000000000000	0000000000000000000000000001	0000001000000000000000	000000000000000000	100000000000000000	000000000000100000000000000
0000010000000000000	0000010000000001000000000000	0000000000000000100000	000000000000000000	000000000000000010	000000010000000000000000010
0000000000000000000	0000000100000000000000000000	0000000000000000000000	000000000000000000	010000000000000000	000000000000000000000000000
0000000000000000000	0000000100000000000000000000	0000100000000000000010	000000000000000000	010000000001000000	000000000000000000000000000
0100000000000000000	0000000000000000000000000000	0001000000100000001000	000000000100000000	000100000000000000	000000000100000000001000000
0000000000000000000	0000000100000000000000000000	0010000000000000000000	000000000000000000	010000000000000000	000000000000000000000000000
0000000000000000000	0100000000001000000000010000	0000001011010000000000	000000000000000000	000000000000000000	000000001000000000000000000
0000000000000100001	0000000000000000000000000000	0000000000000000000000	001000000000000000	000000000000001000	001000000000000000000000000
0100000000000000000	0000001000000000000000000000	0001000000100000000000	000000000100000000	000100000000000000	000000000000000000000000000
0000000000000000000	0000000100000000000000000000	0010000000000000000000	000000000000000000	010000000000000000	000000000000000000000000000
0000000000000100001	0000000000000000000000000000	0000000000000000000000	001000000000000000	000000000000000000	000000000000000000000000000
0000000000000000000	0000100000010010001000000000	0000000000000000000000	000000000010000100	000000000000000000	000000000000000000100000000
0000000000000000000	0000010000000001000000000000	0000000000000000100000	000000000000000000	000000000000100010	000000010000000000000000010
0000100100000000000	0000000000000100000000000000	0100000000000000000000	000010000000000000	000000000000000100	000000000000000000000000000
0000000000000100001	0000000000000000000000000000	0000000000000000000000	001000000000000000	000000000000000000	000000000000000000000000000
0000000000000000000	0000000000000000000000000000	0000001000000000000000	000000000000000000	000000000000000000	000000000000000000000001000
0000000000000100001	0000000000000000000000000000	0000000000000000000000	001000000000000000	000000000000000000	000000000000000000000000000
0000000000000000000	0000000000000000000000000000	0000000000000000000000	000010100000000000	000000000000000000	000000000000000000000000000
0000000000000000000	0001000001000000000000000000	0000000000000000000000	000000000000000000	000000010100000000	000000000000000000000000000
0000000000000000000	0100000000001000000000010000	0000001011010000000000	000000000000000000	000000000000000000	000000000000000000000000000
0000000000000000000	0000010000000001000100000000	0000000000000000100000	000000000000000000	000000000000000010	000000010000000000010000010
0000000000000000000	0000010000000001000000000000	0000000000000000100000	000000000000000000	000000000000000010	000000010000000000000000010
0000000000000000000	0000000000000000000000000000	0000000000000000000000	000010100000000000	000000000000000000	000000000000000000000000000
0000000000000000000	0000000000100000000000000000	0000000000000001000000	000000000000000000	001000000000000000	000010000000000000000000000
0000000000000000000	0000000000000000000000000001	0000001000000000000000	000000000000000000	000000000000000000	000000000000100000000000000
0000000000000000000	0000100000010010001000000000	0000000000000000000000	000000000010000100	000000000000000000	000000000000000000100000000
0000000000000000000	0000000100000000000000000000	0000100000000000000010	000000000000000000	010000000001000000	000000000000000000000000000
0000000000000000000	0000000110000000000000000000	0000000000000000000000	000000000000000000	010000000000000000	000000000000000000000000000
0000000000000100001	0000000000000000000000000000	0000000000000000000000	001000000000000000	000000000000001000	001000000000000000000000000
0000000000000000000	0000000000100000000000000000	0000000000000001000000	000000000000000000	001000000000000000	000000000000000000000000000
0000000000000100001	0000000000000000000000000000	0000000000000000000000	001000000000000000	000000000000000000	000000000000000000000000000
0100000000000000000	0000001000000000000000000000	0001000000100000000000	000000000100000000	000100000000000000	000000000000000000000000000
0000000000000000000	0000000000000000000000000001	0000001000000000000000	000000000000000000	100000000000000000	000000000000100000000000000
0000000000000000000	0000000000000000000000000000	0000001000000000000000	000000000000000000	000000000000000000	000000000000000000000001000
0000000000000000000	0000000100000000000000000000	0000100000000000000010	000000000000000000	010000000001000000	000000000000000000000000000
0001000000000000000	0000000000000000000000000000	0000000000000010010000	000100000000000000	000010000000000000	000000000000010000000000001
0000000000000000000	0000000000100000000000000000	0000000000000001000000	000000000000000000	001000000000000000	000010000000000000000000000
0000000000000000000	0000000000000000000000001000	0000000100000000000000	010000000000000000	000000010000000000	000000000000000000000000000
0000000000000000000	0000000000000000000000000000	0000000000000100000000	000010100000000000	000000000000000000	000000000000000000000000000
