Acceptancenum	Simnum	Time	T0	T1	TMRCA	Variance	epsilonV	Heterozygosis	epsilonH	Numberofconfig	epsilonC	SASHloc	SH	MASH	SASH	SHchanges	SHdist	HBC	Simnum	Alpha
1	1628	0.112367	0.003321	13.040052	0.112868	0.213057	-0.052494	0.294423	-0.038126	28	0.096774	0.029455	0.512714	0.471910	0.077267	0.636364	0.137038	0.222222	1628	0.100000
2	2172	0.058285	0.000665	19.093981	0.058554	0.195347	0.034996	0.306668	-0.081300	30	0.032258	0.038968	0.764672	0.718741	0.163306	0.740741	0.148652	0.302326	2172	0.100000
3	4113	0.051982	0.002007	26.941704	0.053500	0.188330	0.069660	0.286071	-0.008677	29	0.064516	0.073608	0.701564	0.609001	0.236735	0.740000	0.222018	0.256410	4113	0.100000
4	4607	0.050732	0.005776	30.515402	0.055638	0.207077	-0.022950	0.306235	-0.079775	30	0.032258	0.068494	0.693423	0.532144	0.344718	0.746269	0.234277	0.333333	4607	0.100000
5	6216	0.001754	0.004368	179.936630	0.005119	0.191752	0.052752	0.304252	-0.072781	29	0.064516	0.020874	0.381889	0.328958	0.078878	0.720000	0.068414	0.340909	6216	0.100000
6	7346	0.025259	0.000871	53.734501	0.025749	0.190403	0.059419	0.265415	0.064156	34	-0.096774	0.048502	0.693428	0.585626	0.260157	0.794872	0.216669	0.403509	7346	0.100000
7	12190	0.009797	0.003898	76.736252	0.015278	0.182908	0.096442	0.295050	-0.040334	34	-0.096774	0.073886	0.757097	0.657419	0.290961	0.820513	0.228823	0.468750	12190	0.100000
8	13710	0.046439	0.005009	32.456974	0.051927	0.208315	-0.029065	0.302551	-0.066786	34	-0.096774	0.030336	0.468965	0.396733	0.119735	0.741935	0.129834	0.291667	13710	0.100000
9	14311	0.044805	0.001404	24.828028	0.045486	0.207457	-0.024829	0.297495	-0.048959	32	-0.032258	0.079001	0.646049	0.551813	0.210261	0.746032	0.277703	0.304348	14311	0.100000
10	16214	0.028487	0.001703	50.458561	0.029342	0.202580	-0.000737	0.281478	0.007520	33	-0.064516	0.039886	0.537672	0.466175	0.133934	0.738461	0.167144	0.297872	16214	0.100000
11	16234	0.081338	0.009783	19.147591	0.087777	0.205697	-0.016135	0.307592	-0.084560	31	0.000000	0.045073	0.706486	0.663802	0.126959	0.698113	0.149506	0.261905	16234	0.100000
12	19040	0.002452	0.008281	159.539825	0.010388	0.186890	0.076770	0.292887	-0.032709	28	0.096774	0.100025	0.616385	0.566455	0.115167	0.750000	0.290749	0.391304	19040	0.100000
13	22818	0.061939	0.006883	22.147039	0.070777	0.216391	-0.068960	0.291440	-0.027608	33	-0.064516	0.023204	0.742591	0.668664	0.223116	0.725806	0.100439	0.297872	22818	0.100000
14	23955	0.026152	0.008687	36.348248	0.031228	0.191357	0.054704	0.287518	-0.013778	29	0.064516	0.025173	0.545939	0.503606	0.085281	0.775862	0.095116	0.340909	23955	0.100000
15	25041	0.012009	0.009126	50.414131	0.019290	0.186339	0.079496	0.293752	-0.035759	32	-0.032258	0.036684	0.693101	0.587482	0.256035	0.706897	0.137338	0.396226	25041	0.100000
16	25849	0.004111	0.007774	102.661980	0.010675	0.190283	0.060009	0.311753	-0.099232	28	0.096774	0.049513	0.385357	0.374969	0.016620	0.745098	0.130068	0.391304	25849	0.100000
17	26463	0.035706	0.001543	25.388952	0.036813	0.189821	0.062293	0.284162	-0.001946	28	0.096774	0.017761	0.396681	0.379550	0.027610	0.735849	0.081997	0.333333	26463	0.100000
18	28654	0.044367	0.004890	31.174135	0.049879	0.189508	0.063840	0.294990	-0.040124	34	-0.096774	0.060459	0.505091	0.474909	0.057479	0.732143	0.223904	0.276596	28654	0.100000
19	28789	0.021177	0.001453	47.013905	0.022578	0.201521	0.004494	0.285668	-0.007257	33	-0.064516	0.020610	0.633117	0.584735	0.116510	0.704918	0.094629	0.352941	28789	0.100000
20	31634	0.098288	0.009465	24.121685	0.106140	0.185168	0.085280	0.271634	0.042227	28	0.096774	0.026547	0.550639	0.518670	0.066418	0.666667	0.108125	0.263158	31634	0.100000
21	31635	0.041473	0.004642	34.500069	0.044367	0.186353	0.079422	0.279419	0.014777	29	0.064516	0.048154	0.709569	0.650718	0.168493	0.741935	0.195969	0.395833	31635	0.100000
22	33988	0.037152	0.006053	25.294861	0.054240	0.216704	-0.070508	0.306414	-0.080406	32	-0.032258	0.048539	0.759363	0.627776	0.353517	0.680000	0.139115	0.272727	33988	0.100000
23	35755	0.074137	0.006508	17.229000	0.084650	0.207189	-0.023503	0.276437	0.025294	29	0.064516	0.033523	0.519710	0.488243	0.061487	0.708333	0.149786	0.275000	35755	0.100000
24	36073	0.050966	0.004313	23.763191	0.057355	0.192118	0.050947	0.309173	-0.090134	33	-0.064516	0.081588	0.689867	0.531218	0.338428	0.727273	0.274334	0.282609	36073	0.100000
25	36520	0.083307	0.009895	18.118219	0.089628	0.193095	0.046121	0.305176	-0.076041	29	0.064516	0.056624	0.431953	0.383958	0.077908	0.659091	0.223053	0.194444	36520	0.100000
26	40078	0.044878	0.002042	31.616350	0.046312	0.182737	0.097289	0.289785	-0.021771	30	0.032258	0.047095	0.652531	0.610654	0.107556	0.758621	0.190326	0.302326	40078	0.100000
27	41359	0.040554	0.003200	24.049410	0.045565	0.189970	0.061556	0.305042	-0.075568	29	0.064516	0.045327	0.606922	0.528636	0.166083	0.717391	0.182624	0.292683	41359	0.100000
28	42456	0.034375	0.003936	32.624550	0.041183	0.208986	-0.032381	0.290739	-0.025137	34	-0.096774	0.047920	0.587705	0.474106	0.216010	0.765625	0.187324	0.276596	42456	0.100000
29	42507	0.056684	0.007258	26.465023	0.061395	0.186629	0.078059	0.307533	-0.084350	32	-0.032258	0.062457	0.764128	0.617760	0.382921	0.745098	0.202333	0.288889	42507	0.100000
30	44840	0.007504	0.005102	73.513535	0.015047	0.191305	0.054962	0.308592	-0.088083	33	-0.064516	0.039433	0.628313	0.597299	0.077017	0.746032	0.123212	0.400000	44840	0.100000
31	46136	0.014144	0.008982	51.872074	0.023903	0.182521	0.098357	0.306653	-0.081247	33	-0.064516	0.125973	0.721608	0.620435	0.266549	0.805970	0.406464	0.326531	46136	0.100000
32	48738	0.125461	0.000394	13.057468	0.125597	0.192401	0.049547	0.295422	-0.041649	29	0.064516	0.094269	0.663211	0.465178	0.370278	0.714286	0.317998	0.171429	48738	0.100000
33	48882	0.036203	0.001629	27.665197	0.037580	0.197151	0.026081	0.306429	-0.080458	34	-0.096774	0.029002	0.617956	0.582299	0.085366	0.777778	0.121529	0.320000	48882	0.100000
34	49873	0.054334	0.001663	20.000469	0.055587	0.189366	0.064540	0.308070	-0.086243	29	0.064516	0.077908	0.722073	0.587147	0.326813	0.729167	0.266323	0.256410	49873	0.100000
35	50419	0.048619	0.007929	31.947126	0.054361	0.184049	0.090805	0.269158	0.050957	30	0.032258	0.046069	0.480536	0.382074	0.159343	0.765625	0.204496	0.318182	50419	0.100000
36	51168	0.028000	0.008587	35.384975	0.034404	0.197218	0.025750	0.288532	-0.017354	33	-0.064516	0.057793	0.621638	0.507573	0.231639	0.775862	0.220341	0.282609	51168	0.100000
37	55478	0.013692	0.008928	58.839268	0.022666	0.197614	0.023797	0.302328	-0.065997	33	-0.064516	0.043017	0.701618	0.603236	0.247961	0.764706	0.154318	0.388889	55478	0.100000
38	56241	0.044148	0.001159	33.982819	0.046310	0.203020	-0.002910	0.292693	-0.032026	34	-0.096774	0.058595	0.691304	0.543144	0.324305	0.773333	0.213982	0.333333	56241	0.100000
39	56280	0.538806	0.006459	15.232092	0.539011	0.206674	-0.020961	0.304878	-0.074989	32	-0.032258	0.314458	0.708904	0.618150	0.237668	0.736842	0.627956	0.200000	56280	0.100000
