Acceptancenum	Simnum	Time	T0	T1	TMRCA	Variance	epsilonV	Heterozygosis	epsilonH	Numberofconfig	epsilonC	SASHloc	SH	MASH	SASH	SHchanges	SHdist	HBC	Simnum	Alpha
1	1386	0.022548	0.006268	50.261505	0.027810	0.190999	0.036924	0.281776	0.070546	34	0.028571	0.039898	0.689171	0.595733	0.231130	0.742424	0.225826	0.358491	1386	0.100000
2	2028	0.040025	0.002668	34.943535	0.041833	0.194251	0.020530	0.322596	-0.064102	37	-0.057143	0.052608	0.648505	0.522327	0.264151	0.758065	0.179737	0.229167	2028	0.100000
3	2609	0.014089	0.006666	70.090225	0.016816	0.192215	0.030795	0.280225	0.075663	37	-0.057143	0.020660	0.580899	0.512307	0.140647	0.756410	0.098403	0.362069	2609	0.100000
4	7346	0.025259	0.000871	53.734501	0.026070	0.205556	-0.036473	0.306086	-0.009642	38	-0.085714	0.038273	0.742365	0.618990	0.323810	0.792208	0.156653	0.355932	7346	0.100000
5	9092	0.041242	0.005101	36.209389	0.053082	0.201566	-0.016356	0.312514	-0.030846	37	-0.057143	0.057503	0.606730	0.513256	0.192040	0.788732	0.212425	0.362069	9092	0.100000
6	9597	0.039085	0.003398	30.471342	0.043035	0.193579	0.023914	0.321985	-0.062085	32	0.085714	0.049202	0.663481	0.616348	0.122853	0.754386	0.193803	0.288889	9597	0.100000
7	14548	0.019990	0.000472	42.881107	0.020349	0.196055	0.011431	0.294602	0.028238	37	-0.057143	0.034932	0.598482	0.507401	0.184900	0.827586	0.158883	0.412698	14548	0.100000
8	15623	0.047753	0.008046	46.680981	0.060822	0.192931	0.027186	0.302611	0.001820	32	0.085714	0.074276	0.789542	0.619032	0.447571	0.817073	0.304625	0.457627	15623	0.100000
9	15898	0.006059	0.008921	133.461945	0.013685	0.181178	0.086445	0.273334	0.098391	37	-0.057143	0.058973	0.622385	0.491863	0.256863	0.800000	0.224400	0.421875	15898	0.100000
10	19994	0.023432	0.000275	37.000557	0.024179	0.192908	0.027298	0.287055	0.053131	34	0.028571	0.023973	0.734603	0.661814	0.215233	0.763889	0.098079	0.423729	19994	0.100000
11	20641	0.018503	0.007900	54.975868	0.025355	0.208359	-0.050611	0.304654	-0.004919	37	-0.057143	0.057694	0.689086	0.587316	0.246605	0.766234	0.181446	0.350877	20641	0.100000
12	22189	0.017431	0.006216	54.349403	0.022571	0.210559	-0.061703	0.273081	0.099227	36	-0.028571	0.022243	0.479861	0.405163	0.125578	0.774648	0.108803	0.320755	22189	0.100000
13	23586	0.022808	0.005894	57.405006	0.027952	0.212327	-0.070615	0.299583	0.011807	38	-0.085714	0.039088	0.611183	0.495180	0.229790	0.779221	0.169202	0.366667	23586	0.100000
14	26606	0.012296	0.003885	53.174126	0.015614	0.185682	0.063734	0.308711	-0.018301	37	-0.057143	0.025514	0.691480	0.643363	0.134920	0.813333	0.095023	0.393443	26606	0.100000
15	27205	0.050403	0.002892	28.962633	0.052737	0.203005	-0.023613	0.273618	0.097456	34	0.028571	0.025533	0.495733	0.477566	0.034773	0.709091	0.121925	0.244444	27205	0.100000
16	28259	0.022459	0.001867	38.824055	0.025093	0.192998	0.026847	0.317436	-0.047080	34	0.028571	0.047608	0.716204	0.641135	0.209184	0.750000	0.156568	0.260870	28259	0.100000
17	29024	0.066499	0.006154	23.364391	0.070893	0.212714	-0.072570	0.332126	-0.095537	32	0.085714	0.040250	0.630701	0.575454	0.130131	0.774194	0.111854	0.288889	29024	0.100000
18	30153	0.005927	0.001554	144.537659	0.006727	0.183975	0.072345	0.275527	0.091159	38	-0.085714	0.028447	0.543035	0.481931	0.117944	0.823529	0.121957	0.472222	30153	0.100000
19	30450	0.024703	0.006068	52.679653	0.031146	0.206316	-0.040308	0.326578	-0.077237	36	-0.028571	0.042287	0.680637	0.583236	0.233706	0.757576	0.136385	0.368421	30450	0.100000
20	30892	0.010138	0.005250	78.154800	0.015896	0.213706	-0.077571	0.312589	-0.031092	34	0.028571	0.052410	0.564280	0.475590	0.169124	0.743590	0.175496	0.392857	30892	0.100000
21	31745	0.010760	0.005353	93.211349	0.014739	0.180858	0.088062	0.278182	0.082402	35	0.000000	0.027732	0.591621	0.509877	0.166783	0.813954	0.123387	0.477612	31745	0.100000
22	33475	0.007192	0.005078	109.836403	0.012725	0.201305	-0.015040	0.300419	0.009052	36	-0.028571	0.058480	0.663503	0.609002	0.139390	0.789474	0.167691	0.333333	33475	0.100000
23	34667	0.025496	0.006129	41.133495	0.028791	0.181708	0.083775	0.297361	0.019137	37	-0.057143	0.089238	0.787837	0.548759	0.529822	0.771429	0.334215	0.327273	34667	0.100000
24	36174	0.002778	0.006502	151.754868	0.006178	0.200537	-0.011167	0.288756	0.047523	36	-0.028571	0.028840	0.558688	0.531407	0.058218	0.808824	0.114315	0.357143	36174	0.100000
25	36901	0.023909	0.001929	48.210823	0.025145	0.188680	0.048618	0.317615	-0.047670	32	0.085714	0.029687	0.642050	0.605676	0.092244	0.800000	0.126563	0.396226	36901	0.100000
26	37005	0.019327	0.004814	68.455048	0.027638	0.180224	0.091258	0.288636	0.047916	33	0.057143	0.037201	0.743176	0.618176	0.327376	0.797297	0.148558	0.450000	37005	0.100000
27	37781	0.006135	0.006336	137.808594	0.012101	0.182081	0.081895	0.285146	0.059428	34	0.028571	0.058038	0.631259	0.556295	0.168951	0.843137	0.220394	0.534247	37781	0.100000
28	38217	0.043316	0.007338	25.165442	0.047406	0.203072	-0.023952	0.326712	-0.077680	32	0.085714	0.042551	0.684229	0.614779	0.180285	0.750000	0.144190	0.238095	38217	0.100000
29	38511	0.025506	0.008207	50.776524	0.031386	0.202908	-0.023125	0.277078	0.086043	34	0.028571	0.053948	0.726712	0.607595	0.303557	0.784810	0.211372	0.423729	38511	0.100000
30	41192	0.017992	0.002085	71.020142	0.019824	0.206040	-0.038917	0.281284	0.072169	38	-0.085714	0.030213	0.582334	0.525264	0.120215	0.818182	0.121007	0.415385	41192	0.100000
31	42197	0.042336	0.002925	30.303741	0.046143	0.212722	-0.072608	0.327369	-0.079844	34	0.028571	0.056309	0.605396	0.565936	0.090909	0.774194	0.206031	0.227273	42197	0.100000
32	42456	0.034375	0.003936	32.624550	0.038563	0.212640	-0.072194	0.290173	0.042849	35	0.000000	0.071680	0.636882	0.476236	0.306714	0.771429	0.274887	0.255319	42456	0.100000
33	43455	0.028803	0.007791	34.997395	0.038854	0.191551	0.034142	0.305534	-0.007822	34	0.028571	0.023004	0.520731	0.482206	0.074401	0.794521	0.093129	0.346154	43455	0.100000
34	45421	0.027200	0.009940	53.329247	0.035098	0.191991	0.031923	0.310173	-0.023122	36	-0.028571	0.053868	0.601746	0.555749	0.103538	0.802817	0.175929	0.265306	45421	0.100000
35	47045	0.024935	0.006357	49.830254	0.026610	0.202543	-0.021282	0.291917	0.037093	36	-0.028571	0.038634	0.596769	0.492097	0.206087	0.795181	0.156056	0.379310	47045	0.100000
36	47207	0.016662	0.002405	49.891262	0.021511	0.185913	0.062568	0.303864	-0.002312	37	-0.057143	0.035369	0.673177	0.621605	0.136291	0.800000	0.113961	0.288462	47207	0.100000
37	52608	0.011197	0.009231	66.800255	0.020509	0.185414	0.065087	0.289382	0.045457	35	0.000000	0.071852	0.522437	0.459321	0.116736	0.779412	0.257971	0.363636	52608	0.100000
38	55156	0.003430	0.004989	114.424896	0.006253	0.190925	0.037300	0.302760	0.001328	32	0.085714	0.033684	0.473018	0.410905	0.105438	0.732143	0.127408	0.255814	55156	0.100000
39	56372	0.031159	0.001269	52.238472	0.033163	0.209612	-0.056928	0.278763	0.080484	38	-0.085714	0.042589	0.616539	0.585568	0.074731	0.775000	0.182140	0.366667	56372	0.100000
40	56707	0.033694	0.002125	37.918713	0.035575	0.202394	-0.020530	0.291694	0.037831	37	-0.057143	0.029486	0.675066	0.597513	0.192684	0.767123	0.130243	0.288462	56707	0.100000
41	57028	0.014843	0.003276	55.919655	0.018297	0.189948	0.042226	0.307667	-0.014857	38	-0.085714	0.031952	0.611761	0.573957	0.088734	0.797297	0.124339	0.296296	57028	0.100000
42	59516	0.003855	0.009185	176.322678	0.018983	0.210261	-0.060199	0.324356	-0.069907	36	-0.028571	0.046233	0.509403	0.475013	0.065506	0.818182	0.184437	0.428571	59516	0.100000
43	60524	0.009760	0.001772	102.756821	0.011893	0.200969	-0.013348	0.296228	0.022876	35	0.000000	0.033816	0.635949	0.536800	0.214052	0.835165	0.152615	0.453125	60524	0.100000
44	60582	0.070473	0.003786	34.202919	0.072577	0.186010	0.062079	0.311545	-0.027648	36	-0.028571	0.077986	0.709392	0.616943	0.241346	0.808219	0.325093	0.307692	60582	0.100000
45	61734	0.045062	0.004315	33.878574	0.046908	0.197755	0.002858	0.284296	0.062232	37	-0.057143	0.031413	0.528646	0.467478	0.114865	0.746032	0.131509	0.260000	61734	0.100000
46	61962	0.038234	0.004125	38.268505	0.044217	0.199806	-0.007483	0.301194	0.006494	33	0.057143	0.045635	0.656360	0.549543	0.237130	0.758065	0.176918	0.312500	61962	0.100000
47	61994	0.018228	0.007496	52.690762	0.025226	0.211596	-0.066930	0.285132	0.059477	36	-0.028571	0.019635	0.508777	0.467165	0.078096	0.785714	0.087193	0.379310	61994	0.100000
48	62517	0.003925	0.007029	185.565933	0.006585	0.201253	-0.014777	0.288800	0.047375	37	-0.057143	0.031027	0.579838	0.537212	0.092106	0.822917	0.129959	0.486111	62517	0.100000
49	62736	0.032928	0.005584	45.406868	0.036557	0.215429	-0.086257	0.331037	-0.091946	34	0.028571	0.047789	0.804159	0.717566	0.306595	0.757576	0.164589	0.370370	62736	0.100000
50	63700	0.022946	0.007969	53.195732	0.033861	0.217315	-0.095770	0.313469	-0.033994	37	-0.057143	0.128266	0.840756	0.585389	0.615919	0.812500	0.415441	0.403226	63700	0.100000
51	64444	0.038762	0.006554	38.078865	0.043654	0.206704	-0.042263	0.324132	-0.069169	35	0.000000	0.037052	0.689469	0.598179	0.227189	0.724138	0.134857	0.239130	64444	0.100000
52	66526	0.060273	0.008155	21.781309	0.064874	0.203706	-0.027148	0.316794	-0.044965	32	0.085714	0.021806	0.642175	0.601977	0.100994	0.708333	0.084223	0.255814	66526	0.100000
53	67010	0.016634	0.000224	85.519058	0.016823	0.187077	0.056702	0.304744	-0.005215	36	-0.028571	0.032006	0.586805	0.543113	0.095629	0.838710	0.136175	0.428571	67010	0.100000
54	67095	0.033678	0.004670	30.663834	0.035911	0.196115	0.011130	0.307622	-0.014709	35	0.000000	0.033819	0.681737	0.632934	0.132953	0.727273	0.121988	0.270833	67095	0.100000
55	68356	0.024185	0.003301	50.275986	0.025497	0.192237	0.030683	0.313126	-0.032863	37	-0.057143	0.053511	0.643672	0.610809	0.084439	0.828947	0.173467	0.288462	68356	0.100000
56	68427	0.021129	0.001732	47.398464	0.021842	0.203945	-0.028351	0.323208	-0.066119	35	0.000000	0.031853	0.639675	0.601131	0.096632	0.794118	0.109044	0.363636	68427	0.100000
57	70611	0.010592	0.007621	55.771332	0.023480	0.213028	-0.074149	0.279315	0.078663	38	-0.085714	0.030803	0.651788	0.589674	0.151377	0.758065	0.104486	0.321429	70611	0.100000
58	71989	0.038982	0.008204	35.462425	0.044372	0.193908	0.022260	0.296780	0.021056	37	-0.057143	0.048799	0.737086	0.683885	0.168297	0.721311	0.169482	0.288462	71989	0.100000
59	72226	0.032617	0.009177	26.832024	0.042368	0.205854	-0.037977	0.321120	-0.059231	32	0.085714	0.077020	0.670705	0.609052	0.157703	0.698113	0.224439	0.288889	72226	0.100000
60	72250	0.037859	0.003881	33.950035	0.039542	0.208300	-0.050310	0.330143	-0.088995	37	-0.057143	0.046320	0.756016	0.685958	0.223085	0.791667	0.158802	0.362069	72250	0.100000
61	72511	0.037020	0.007924	37.259441	0.044726	0.191402	0.034894	0.305296	-0.007035	34	0.028571	0.050042	0.722828	0.635005	0.240615	0.807692	0.188869	0.381818	72511	0.100000
62	73766	0.054305	0.000099	33.769226	0.054431	0.211752	-0.067719	0.322208	-0.062823	35	0.000000	0.113470	0.706752	0.516963	0.392907	0.802817	0.349751	0.326923	73766	0.100000
63	76175	0.016335	0.000881	78.593460	0.017137	0.198762	-0.002218	0.292469	0.035273	37	-0.057143	0.024839	0.737831	0.664117	0.219462	0.788235	0.139779	0.383333	76175	0.100000
64	77146	0.004653	0.005409	136.200668	0.010629	0.199053	-0.003685	0.320269	-0.056427	36	-0.028571	0.027857	0.693704	0.613333	0.207855	0.757576	0.102148	0.333333	77146	0.100000
65	77172	0.004020	0.007630	165.797958	0.015505	0.191484	0.034480	0.314080	-0.036011	37	-0.057143	0.052509	0.552705	0.501647	0.102454	0.800000	0.210020	0.362069	77172	0.100000
66	81617	0.013419	0.007947	69.089180	0.020894	0.216428	-0.091295	0.298689	0.014759	37	-0.057143	0.065319	0.590339	0.427539	0.284386	0.760000	0.206126	0.362069	81617	0.100000
67	82955	0.037066	0.002797	36.869774	0.039048	0.212782	-0.072908	0.320776	-0.058100	37	-0.057143	0.056436	0.777816	0.689212	0.285094	0.758065	0.202939	0.274510	82955	0.100000
68	83048	0.024559	0.002132	44.739975	0.025593	0.181887	0.082873	0.288174	0.049441	38	-0.085714	0.022642	0.612847	0.576934	0.084887	0.765625	0.103237	0.254902	83048	0.100000
69	83891	0.040673	0.000028	31.172415	0.040695	0.212699	-0.072495	0.295288	0.025975	38	-0.085714	0.037281	0.566776	0.500651	0.132421	0.753247	0.147146	0.269231	83891	0.100000
70	84227	0.021852	0.006267	45.059124	0.027357	0.200276	-0.009851	0.291127	0.039701	36	-0.028571	0.043252	0.666325	0.557719	0.245561	0.789474	0.155839	0.368421	84227	0.100000
71	84998	0.053503	0.004560	19.990137	0.058725	0.193289	0.025381	0.326146	-0.075810	32	0.085714	0.077167	0.771171	0.652973	0.340603	0.745455	0.252528	0.304348	84998	0.100000
72	86695	0.016817	0.008681	64.755791	0.029565	0.200999	-0.013499	0.297630	0.018252	37	-0.057143	0.048339	0.631994	0.545250	0.190751	0.792683	0.198302	0.362069	86695	0.100000
73	90800	0.051085	0.005223	25.257610	0.057432	0.198441	-0.000602	0.326026	-0.075417	33	0.057143	0.056151	0.668650	0.579930	0.211204	0.732143	0.187914	0.282609	90800	0.100000
74	90937	0.011471	0.002102	98.211105	0.012544	0.188546	0.049295	0.291440	0.038668	38	-0.085714	0.052759	0.680021	0.579994	0.238156	0.831683	0.222795	0.449275	90937	0.100000
75	91098	0.022401	0.009800	42.022533	0.027312	0.201820	-0.017635	0.313111	-0.032813	34	0.028571	0.039181	0.754529	0.655772	0.286894	0.787879	0.177422	0.392857	91098	0.100000
76	91632	0.011357	0.007031	82.173286	0.019209	0.188859	0.047716	0.326280	-0.076253	38	-0.085714	0.079203	0.740595	0.678095	0.194156	0.810811	0.215954	0.355932	91632	0.100000
77	94506	0.025792	0.004932	58.480740	0.031390	0.191320	0.035308	0.292917	0.033797	37	-0.057143	0.101759	0.832877	0.653297	0.517966	0.792208	0.381233	0.350877	94506	0.100000
78	94840	0.029645	0.000052	39.473618	0.029664	0.199560	-0.006242	0.299181	0.013135	33	0.057143	0.054154	0.650999	0.488527	0.317655	0.746032	0.211232	0.365385	94840	0.100000
79	94844	0.017161	0.003513	63.001514	0.018950	0.206555	-0.041512	0.285982	0.056673	34	0.028571	0.017976	0.560735	0.493997	0.131892	0.773333	0.072352	0.346154	94844	0.100000
80	95093	0.047433	0.005853	31.275404	0.050848	0.202163	-0.019365	0.311560	-0.027697	34	0.028571	0.066494	0.586144	0.542692	0.095017	0.750000	0.242412	0.209302	95093	0.100000
81	95902	0.002724	0.003553	192.155472	0.006474	0.179933	0.092724	0.297868	0.017464	38	-0.085714	0.024650	0.400407	0.370413	0.047640	0.802469	0.113820	0.344828	95902	0.100000
82	97228	0.019753	0.004545	54.917664	0.023837	0.180515	0.089791	0.294050	0.030058	38	-0.085714	0.026272	0.651097	0.585633	0.157985	0.825581	0.136680	0.415385	97228	0.100000
83	98869	0.015953	0.004171	53.784882	0.021364	0.204042	-0.028840	0.321045	-0.058985	34	0.028571	0.031322	0.697893	0.681734	0.050770	0.750000	0.092046	0.333333	98869	0.100000
84	99857	0.017895	0.001601	54.098618	0.020520	0.196212	0.010641	0.287786	0.050720	38	-0.085714	0.025521	0.590609	0.543932	0.102347	0.783784	0.110278	0.333333	99857	0.100000
85	100521	0.046725	0.000172	34.590652	0.046814	0.213236	-0.075202	0.306563	-0.011216	38	-0.085714	0.062738	0.752809	0.670670	0.249412	0.718750	0.175848	0.208333	100521	0.100000
86	100876	0.023719	0.006807	46.818153	0.027052	0.206048	-0.038955	0.314035	-0.035864	37	-0.057143	0.058638	0.734440	0.614862	0.310480	0.782609	0.210189	0.350877	100876	0.100000
87	102218	0.035493	0.007404	38.805416	0.037158	0.203617	-0.026697	0.327473	-0.080188	33	0.057143	0.114830	0.835098	0.649342	0.529734	0.774194	0.350385	0.340000	102218	0.100000
88	102604	0.026658	0.005837	48.893108	0.035688	0.185026	0.067043	0.287428	0.051901	36	-0.028571	0.045194	0.667338	0.571393	0.223855	0.772727	0.182306	0.265306	102604	0.100000
89	103704	0.021112	0.001791	57.700954	0.023607	0.186503	0.059598	0.289889	0.043784	38	-0.085714	0.038243	0.674419	0.588778	0.208259	0.795181	0.155594	0.377049	103704	0.100000
90	104151	0.040703	0.009388	30.737553	0.047223	0.201946	-0.018274	0.319837	-0.055000	36	-0.028571	0.124685	0.775739	0.644852	0.368543	0.777778	0.345753	0.294118	104151	0.100000
91	106595	0.012146	0.008680	62.994991	0.036865	0.181767	0.083474	0.302492	0.002214	33	0.057143	0.095002	0.573648	0.536096	0.080949	0.802817	0.324094	0.410714	106595	0.100000
92	108135	0.047720	0.004240	25.613979	0.052430	0.198382	-0.000301	0.282119	0.069415	33	0.057143	0.036470	0.610505	0.566849	0.100788	0.745763	0.170842	0.326531	108135	0.100000
93	108725	0.018760	0.007392	68.761024	0.029843	0.187666	0.053732	0.291231	0.039356	37	-0.057143	0.046870	0.766595	0.580426	0.443710	0.811765	0.195389	0.455882	108725	0.100000
94	109624	0.029939	0.006516	42.383270	0.038819	0.193326	0.025193	0.295944	0.023811	34	0.028571	0.027540	0.538907	0.491608	0.093036	0.735294	0.118816	0.370370	109624	0.100000
95	109837	0.021029	0.003650	44.502930	0.027619	0.181312	0.085768	0.274378	0.094947	35	0.000000	0.029084	0.474694	0.432352	0.074592	0.761194	0.130106	0.326923	109837	0.100000
96	111524	0.011504	0.008824	62.718773	0.018113	0.188456	0.049746	0.286906	0.053623	35	0.000000	0.028844	0.737391	0.673043	0.196809	0.783784	0.128740	0.416667	111524	0.100000
97	114462	0.076974	0.003926	26.163000	0.081902	0.180917	0.087761	0.289472	0.045161	33	0.057143	0.043919	0.598425	0.533746	0.138721	0.761905	0.182384	0.266667	114462	0.100000
98	117087	0.026688	0.000127	50.228806	0.026782	0.189702	0.043467	0.290829	0.040685	35	0.000000	0.041987	0.689062	0.578567	0.262188	0.815789	0.179596	0.375000	117087	0.100000
99	118352	0.008070	0.008691	98.757004	0.014788	0.179254	0.096146	0.301075	0.006887	36	-0.028571	0.032311	0.628060	0.580979	0.112359	0.815789	0.135740	0.379310	118352	0.100000
100	118402	0.012965	0.002077	67.764923	0.014202	0.182252	0.081030	0.280359	0.075220	37	-0.057143	0.047374	0.768610	0.601124	0.419895	0.851485	0.195519	0.519481	118402	0.100000
101	120678	0.030757	0.000434	32.467503	0.030965	0.186406	0.060087	0.290023	0.043341	32	0.085714	0.041506	0.596871	0.543084	0.117717	0.745763	0.183774	0.319149	120678	0.100000
