00100000	0000000000000000	0010000000	000000000001	0000000000000000	000000000	000000000	0000000000000000000000000	0000000001000
00000000	0000001000000000	0000100000	000000000000	1000000000000001	000000000	000000000	0000000000001100000000010	0000000010000
00000000	0010000000000000	0000000000	000000000000	0001000000000000	000000000	010000000	0000010000000000000000100	0000000000000
00100000	0000000000000000	0010000010	000000000001	0000000000000000	010000000	000000001	0000000000000000000000000	0000000001000
00000000	0000000000000000	0000000000	010000000000	0000000000000000	000000000	000000000	0000000000000000000000001	0000000001000
00000000	0010000000000000	0000000000	000000000000	0001000000000000	000000000	010000000	0000010000000000000000100	0000000000000
00000000	0000000000000000	0000000000	010000000000	0000000000000000	000000000	000010000	0001000000000000000000001	0000000001000
00001000	0000000000000000	0000000000	000000000000	0000000000000000	000000000	000000000	0000000100000000000000000	1000000000010
00100000	0000000000000000	0010000010	000000000001	0000000000000000	010000000	000000001	0000000000000000000000000	0000000001000
00100000	0000000000000000	0010000000	000000000001	0000000000000000	000000000	000000000	0000000000000000000000000	0000000001000
00000000	0010000000000000	0000000000	000000000000	0001000000000000	000000000	000000000	0000010010000000000000100	0000000000000
00000000	0000000000000000	0000000000	000000000000	0000000000000000	000000000	000100000	0000001000000000000000000	0000000000000
00000000	0000000000000000	0000000000	010000000000	0000000100000000	000000000	000000000	0000000000000000000000001	0000000001000
00000000	0000001000000000	0000100000	000000000000	1000000000000001	000000000	000000000	0000000000001100000000010	0000000000000
00100000	0000000000000000	0010000000	000000000000	0000000000000000	000000000	000000000	0000000000000000000000000	0000100001000
00000001	0001000000000000	0000000000	000000000000	0000000000000000	000000000	000000000	0010000000000000000000000	0000010000000
00000000	0000000000000000	1000000000	010000000100	0000000000000000	000000010	000000100	0000000000000000000000001	0000000001000
00000000	0000000000000000	1000000000	010000000100	0000000000000000	000000010	000000100	0000000000000000000000001	0000000001000
00000000	0000000000000000	0000000000	010000000000	0000000000000000	000000000	000000000	0000000000000000000000001	0000000001000
00000000	0000000000000000	0000000000	010000000000	0000000000001000	000000000	000000000	0000000000000000000000001	0000000001000
00000000	0010000000010000	0000000000	000000000000	0001000000000000	000000000	010000000	0000010000000000000000100	0000000000000
00000010	0000000100001000	0000000000	000000000010	0000000000110010	000000000	001000010	0000000000000000000000000	0000001000000
00000000	0000000000000000	0000001000	000000000000	0000000000000000	000000000	000100000	0000001000000000000000000	0000000000000
00000000	0000000000000000	1000000000	010000000100	0000000000000000	000000010	000000100	0000000000000000000000001	0000000001000
