Acceptancenum	Simnum	Time	T0	T1	TMRCA	Variance	epsilonV	Heterozygosis	epsilonH	Numberofconfig	epsilonC	SASHloc	SH	MASH	SASH	SHchanges	SHdist	HBC	Simnum	Alpha
1	2323	0.054965	0.009597	26.173243	0.067723	0.236928	0.047687	0.322536	-0.053231	31	0.031250	0.047112	0.633937	0.547941	0.190233	0.696429	0.168099	0.225000	2323	0.100000
2	2882	0.056064	0.001728	34.205833	0.057702	0.267375	-0.074694	0.315646	-0.030731	30	0.062500	0.044927	0.658462	0.600385	0.145332	0.738461	0.203040	0.375000	2882	0.100000
3	3777	0.054448	0.000239	21.983736	0.054925	0.226652	0.088991	0.324654	-0.060147	31	0.031250	0.027723	0.699255	0.630903	0.185186	0.727273	0.096013	0.354167	3777	0.100000
4	12884	0.068540	0.007966	28.849667	0.071686	0.249336	-0.002188	0.335348	-0.095066	31	0.031250	0.044369	0.593130	0.553764	0.088218	0.716981	0.139768	0.243902	12884	0.100000
5	15188	0.068230	0.000084	20.109245	0.068309	0.264347	-0.062524	0.333469	-0.088930	30	0.062500	0.032907	0.771896	0.695601	0.250640	0.659575	0.123342	0.250000	15188	0.100000
6	18602	0.039128	0.000654	36.251434	0.040462	0.229120	0.079070	0.288204	0.058880	35	-0.093750	0.035461	0.528552	0.482404	0.089159	0.764706	0.147627	0.313725	18602	0.100000
7	21572	0.060280	0.002554	21.957230	0.063396	0.232148	0.066900	0.325952	-0.064384	29	0.093750	0.026981	0.546362	0.472182	0.140541	0.745455	0.100895	0.292683	21572	0.100000
8	24128	0.132610	0.001477	17.205324	0.133824	0.239545	0.037167	0.319375	-0.042907	31	0.031250	0.089859	0.664128	0.536815	0.274863	0.754717	0.197142	0.261905	24128	0.100000
9	26065	0.114722	0.007236	19.967186	0.119559	0.226532	0.089470	0.305445	0.002581	32	0.000000	0.053522	0.708705	0.616443	0.240543	0.711538	0.328772	0.135135	26065	0.100000
10	31275	0.071366	0.007205	22.898727	0.076401	0.224832	0.096304	0.309128	-0.009448	32	0.000000	0.112427	0.741353	0.562105	0.409341	0.714286	0.310295	0.333333	31275	0.100000
11	35329	0.066659	0.005256	21.354176	0.071870	0.250231	-0.005785	0.330307	-0.078605	33	-0.031250	0.048948	0.764260	0.666135	0.293906	0.707692	0.150769	0.282609	35329	0.100000
12	36520	0.083307	0.009895	18.118219	0.098972	0.241984	0.027366	0.332096	-0.084449	31	0.031250	0.084971	0.747363	0.613480	0.346381	0.659575	0.284708	0.162162	36520	0.100000
13	37891	0.056754	0.004494	31.741800	0.065006	0.226242	0.090639	0.322074	-0.051722	31	0.031250	0.025771	0.690584	0.675226	0.047287	0.759259	0.116754	0.261905	37891	0.100000
14	42456	0.034375	0.003936	32.624550	0.036360	0.259359	-0.042472	0.326742	-0.066965	32	0.000000	0.059945	0.592197	0.542878	0.107891	0.728814	0.199566	0.219512	42456	0.100000
15	49044	0.068526	0.002976	17.499678	0.069654	0.246264	0.010161	0.321522	-0.049919	31	0.031250	0.048816	0.798260	0.715759	0.290250	0.651163	0.180944	0.225000	49044	0.100000
16	49702	0.185301	0.003945	8.058396	0.188255	0.232021	0.067410	0.328577	-0.072955	29	0.093750	0.039004	0.769684	0.739305	0.116529	0.619048	0.118134	0.216216	49702	0.100000
17	56790	0.041818	0.001720	24.838198	0.044373	0.267032	-0.073315	0.285146	0.068864	30	0.062500	0.014171	0.399945	0.375481	0.039172	0.645833	0.056830	0.302326	56790	0.100000
18	57923	0.050844	0.000109	25.418339	0.050957	0.251782	-0.012019	0.287742	0.060390	34	-0.062500	0.030301	0.445416	0.344023	0.154567	0.714286	0.149745	0.306122	57923	0.100000
19	66850	0.099895	0.007822	15.913746	0.109227	0.224400	0.098043	0.325176	-0.061851	29	0.093750	0.128259	0.703452	0.677389	0.080786	0.600000	0.365733	0.171429	66850	0.100000
