Acceptancenum	Simnum	Time	T0	T1	TMRCA	Variance	epsilonV	Heterozygosis	epsilonH	Numberofconfig	epsilonC	SASHloc	SH	MASH	SASH	SHchanges	SHdist	HBC	Simnum	Alpha
1	1024	0.030632	0.004253	45.921455	0.036985	0.212826	0.074578	0.350471	-0.026875	38	0.000000	0.087341	0.830712	0.719101	0.397333	0.808824	0.239267	0.321429	1024	0.100000
2	1229	0.015992	0.004135	65.337852	0.018935	0.224385	0.024319	0.352186	-0.031900	41	-0.078947	0.041841	0.769827	0.707857	0.212121	0.812500	0.128909	0.327869	1229	0.100000
3	1420	0.063092	0.009758	24.025511	0.072695	0.242468	-0.054313	0.370605	-0.085868	37	0.026316	0.069838	0.799746	0.758766	0.169878	0.774194	0.201291	0.260000	1420	0.100000
4	2440	0.026147	0.009593	60.692566	0.034438	0.233758	-0.016440	0.354304	-0.038105	41	-0.078947	0.073822	0.853936	0.777928	0.342266	0.846154	0.229058	0.414286	2440	0.100000
5	2859	0.021036	0.001872	52.662529	0.023074	0.215652	0.062289	0.350858	-0.028011	36	0.052632	0.064379	0.770075	0.733404	0.137551	0.738461	0.172770	0.280000	2859	0.100000
6	2882	0.056064	0.001728	34.205833	0.057349	0.223043	0.030156	0.334751	0.019184	36	0.052632	0.057120	0.707649	0.626615	0.217026	0.783784	0.235540	0.217391	2882	0.100000
7	2957	0.034920	0.004907	52.496689	0.038137	0.240500	-0.045752	0.340150	0.003365	38	0.000000	0.063673	0.683580	0.601678	0.205618	0.769231	0.214040	0.333333	2957	0.100000
8	9839	0.038707	0.009938	42.252502	0.048951	0.244027	-0.061090	0.350724	-0.027618	36	0.052632	0.038823	0.681098	0.620796	0.159022	0.757143	0.129471	0.320755	9839	0.100000
9	12317	0.021062	0.007719	56.192051	0.025562	0.230932	-0.004150	0.331336	0.029190	39	-0.026316	0.065735	0.748760	0.679669	0.215688	0.809524	0.185860	0.360656	12317	0.100000
10	13382	0.028812	0.004009	49.311760	0.034234	0.235108	-0.022309	0.324252	0.049947	36	0.052632	0.038124	0.574331	0.538140	0.078360	0.774648	0.115865	0.307692	13382	0.100000
11	14645	0.019659	0.003036	55.317856	0.021548	0.207248	0.098833	0.334647	0.019489	35	0.078947	0.045530	0.655502	0.528229	0.269777	0.827160	0.215993	0.375000	14645	0.100000
12	15211	0.031370	0.009591	38.846119	0.039585	0.231566	-0.006907	0.344699	-0.009963	35	0.078947	0.055389	0.830839	0.741733	0.345014	0.792683	0.178025	0.444444	15211	0.100000
13	16107	0.039523	0.006305	28.251686	0.044592	0.217748	0.053178	0.329740	0.033866	36	0.052632	0.040501	0.843659	0.719105	0.443418	0.742424	0.144804	0.368421	16107	0.100000
14	17488	0.039792	0.008309	39.199806	0.048763	0.224064	0.025713	0.335437	0.017173	35	0.078947	0.055360	0.762823	0.648881	0.324511	0.771429	0.190324	0.285714	17488	0.100000
15	18246	0.079553	0.005410	19.945595	0.082553	0.247905	-0.077951	0.369128	-0.081541	35	0.078947	0.044219	0.655732	0.601433	0.136235	0.774194	0.130214	0.204545	18246	0.100000
16	19127	0.058463	0.002942	25.755054	0.060359	0.229873	0.000454	0.343744	-0.007167	35	0.078947	0.058165	0.683404	0.636259	0.129610	0.742424	0.179352	0.285714	19127	0.100000
