Acceptancenum	Simnum	Time	T0	T1	TMRCA	Variance	epsilonV	Heterozygosis	epsilonH	Numberofconfig	epsilonC	SASHloc	SH	MASH	SASH	SHchanges	SHdist	HBC	Simnum	Alpha
1	44	0.057968	0.001398	15.194750	0.059062	0.207994	0.023082	0.325012	-0.046083	28	0.096774	0.043800	0.652716	0.573504	0.185727	0.658537	0.138476	0.243243	44	0.100000
2	1420	0.063092	0.009758	24.025511	0.074752	0.206920	0.028125	0.326131	-0.049683	34	-0.096774	0.067014	0.796628	0.693362	0.336769	0.761905	0.186781	0.306122	1420	0.100000
3	2631	0.053907	0.002730	24.698332	0.056148	0.211133	0.008336	0.316004	-0.017089	29	0.064516	0.049866	0.743930	0.643704	0.281299	0.730769	0.161245	0.256410	2631	0.100000
4	2859	0.021036	0.001872	52.662529	0.021656	0.197368	0.072992	0.303909	0.021841	34	-0.096774	0.034356	0.611685	0.561530	0.114386	0.804878	0.129250	0.392857	2859	0.100000
5	4607	0.050732	0.005776	30.515402	0.054578	0.223177	-0.048229	0.303044	0.024625	33	-0.064516	0.029650	0.560146	0.495795	0.127629	0.706897	0.110992	0.266667	4607	0.100000
6	6347	0.086184	0.009459	19.572464	0.093120	0.199411	0.063395	0.307622	0.009889	32	-0.032258	0.084212	0.787636	0.676489	0.343564	0.700000	0.248676	0.238095	6347	0.100000
7	7341	0.030536	0.001039	45.449402	0.030835	0.194691	0.085566	0.309829	0.002784	34	-0.096774	0.052475	0.694511	0.573133	0.284345	0.791045	0.190835	0.346154	7341	0.100000
8	11250	0.129425	0.009218	13.814822	0.138671	0.226696	-0.064761	0.321507	-0.034802	28	0.096774	0.027908	0.581042	0.533161	0.102564	0.666667	0.120794	0.200000	11250	0.100000
9	13544	0.080557	0.001408	23.692453	0.081563	0.198352	0.068369	0.327354	-0.053619	31	0.000000	0.085200	0.782346	0.609305	0.442904	0.740741	0.281038	0.261905	13544	0.100000
10	13877	0.006725	0.002456	98.527596	0.009723	0.193460	0.091345	0.325475	-0.047571	33	-0.064516	0.060889	0.187217	0.178187	0.010989	0.757576	0.163194	0.326531	13877	0.100000
11	15031	0.007925	0.006507	80.529976	0.014672	0.233863	-0.098420	0.323476	-0.041138	30	0.032258	0.018400	0.600736	0.569687	0.072154	0.702128	0.076743	0.285714	15031	0.100000
12	15062	0.046100	0.001230	38.086391	0.048029	0.222110	-0.043221	0.340687	-0.096534	34	-0.096774	0.089821	0.881298	0.724809	0.568655	0.800000	0.264457	0.392857	15062	0.100000
13	15703	0.036230	0.001643	38.251678	0.037766	0.197330	0.073167	0.300970	0.031298	31	0.000000	0.041174	0.720301	0.684328	0.113958	0.762712	0.179057	0.295455	15703	0.100000
14	18328	0.150874	0.008333	16.822559	0.154099	0.226905	-0.065742	0.312947	-0.007248	28	0.096774	0.039284	0.489736	0.451026	0.070513	0.680851	0.146820	0.151515	18328	0.100000
15	18629	0.113675	0.001053	14.542399	0.115361	0.226137	-0.062134	0.312261	-0.005040	30	0.032258	0.026521	0.549073	0.527821	0.045007	0.673913	0.097967	0.117647	18629	0.100000
16	21332	0.040044	0.004887	41.970634	0.045726	0.192177	0.097370	0.294885	0.050883	33	-0.064516	0.067289	0.776357	0.602143	0.437881	0.777778	0.302738	0.410714	21332	0.100000
17	21572	0.060280	0.002554	21.957230	0.062258	0.213393	-0.002277	0.336705	-0.083717	31	0.000000	0.034925	0.834254	0.703282	0.441402	0.750000	0.111794	0.354167	21572	0.100000
18	25169	0.034880	0.000843	39.392704	0.036450	0.218516	-0.026339	0.311023	-0.001056	32	-0.032258	0.065839	0.774794	0.670430	0.316667	0.746032	0.230796	0.360000	25169	0.100000
19	25360	0.088565	0.007385	32.125778	0.097628	0.208799	0.019299	0.316213	-0.017761	33	-0.064516	0.149261	0.884733	0.718803	0.590085	0.761194	0.441920	0.365385	25360	0.100000
20	27205	0.050403	0.002892	28.962633	0.057802	0.195578	0.081398	0.291619	0.061395	28	0.096774	0.061426	0.699045	0.588080	0.269384	0.725490	0.169803	0.317073	27205	0.100000
21	29401	0.020670	0.004934	49.802925	0.023039	0.192453	0.096074	0.295482	0.048963	32	-0.032258	0.023332	0.691621	0.627060	0.173113	0.742424	0.100859	0.384615	29401	0.100000
22	30207	0.080762	0.000208	18.317434	0.080865	0.196286	0.078071	0.284386	0.084677	29	0.064516	0.059060	0.692700	0.600255	0.231260	0.687500	0.236686	0.292683	30207	0.100000
23	30612	0.029819	0.009703	29.977459	0.052794	0.203565	0.043886	0.307309	0.010897	32	-0.032258	0.033506	0.509466	0.471945	0.071056	0.727273	0.122746	0.255814	30612	0.100000
24	34355	0.092696	0.004218	24.755138	0.097922	0.227614	-0.069069	0.333125	-0.072196	29	0.064516	0.062655	0.766927	0.673323	0.286533	0.719298	0.232227	0.355556	34355	0.100000
25	35329	0.066659	0.005256	21.354176	0.069048	0.194810	0.085006	0.326116	-0.049635	29	0.064516	0.033276	0.700998	0.648535	0.149268	0.711111	0.108369	0.256410	35329	0.100000
26	35957	0.024795	0.002514	29.871708	0.027075	0.231603	-0.087808	0.312320	-0.005232	34	-0.096774	0.047895	0.737409	0.638581	0.273445	0.779412	0.162630	0.370370	35957	0.100000
27	37339	0.065117	0.003132	18.689941	0.067705	0.222468	-0.044902	0.318644	-0.025586	29	0.064516	0.096138	0.786141	0.679564	0.332601	0.732143	0.327691	0.340909	37339	0.100000
28	37945	0.049694	0.000992	26.951313	0.050367	0.203908	0.042275	0.294349	0.052611	31	0.000000	0.051586	0.778666	0.686443	0.294117	0.740741	0.194192	0.340426	37945	0.100000
29	40389	0.145421	0.000169	14.508727	0.145692	0.194049	0.088578	0.323297	-0.040563	28	0.096774	0.060569	0.532191	0.497621	0.068813	0.754717	0.222641	0.222222	40389	0.100000
30	42025	0.048715	0.007594	28.209049	0.053986	0.202722	0.047844	0.326056	-0.049443	31	0.000000	0.053065	0.818949	0.731395	0.325961	0.774194	0.185365	0.403846	42025	0.100000
31	43205	0.030625	0.008907	49.738190	0.038252	0.191618	0.099997	0.286325	0.078437	31	0.000000	0.039531	0.650507	0.580045	0.167785	0.762712	0.177110	0.403846	43205	0.100000
32	44228	0.025373	0.002649	41.796200	0.028241	0.233930	-0.098735	0.319449	-0.028178	34	-0.096774	0.045135	0.765075	0.641541	0.344627	0.797297	0.169056	0.413793	44228	0.100000
33	47520	0.019873	0.007979	54.524136	0.031372	0.202565	0.048580	0.319867	-0.029522	32	-0.032258	0.123386	0.850160	0.681769	0.529148	0.831169	0.339205	0.457627	47520	0.100000
34	52365	0.058950	0.005519	27.663315	0.062143	0.193997	0.088823	0.285594	0.080789	31	0.000000	0.038245	0.523191	0.488312	0.068165	0.719298	0.150811	0.205128	52365	0.100000
35	54029	0.054739	0.005411	22.100697	0.058808	0.203781	0.042871	0.329516	-0.060580	33	-0.064516	0.054777	0.645265	0.623595	0.057570	0.771930	0.170709	0.232558	54029	0.100000
36	54601	0.028081	0.005656	39.307350	0.032792	0.228755	-0.074428	0.319628	-0.028754	33	-0.064516	0.042515	0.718426	0.631485	0.235922	0.685185	0.110891	0.250000	54601	0.100000
37	55514	0.049987	0.001135	26.408947	0.050512	0.192230	0.097124	0.300583	0.032546	29	0.064516	0.073273	0.746581	0.526891	0.464354	0.740000	0.258878	0.256410	55514	0.100000
