Acceptancenum	Simnum	Time	T0	T1	TMRCA	Variance	epsilonV	Heterozygosis	epsilonH	Numberofconfig	epsilonC	SASHloc	SH	MASH	SASH	SHchanges	SHdist	HBC	Simnum	Alpha
1	1103	0.026281	0.009582	76.807442	0.034892	0.313572	0.051881	0.422581	0.028992	45	-0.022727	0.180863	0.841609	0.711120	0.451706	0.833333	0.353360	0.296875	1103	0.100000
2	1624	0.040118	0.002824	48.819466	0.042670	0.363632	-0.099479	0.399643	0.081699	43	0.022727	0.062707	0.797142	0.723375	0.266667	0.784946	0.175833	0.317460	1624	0.100000
3	1900	0.038014	0.000551	45.831165	0.039021	0.340589	-0.029808	0.441313	-0.014051	44	0.000000	0.078294	0.830549	0.782021	0.222627	0.793103	0.137045	0.254237	1900	0.100000
4	3820	0.092463	0.006236	32.590504	0.096873	0.329150	0.004780	0.468010	-0.075394	43	0.022727	0.194566	0.897046	0.863493	0.245800	0.769231	0.343880	0.258621	3820	0.100000
5	3951	0.042253	0.007362	43.146820	0.051761	0.349098	-0.055534	0.418718	0.037868	48	-0.090909	0.107938	0.838654	0.729508	0.403509	0.800000	0.233395	0.186441	3951	0.100000
6	4089	0.050485	0.008403	32.447075	0.058879	0.304892	0.078127	0.437018	-0.004181	46	-0.045455	0.080376	0.886473	0.844821	0.268409	0.756757	0.175480	0.132075	4089	0.100000
7	4113	0.051982	0.002007	26.941704	0.053119	0.314959	0.047688	0.445251	-0.023098	44	0.000000	0.087836	0.857358	0.822264	0.197452	0.797468	0.196975	0.241379	4113	0.100000
8	4947	0.084704	0.003729	30.468645	0.089528	0.331954	-0.003698	0.474900	-0.091227	46	-0.045455	0.165783	0.891576	0.833535	0.348666	0.814815	0.292138	0.192982	4947	0.100000
9	6187	0.135513	0.002102	25.427753	0.138511	0.342498	-0.035580	0.448875	-0.031426	45	-0.022727	0.214114	0.841488	0.720183	0.433516	0.797619	0.375500	0.196429	6187	0.100000
10	6212	0.024072	0.009060	61.289387	0.033587	0.303274	0.083019	0.395049	0.092254	42	0.045455	0.070359	0.822592	0.748733	0.293948	0.836957	0.183995	0.373134	6212	0.100000
11	6347	0.086184	0.009459	19.572464	0.093419	0.310351	0.061622	0.419911	0.035127	41	0.068182	0.084475	0.723252	0.713837	0.032900	0.720588	0.215244	0.145833	6347	0.100000
12	8182	0.140337	0.008697	16.620905	0.148149	0.358382	-0.083606	0.461462	-0.060349	42	0.045455	0.128534	0.841640	0.769695	0.312390	0.727273	0.226306	0.176471	8182	0.100000
13	8255	0.120838	0.004631	27.105698	0.125112	0.324907	0.017609	0.436839	-0.003770	44	0.000000	0.132981	0.831744	0.781335	0.230530	0.759494	0.342516	0.185185	8255	0.100000
14	9746	0.132281	0.009436	22.994764	0.153636	0.348285	-0.053077	0.463744	-0.065593	43	0.022727	0.093026	0.733100	0.707071	0.088859	0.765625	0.174923	0.140000	9746	0.100000
15	9839	0.038707	0.009938	42.252502	0.052421	0.316003	0.044531	0.423073	0.027861	46	-0.045455	0.109797	0.854781	0.796549	0.286219	0.771084	0.221578	0.233333	9839	0.100000
16	9852	0.069045	0.007387	28.899883	0.076153	0.343766	-0.039413	0.447234	-0.027656	45	-0.022727	0.201124	0.769603	0.742731	0.104451	0.773810	0.348888	0.100000	9852	0.100000
17	10514	0.107350	0.003082	30.898336	0.108542	0.311626	0.057766	0.430843	0.010007	46	-0.045455	0.188217	0.884154	0.791554	0.444238	0.819149	0.362915	0.206897	10514	0.100000
18	11096	0.165736	0.001795	19.311996	0.166588	0.334459	-0.011274	0.422611	0.028924	40	0.090909	0.127674	0.407555	0.398474	0.015096	0.750000	0.323543	0.130435	11096	0.100000
19	11690	0.041420	0.002491	56.017475	0.043340	0.308069	0.068521	0.439941	-0.010898	48	-0.090909	0.123805	0.873253	0.803050	0.356451	0.810526	0.319397	0.213115	11690	0.100000
20	12117	0.034590	0.008557	39.671227	0.043610	0.325712	0.015174	0.400612	0.079472	46	-0.045455	0.101835	0.807162	0.760614	0.194446	0.784091	0.228014	0.258065	12117	0.100000
21	12512	0.077769	0.002151	27.073442	0.081395	0.340201	-0.028635	0.419926	0.035092	42	0.045455	0.109372	0.831489	0.749018	0.328592	0.733333	0.236545	0.160000	12512	0.100000
22	12684	0.078966	0.005761	31.262632	0.082304	0.360582	-0.090257	0.422775	0.028547	46	-0.045455	0.120851	0.848078	0.721167	0.455149	0.768293	0.297587	0.192982	12684	0.100000
23	12884	0.068540	0.007966	28.849667	0.074863	0.318352	0.037429	0.473349	-0.087663	45	-0.022727	0.149359	0.828408	0.773709	0.241716	0.794872	0.233143	0.150943	12884	0.100000
24	13826	0.048765	0.004460	38.989891	0.058693	0.327360	0.010191	0.425191	0.022995	47	-0.068182	0.212068	0.888441	0.811828	0.407143	0.770115	0.393952	0.175439	13826	0.100000
25	13976	0.292055	0.006091	18.596153	0.193097	0.344899	-0.042840	0.467726	-0.074743	40	0.090909	0.209148	0.696051	0.669720	0.079723	0.642857	0.348296	0.069767	13976	0.100000
26	15095	0.049895	0.001926	39.049755	0.050713	0.297770	0.099659	0.411768	0.053838	48	-0.090909	0.129249	0.850486	0.816990	0.183024	0.785714	0.249436	0.238095	15095	0.100000
27	15191	0.067339	0.000103	34.132950	0.067568	0.298844	0.096413	0.422521	0.029129	45	-0.022727	0.078850	0.874698	0.818088	0.311196	0.784810	0.231246	0.210526	15191	0.100000
28	16245	0.082358	0.005081	19.817547	0.089469	0.335742	-0.015152	0.472558	-0.085846	40	0.090909	0.116569	0.839602	0.799503	0.200000	0.750000	0.213429	0.166667	16245	0.100000
29	16861	0.206840	0.000369	23.823374	0.207008	0.359135	-0.085883	0.462969	-0.063811	44	0.000000	0.212897	0.863037	0.783890	0.366233	0.772152	0.378940	0.169811	16861	0.100000
30	19778	0.047343	0.002312	43.886261	0.048455	0.308538	0.067101	0.416869	0.042118	42	0.045455	0.127051	0.873889	0.766822	0.459165	0.845455	0.289636	0.343750	19778	0.100000
31	23385	0.057242	0.007558	30.871538	0.059991	0.346585	-0.047936	0.456749	-0.049520	45	-0.022727	0.149638	0.828839	0.758943	0.289954	0.776316	0.243127	0.210526	23385	0.100000
32	25472	0.053908	0.000753	39.013618	0.054397	0.298069	0.098758	0.394617	0.093248	46	-0.045455	0.048282	0.779884	0.691261	0.287049	0.740260	0.133243	0.220339	25472	0.100000
33	25945	0.092748	0.006017	24.387407	0.098018	0.352476	-0.065748	0.441641	-0.014805	40	0.090909	0.079412	0.787050	0.767386	0.084536	0.724638	0.177409	0.130435	25945	0.100000
34	29837	0.096102	0.008465	25.323809	0.100772	0.354653	-0.072332	0.459956	-0.056888	44	0.000000	0.185304	0.859196	0.846059	0.085333	0.779221	0.293537	0.153846	29837	0.100000
35	31186	0.025490	0.006139	42.631054	0.031280	0.324571	0.018624	0.427368	0.017992	43	0.022727	0.101813	0.843925	0.807263	0.190217	0.766234	0.201963	0.188679	31186	0.100000
36	33181	0.115272	0.007907	24.766356	0.129115	0.333125	-0.007238	0.466712	-0.072413	45	-0.022727	0.225562	0.785143	0.771486	0.059768	0.770270	0.417744	0.100000	33181	0.100000
37	33257	0.023111	0.007030	41.393673	0.042508	0.299008	0.095917	0.401418	0.077621	41	0.068182	0.096848	0.714444	0.658889	0.162866	0.742857	0.211942	0.240741	33257	0.100000
