00000000000	0000100000000	000000000000	0000000000000	000000010	000000000010	000000000100000	100000000000000000	000000100000000000100000	000000000000000
00000000000	0000000000000	000000000000	0000000000000	000000000	000100001000	000001010010000	000000000000000000	000000000000010000000000	000000000000000
00000000000	0000000000000	000000000000	0000000000000	000000000	100000000000	000000000000000	000000000000000000	000010000000000000000000	000000010000000
00000000000	0000000000000	000000000000	0000000000000	000000000	100000000000	000000000000000	000000000000000000	001011000000000000000000	000000010000000
00000000000	0000001010000	000000000000	0000000000010	000000000	100001100000	001000000000000	000000000000000000	000010000000000000000000	000000010000000
00000100000	0000100000000	000000000000	0000000000000	000000010	000000000000	000000000000000	100000000000100000	000000000000000000100000	000000000000000
10000000000	0000000000000	000000000000	0000100000000	000000000	000000000000	000000000000000	010000010000000000	000000000000000000000100	000000000000000
00000010000	0000100000000	000000000000	0000000000000	000000010	000010000000	000000000100000	100000000000000000	000000100000000000100000	000000000010000
00000000000	0000001000000	000000000000	0000000000010	000000000	100001100001	001000000000000	000000000000000000	000010000000000000000000	000000010000000
00000000000	0000000000000	000000000000	0000000000000	000000000	100000000000	000000000000000	000000000000000000	000010000000000000000000	000000010000000
00000000000	0000000000000	000000001000	0100000000100	000010000	000000010000	000010000000000	000100000001000000	000000000000000000000000	000000000000000
00000000010	0000000000000	000000000100	0100000000000	000010000	000000010000	000010000000000	001100001001000000	000000000000000000000000	100000000000000
10000000000	0000000000000	000000000000	0000100000000	000000000	000000000000	000000000000000	010000010000000000	000000000000000000000000	000000000000000
00000000000	0000000000000	000000100000	0000000000000	000000001	100000000000	010000000000000	000000000000000000	001011000000000000000000	001000010000000
01000100000	0000100100000	000000000000	0000000000000	000000010	000000000000	000000000000000	100000000000000010	000000000000000100100000	000000000000000
00000100000	0100100000000	000000000000	0000000000000	000000010	000000000000	000000000000000	100010000000000000	000000000000000000100000	000000000000000
00000000000	1000000000000	000000000000	0000000000010	000001000	110001100000	001000000000000	000000000000000000	000010010000000000000000	000000010000000
00000000000	0000001000000	000000000000	0000000000010	000000000	100001100000	001000000000000	000000000000000000	000010000000000000000000	000000010000000
00000000000	0000000000000	000000000000	0000000000000	000000000	100000000000	000000000000000	000000000000000000	001011000000000000000000	000000010000001
00000000000	0000000000000	000000000000	0000000000000	000000000	000000000000	000000001000000	000000000000000000	000000000010000000000010	000000000000000
00000000000	0000000000000	000000000000	0001000000000	000000000	100000000000	000000000000000	000000000000000100	000010000000000010000000	000100010000000
00000000000	0000000000000	000000000000	0000000000000	000000000	100000000000	100000000000000	000000000000000001	001011000000000000000000	001001110000000
10000000000	0000000000000	000000000000	0000100000000	000000000	000000000000	000000000000000	010000010000000000	000000000000000000000100	000000000000000
00000000000	0000000000000	000000000000	0000000000000	000000000	000100000000	000000000000000	000000100000000000	000000000000000000000000	000000000000010
00000000000	0000000000001	000000000010	0000100000000	000000100	000000000000	000000000000000	010000010100000000	100000000000000000000000	000000000000000
00000100000	0100100000000	000000000000	0000000000000	000000010	000000000000	000000000000000	100010000000000000	000000000000000000100000	000000000000000
00000000000	0000001000000	000000000000	0000000000010	000000000	100001100000	001000000000000	000000000000000000	000010000000000000000000	000010010000000
00000000000	0000001000000	000000000000	0000000000010	000000000	100001100001	001000000000000	000000000000000000	000010000000000000000000	000000010000000
00000000000	0000001000000	000000000000	0000000000010	000000000	100001100000	001000000000000	000000000000000000	000010000000000000000000	000000010000000
00000000000	0000000000001	000000000010	0000100000000	000000100	000000000000	000000000000000	010000010100000000	100000000000000000000000	000000000000000
00000000000	0000001000000	000000000000	0000000000010	000000000	100001100001	001000000000000	000000000000000000	000010000000000000000000	000000010000000
00000000000	0000000000000	000000000000	0000000000000	000000000	100000000000	000000000000000	000000000000000000	001011000000000000000000	000000010000001
01000100000	0000100100000	000000000000	0000000000000	000000010	000000000000	000000000000000	100000000000000010	000000000000000100100000	000000000000000
10000000000	0000000000000	000000000000	0000100000000	000000000	000000000000	000000000000000	010000010000000000	000000000000000000000000	000000000000000
00000000000	0000000000000	000000000000	0000001000000	000000000	000000000000	000100000000000	000000000000000000	000000000000000000000000	000000000001000
00000000000	0000000000000	000000000000	0000000000000	000000000	100000000000	000000000000000	000000000000000000	001011000000000000000000	000000010000000
00000000000	0000000001000	000000000000	0000000000000	000000000	100000000000	000000000000000	000000000000000000	001011000000000000000000	000000010000000
10000000000	0000000000000	000000000000	0000100000000	000000000	000000000000	000000000000000	010000010000000000	000000000000000000000000	000000000000000
00000000000	0000000000000	000000000000	0001000000000	000000000	100000000000	000000000000000	000000000000000100	000010000000000010000000	000100010000000
