91	161	146	62	9	10	157
91	161	145	61	9	9	158
91	162	145	62	9	10	158
92	161	146	62	9	10	158
91	161	146	62	10	10	158
91	161	146	62	9	10	158
91	161	146	61	8	10	159
91	161	146	62	9	10	158
91	161	146	62	9	10	158
91	162	147	62	9	10	158
91	162	147	62	9	10	158
91	162	147	62	9	10	158
91	161	148	62	9	10	157
91	162	147	62	9	10	158
90	161	148	62	9	10	157
90	161	148	63	9	10	158
91	161	146	62	9	10	158
92	162	146	62	9	10	158
92	162	146	62	9	10	158
91	162	147	62	9	10	158
91	161	145	61	9	9	159
91	161	145	61	9	9	159
91	161	147	62	9	10	158
91	162	147	62	9	9	158
91	162	147	62	9	10	158
91	162	147	62	9	10	158
90	161	148	62	9	10	158
90	161	148	62	9	10	158
90	161	148	61	9	9	158
90	161	147	62	9	10	158
90	161	148	63	9	10	158
90	161	148	63	9	10	158
90	161	148	62	9	10	158
90	161	148	62	9	10	158
90	161	148	62	9	10	158
90	161	148	63	9	10	158
90	161	148	62	9	10	158
90	161	148	62	9	10	158
90	161	148	62	9	10	158
90	161	148	62	9	10	158
90	162	148	63	9	9	158
91	161	146	62	9	10	158
91	161	146	62	9	10	158
91	161	146	62	9	10	158
92	161	146	62	10	10	158
91	161	146	62	9	10	157
91	161	146	62	9	10	158
91	161	146	62	9	10	158
91	161	146	62	9	10	158
91	161	146	62	9	10	158
91	161	146	62	9	10	158
91	161	146	62	9	10	158
91	161	146	62	9	10	158
91	161	146	62	9	10	158
91	161	146	62	10	10	158
91	160	148	61	9	9	159
91	161	147	62	9	10	158
91	160	147	61	9	9	159
90	160	147	61	9	9	159
91	160	148	62	9	10	158
92	160	148	61	9	9	159
91	160	148	62	9	10	158
90	161	148	62	9	10	158
91	160	147	61	9	9	159
90	161	148	62	9	10	158
90	161	148	62	9	10	158
90	160	147	61	9	9	159
90	160	148	61	9	9	159
91	161	148	63	9	10	158
90	161	148	62	9	10	157
90	162	148	62	9	10	157
90	161	148	62	9	10	157
90	161	148	62	9	10	157
90	161	148	62	9	10	157
90	161	148	63	9	10	158
90	161	148	62	9	10	157
90	161	148	62	9	10	157
91	161	148	62	9	10	157
90	161	148	62	9	10	157
90	162	148	62	9	10	156
90	161	148	62	9	10	157
90	161	148	62	9	10	157
90	161	148	62	9	10	157
90	161	148	62	9	10	157
90	161	148	63	9	10	158
90	162	148	62	9	10	157
90	161	148	62	9	10	157
90	161	148	62	9	10	157
