tau	theta0	theta1	pvalue	downtau(alpha=0.01)	uptau(alpha=0.01)	downtau(alpha=0.05)	uptau(alpha=0.05)	downtau(alpha=0.1)	uptau(alpha=0.1)	downtheta0(alpha=0.01)	uptheta0(alpha=0.01)	downtheta0(alpha=0.05)	uptheta0(alpha=0.05)	downtheta0(alpha=0.1)	uptheta0(alpha=0.1)	downtheta1(alpha=0.01)	uptheta1(alpha=0.01)	downtheta1(alpha=0.05)	uptheta1(alpha=0.05)	downtheta1(alpha=0.1)	uptheta1(alpha=0.1)	IS_tau	IS_theta0	IS_theta1	IS_pvalue	IS_downtau(alpha=0.01)	IS_uptau(alpha=0.01)	IS_downtau(alpha=0.05)	IS_uptau(alpha=0.05)	IS_downtau(alpha=0.1)	IS_uptau(alpha=0.1)	IS_downtheta0(alpha=0.01)	IS_uptheta0(alpha=0.01)	IS_downtheta0(alpha=0.05)	IS_uptheta0(alpha=0.05)	IS_downtheta0(alpha=0.1)	IS_uptheta0(alpha=0.1)	IS_downtheta1(alpha=0.01)	IS_uptheta1(alpha=0.01)	IS_downtheta1(alpha=0.05)	IS_uptheta1(alpha=0.05)	IS_downtheta1(alpha=0.1)	IS_uptheta1(alpha=0.1)	MSH	SH	MASH	P	SHchanges	DH	HBC
2.902	0.000	99999.000	0.00000000	2.652	3.234	2.652	3.234	2.652	3.234	0.000	0.014	0.000	0.014	0.000	0.014	37.574	99999.000	37.574	99999.000	37.574	99999.000	4.238	0.007	99999.000	0.10000000	3.906	4.502	3.906	4.502	3.906	4.502	0.000	0.024	0.000	0.024	0.000	0.024	69.469	99999.000	69.469	99999.000	69.469	99999.000	0.124381	0.907014	0.854813	0.359548	0.849206	0.300440	0.287500
2.092	0.002	99999.000	0.00000000	1.818	2.506	1.818	2.506	1.818	2.506	0.000	0.009	0.000	0.009	0.000	0.009	17.096	99999.000	17.096	99999.000	17.096	99999.000	2.482	0.000	99999.000	0.00000000	2.197	2.803	2.197	2.803	2.197	2.803	0.000	0.011	0.000	0.011	0.000	0.011	23.961	99999.000	23.961	99999.000	23.961	99999.000	0.063672	0.824484	0.683463	0.445513	0.862745	0.240161	0.420290
1.955	0.000	28.814	1.00000000	1.473	2.826	1.473	2.826	1.473	2.826	0.000	0.947	0.000	0.947	0.000	0.947	3.732	99999.000	3.732	99999.000	3.732	99999.000	1.795	0.923	13.691	0.90000000	0.430	4.404	0.430	4.404	0.430	4.404	0.000	3.444	0.000	3.444	0.000	3.444	1.946	99999.000	1.946	99999.000	1.946	99999.000	0.049701	0.526095	0.430412	0.167986	0.767123	0.214405	0.320000
2.627	0.009	88.438	0.10000000	1.678	3.686	1.678	3.686	1.678	3.686	0.000	1.111	0.000	1.111	0.000	1.111	6.807	99999.000	6.807	99999.000	6.807	99999.000	3.326	0.019	99999.000	0.20000000	2.936	3.732	2.936	3.732	2.936	3.732	0.000	0.079	0.000	0.079	0.000	0.079	68.844	99999.000	68.844	99999.000	68.844	99999.000	0.095065	0.777412	0.564236	0.489201	0.779070	0.241882	0.274194
2.152	0.000	99999.000	0.10000000	1.686	2.293	1.686	2.293	1.686	2.293	0.000	0.009	0.000	0.009	0.000	0.009	99999.000	99999.000	99999.000	99999.000	99999.000	99999.000	2.660	0.016	99999.000	0.10000000	2.301	3.107	2.301	3.107	2.301	3.107	0.000	0.255	0.000	0.255	0.000	0.255	42.301	99999.000	42.301	99999.000	42.301	99999.000	0.062875	0.808575	0.697255	0.367702	0.835052	0.246889	0.373134
3.008	0.000	99999.000	0.10000000	2.400	3.139	2.400	3.139	2.400	3.139	0.000	0.283	0.000	0.283	0.000	0.283	55.719	99999.000	55.719	99999.000	55.719	99999.000	3.746	0.321	36.562	0.50000000	1.512	5.529	1.512	5.529	1.512	5.529	0.000	1.571	0.000	1.571	0.000	1.571	14.229	99999.000	14.229	99999.000	14.229	99999.000	0.091046	0.846520	0.792045	0.261956	0.828283	0.228526	0.303030
1.949	0.000	99999.000	0.00000000	1.646	2.275	1.646	2.275	1.646	2.275	0.000	0.014	0.000	0.014	0.000	0.014	30.602	99999.000	30.602	99999.000	30.602	99999.000	2.977	0.712	26.055	0.80000000	2.021	4.898	2.021	4.898	2.021	4.898	0.000	1.116	0.000	1.116	0.000	1.116	16.611	99999.000	16.611	99999.000	16.611	99999.000	0.100941	0.764317	0.627191	0.367817	0.872727	0.262397	0.369231
2.514	0.867	185.000	0.50000000	2.158	4.258	2.158	4.258	2.158	4.258	0.000	0.443	0.000	0.443	0.000	0.443	36.484	99999.000	36.484	99999.000	36.484	99999.000	4.217	0.636	32.539	1.00000000	3.268	8.436	3.268	8.436	3.268	8.436	0.000	1.853	0.000	1.853	0.000	1.853	17.969	99999.000	17.969	99999.000	17.969	99999.000	0.086058	0.825554	0.776108	0.220849	0.833333	0.251225	0.250000
3.291	0.002	99999.000	0.60000000	2.957	3.588	2.957	3.588	2.957	3.588	0.000	0.054	0.000	0.054	0.000	0.054	36.461	99999.000	36.461	99999.000	36.461	99999.000	4.094	0.009	165.625	0.90000000	3.102	4.693	3.102	4.693	3.102	4.693	0.000	0.397	0.000	0.397	0.000	0.397	161.875	99999.000	161.875	99999.000	161.875	99999.000	0.086200	0.885307	0.825032	0.344494	0.821138	0.196495	0.191781
4.223	0.000	1277.500	0.00000000	3.156	4.434	3.156	4.434	3.156	4.434	0.000	0.854	0.000	0.854	0.000	0.854	63.125	99999.000	63.125	99999.000	63.125	99999.000	5.791	0.042	46.895	0.80000000	3.369	6.680	3.369	6.680	3.369	6.680	0.000	3.943	0.000	3.943	0.000	3.943	26.602	99999.000	26.602	99999.000	26.602	99999.000	0.186199	0.901769	0.875698	0.209741	0.837838	0.248863	0.112676
3.188	0.000	99999.000	0.00000000	2.766	3.588	2.766	3.588	2.766	3.588	0.000	0.506	0.000	0.506	0.000	0.506	41.578	99999.000	41.578	99999.000	41.578	99999.000	3.920	0.000	99999.000	0.00000000	3.639	4.285	3.639	4.285	3.639	4.285	0.000	0.090	0.000	0.090	0.000	0.090	112.047	99999.000	112.047	99999.000	112.047	99999.000	0.075117	0.887865	0.765489	0.521833	0.800000	0.191908	0.245902
3.984	0.021	99999.000	0.00000000	2.783	4.174	2.783	4.174	2.783	4.174	0.000	0.735	0.000	0.735	0.000	0.735	88.844	99999.000	88.844	99999.000	88.844	99999.000	5.654	0.009	88.438	0.30000000	4.783	6.229	4.783	6.229	4.783	6.229	0.000	0.724	0.000	0.724	0.000	0.724	34.336	99999.000	34.336	99999.000	34.336	99999.000	0.186378	0.902977	0.867144	0.269710	0.858209	0.280878	0.160494
3.672	0.000	99999.000	0.00000000	3.168	4.170	3.168	4.170	3.168	4.170	0.000	0.111	0.000	0.111	0.000	0.111	35.250	99999.000	35.250	99999.000	35.250	99999.000	4.918	0.000	99999.000	0.10000000	4.146	5.189	4.146	5.189	4.146	5.189	0.000	0.599	0.000	0.599	0.000	0.599	93.219	99999.000	93.219	99999.000	93.219	99999.000	0.171168	0.919536	0.888728	0.276873	0.836364	0.279854	0.163934
3.693	0.014	653.750	0.10000000	2.881	4.131	2.881	4.131	2.881	4.131	0.000	1.216	0.000	1.216	0.000	1.216	132.656	99999.000	132.656	99999.000	132.656	99999.000	5.121	0.000	100.469	0.30000000	4.145	6.576	4.145	6.576	4.145	6.576	0.000	0.425	0.000	0.425	0.000	0.425	40.693	99999.000	40.693	99999.000	40.693	99999.000	0.132220	0.884235	0.828637	0.324445	0.844961	0.257460	0.179105
3.381	0.000	99999.000	0.00000000	2.748	3.742	2.748	3.742	2.748	3.742	0.000	0.076	0.000	0.076	0.000	0.076	39.078	99999.000	39.078	99999.000	39.078	99999.000	4.256	0.000	99999.000	0.00000000	4.008	4.643	4.008	4.643	4.008	4.643	0.000	0.327	0.000	0.327	0.000	0.327	48.062	99999.000	48.062	99999.000	48.062	99999.000	0.102799	0.880159	0.815018	0.352148	0.813559	0.210217	0.230769
3.123	0.007	99999.000	0.20000000	2.756	3.555	2.756	3.555	2.756	3.555	0.000	0.455	0.000	0.455	0.000	0.455	29.586	99999.000	29.586	99999.000	29.586	99999.000	3.830	0.840	72.031	0.70000000	2.699	5.861	2.699	5.861	2.699	5.861	0.000	1.886	0.000	1.886	0.000	1.886	29.062	99999.000	29.062	99999.000	29.062	99999.000	0.147877	0.862735	0.813930	0.262293	0.834783	0.291168	0.250000
3.402	0.011	187.500	0.20000000	2.203	3.727	2.203	3.727	2.203	3.727	0.000	1.062	0.000	1.062	0.000	1.062	39.297	99999.000	39.297	99999.000	39.297	99999.000	5.172	0.033	27.178	1.00000000	3.541	5.781	3.541	5.781	3.541	5.781	0.000	0.492	0.000	0.492	0.000	0.492	30.771	99999.000	30.771	99999.000	30.771	99999.000	0.141800	0.810569	0.733334	0.289634	0.859259	0.311599	0.232877
3.729	0.000	2205.000	0.00000000	3.211	3.994	3.211	3.994	3.211	3.994	0.000	0.708	0.000	0.708	0.000	0.708	61.875	99999.000	61.875	99999.000	61.875	99999.000	4.785	0.513	42.656	0.90000000	4.223	7.559	4.223	7.559	4.223	7.559	0.000	1.013	0.000	1.013	0.000	1.013	23.412	99999.000	23.412	99999.000	23.412	99999.000	0.144724	0.905844	0.831169	0.442309	0.844961	0.285422	0.240506
3.148	0.002	99999.000	0.00000000	2.473	3.541	2.473	3.541	2.473	3.541	0.000	0.585	0.000	0.585	0.000	0.585	42.281	99999.000	42.281	99999.000	42.281	99999.000	4.586	0.000	99999.000	0.20000000	4.078	5.025	4.078	5.025	4.078	5.025	0.000	0.037	0.000	0.037	0.000	0.037	38.062	99999.000	38.062	99999.000	38.062	99999.000	0.151595	0.922334	0.859362	0.447762	0.842105	0.324431	0.219178
3.299	0.000	99999.000	0.30000000	3.053	3.682	3.053	3.682	3.053	3.682	0.000	0.504	0.000	0.504	0.000	0.504	78.375	99999.000	78.375	99999.000	78.375	99999.000	4.217	0.207	34.727	1.00000000	3.568	6.014	3.568	6.014	3.568	6.014	0.000	0.642	0.000	0.642	0.000	0.642	14.434	99999.000	14.434	99999.000	14.434	99999.000	0.095758	0.790301	0.755725	0.141545	0.794643	0.215298	0.238095
4.230	0.014	197.031	0.50000000	3.506	4.465	3.506	4.465	3.506	4.465	0.000	1.155	0.000	1.155	0.000	1.155	46.445	99999.000	46.445	99999.000	46.445	99999.000	4.578	0.675	115.781	0.60000000	2.984	5.156	2.984	5.156	2.984	5.156	0.000	1.691	0.000	1.691	0.000	1.691	38.242	99999.000	38.242	99999.000	38.242	99999.000	0.125041	0.937153	0.896965	0.390042	0.825758	0.194394	0.153846
3.160	0.007	99999.000	0.90000000	2.543	3.275	2.543	3.275	2.543	3.275	0.000	0.019	0.000	0.019	0.000	0.019	56.734	99999.000	56.734	99999.000	56.734	99999.000	2.449	2.220	82.812	0.80000000	1.014	5.701	1.014	5.701	1.014	5.701	0.000	3.869	0.000	3.869	0.000	3.869	15.369	99999.000	15.369	99999.000	15.369	99999.000	0.132981	0.859677	0.831297	0.168223	0.853448	0.273278	0.236842
2.758	0.000	99999.000	0.00000000	2.262	3.201	2.262	3.201	2.262	3.201	0.000	0.025	0.000	0.025	0.000	0.025	20.094	99999.000	20.094	99999.000	20.094	99999.000	3.176	0.000	99999.000	0.00000000	2.707	3.281	2.707	3.281	2.707	3.281	0.000	0.306	0.000	0.306	0.000	0.306	61.812	99999.000	61.812	99999.000	61.812	99999.000	0.050267	0.833562	0.742818	0.352838	0.808081	0.136255	0.263889
3.736	0.000	99999.000	0.00000000	3.480	4.027	3.480	4.027	3.480	4.027	0.000	0.007	0.000	0.007	0.000	0.007	33229.000	99999.000	33229.000	99999.000	33229.000	99999.000	6.324	0.186	48.965	0.70000000	3.820	8.221	3.820	8.221	3.820	8.221	0.000	2.232	0.000	2.232	0.000	2.232	36.836	99999.000	36.836	99999.000	36.836	99999.000	0.269297	0.912405	0.880000	0.270044	0.834587	0.385428	0.189873
3.061	0.107	109.688	0.80000000	1.668	3.922	1.668	3.922	1.668	3.922	0.000	1.042	0.000	1.042	0.000	1.042	49.766	99999.000	49.766	99999.000	49.766	99999.000	3.951	0.109	37.871	1.00000000	2.201	5.393	2.201	5.393	2.201	5.393	0.000	0.009	0.000	0.009	0.000	0.009	32.363	99999.000	32.363	99999.000	32.363	99999.000	0.074786	0.816810	0.767442	0.212280	0.831933	0.186202	0.207792
2.771	0.000	99999.000	0.00000000	2.418	3.055	2.418	3.055	2.418	3.055	0.000	0.411	0.000	0.411	0.000	0.411	44.312	99999.000	44.312	99999.000	44.312	99999.000	4.049	0.000	48.594	0.10000000	3.285	5.197	3.285	5.197	3.285	5.197	0.000	1.276	0.000	1.276	0.000	1.276	21.636	99999.000	21.636	99999.000	21.636	99999.000	0.099102	0.850834	0.815834	0.190046	0.804878	0.195331	0.216216
3.184	0.000	99999.000	0.70000000	2.684	3.639	2.684	3.639	2.684	3.639	0.000	0.025	0.000	0.025	0.000	0.025	90.094	99999.000	90.094	99999.000	90.094	99999.000	5.275	0.051	51.660	0.80000000	4.086	5.934	4.086	5.934	4.086	5.934	0.000	0.751	0.000	0.751	0.000	0.751	48.828	99999.000	48.828	99999.000	48.828	99999.000	0.212659	0.884923	0.749068	0.541402	0.821138	0.370357	0.282051
2.688	0.000	99999.000	0.80000000	2.203	2.986	2.203	2.986	2.203	2.986	0.000	0.025	0.000	0.025	0.000	0.025	14.352	99999.000	14.352	99999.000	14.352	99999.000	3.311	0.000	99999.000	0.00000000	2.402	3.535	2.402	3.535	2.402	3.535	0.000	0.694	0.000	0.694	0.000	0.694	24.547	99999.000	24.547	99999.000	24.547	99999.000	0.108011	0.892685	0.740354	0.586686	0.841667	0.297179	0.350649
3.295	0.028	99999.000	0.10000000	3.092	3.652	3.092	3.652	3.092	3.652	0.000	0.214	0.000	0.214	0.000	0.214	36.578	99999.000	36.578	99999.000	36.578	99999.000	4.252	0.503	34.102	1.00000000	2.477	5.762	2.477	5.762	2.477	5.762	0.000	1.610	0.000	1.610	0.000	1.610	21.931	99999.000	21.931	99999.000	21.931	99999.000	0.116921	0.835526	0.802162	0.168647	0.849206	0.267183	0.226667
3.475	0.000	99999.000	0.30000000	3.334	3.869	3.334	3.869	3.334	3.869	0.000	0.037	0.000	0.037	0.000	0.037	821.500	99999.000	821.500	99999.000	821.500	99999.000	4.424	0.018	159.062	0.80000000	3.973	5.129	3.973	5.129	3.973	5.129	0.000	0.664	0.000	0.664	0.000	0.664	52.266	99999.000	52.266	99999.000	52.266	99999.000	0.080254	0.894275	0.807018	0.452151	0.821138	0.208106	0.240506
3.037	0.000	99999.000	0.00000000	2.721	3.404	2.721	3.404	2.721	3.404	0.000	0.338	0.000	0.338	0.000	0.338	11.422	99999.000	11.422	99999.000	11.422	99999.000	3.594	0.000	99999.000	0.20000000	3.449	3.842	3.449	3.842	3.449	3.842	0.000	0.360	0.000	0.360	0.000	0.360	84.312	99999.000	84.312	99999.000	84.312	99999.000	0.065250	0.881293	0.818938	0.344387	0.798165	0.168583	0.250000
3.826	0.000	99999.000	0.00000000	3.576	4.385	3.576	4.385	3.576	4.385	0.000	0.019	0.000	0.019	0.000	0.019	24.508	99999.000	24.508	99999.000	24.508	99999.000	5.576	0.004	99999.000	0.10000000	5.266	6.113	5.266	6.113	5.266	6.113	0.000	0.362	0.000	0.362	0.000	0.362	99.156	99999.000	99.156	99999.000	99.156	99999.000	0.167450	0.939962	0.898217	0.410134	0.849673	0.312131	0.192771
3.156	0.000	99999.000	0.50000000	2.645	4.186	2.645	4.186	2.645	4.186	0.000	0.352	0.000	0.352	0.000	0.352	65.406	99999.000	65.406	99999.000	65.406	99999.000	4.047	0.000	99999.000	0.00000000	3.008	4.299	3.008	4.299	3.008	4.299	0.000	0.397	0.000	0.397	0.000	0.397	48.844	99999.000	48.844	99999.000	48.844	99999.000	0.122759	0.879287	0.783265	0.443037	0.798246	0.232319	0.320000
3.207	0.000	99999.000	0.00000000	3.094	3.615	3.094	3.615	3.094	3.615	0.000	0.012	0.000	0.012	0.000	0.012	28.727	99999.000	28.727	99999.000	28.727	99999.000	4.086	0.035	88.750	1.00000000	2.467	4.514	2.467	4.514	2.467	4.514	0.000	1.455	0.000	1.455	0.000	1.455	29.062	99999.000	29.062	99999.000	29.062	99999.000	0.096675	0.830604	0.791710	0.186734	0.841121	0.219585	0.183333
3.986	0.002	99999.000	0.00000000	3.221	4.912	3.221	4.912	3.221	4.912	0.000	0.062	0.000	0.062	0.000	0.062	44.234	99999.000	44.234	99999.000	44.234	99999.000	5.734	0.004	99999.000	0.10000000	4.441	6.062	4.441	6.062	4.441	6.062	0.000	1.058	0.000	1.058	0.000	1.058	102.750	99999.000	102.750	99999.000	102.750	99999.000	0.192542	0.942982	0.918262	0.302438	0.868421	0.298934	0.154762
3.111	0.000	99999.000	0.00000000	2.734	3.465	2.734	3.465	2.734	3.465	0.000	0.054	0.000	0.054	0.000	0.054	24.000	99999.000	24.000	99999.000	24.000	99999.000	3.908	0.005	99999.000	0.00000000	3.365	4.145	3.365	4.145	3.365	4.145	0.000	0.004	0.000	0.004	0.000	0.004	37.594	99999.000	37.594	99999.000	37.594	99999.000	0.084634	0.894881	0.853290	0.283489	0.841667	0.211292	0.229730
3.125	0.000	99999.000	0.00000000	2.629	3.123	2.629	3.123	2.629	3.123	0.000	0.325	0.000	0.325	0.000	0.325	26.266	99999.000	26.266	99999.000	26.266	99999.000	4.244	0.005	99999.000	0.10000000	3.900	4.393	3.900	4.393	3.900	4.393	0.000	0.028	0.000	0.028	0.000	0.028	32.047	99999.000	32.047	99999.000	32.047	99999.000	0.129939	0.886414	0.771047	0.503891	0.843478	0.276141	0.283784
3.750	0.000	99999.000	0.00000000	3.291	4.359	3.291	4.359	3.291	4.359	0.000	0.046	0.000	0.046	0.000	0.046	41.656	99999.000	41.656	99999.000	41.656	99999.000	4.781	0.007	241.562	0.40000000	3.467	4.969	3.467	4.969	3.467	4.969	0.000	1.332	0.000	1.332	0.000	1.332	69.062	99999.000	69.062	99999.000	69.062	99999.000	0.150342	0.894609	0.872754	0.171755	0.810811	0.235210	0.140845
3.111	0.005	99999.000	0.20000000	2.609	3.461	2.609	3.461	2.609	3.461	0.000	0.348	0.000	0.348	0.000	0.348	37.125	99999.000	37.125	99999.000	37.125	99999.000	4.430	0.000	99999.000	0.00000000	3.299	4.801	3.299	4.801	3.299	4.801	0.000	0.636	0.000	0.636	0.000	0.636	609.000	99999.000	609.000	99999.000	609.000	99999.000	0.130617	0.945545	0.804681	0.721198	0.813954	0.301062	0.333333
3.887	0.005	99999.000	0.00000000	3.760	4.201	3.760	4.201	3.760	4.201	0.000	0.100	0.000	0.100	0.000	0.100	33.375	99999.000	33.375	99999.000	33.375	99999.000	5.139	0.000	99999.000	0.00000000	4.217	5.711	4.217	5.711	4.217	5.711	0.000	0.327	0.000	0.327	0.000	0.327	65.328	99999.000	65.328	99999.000	65.328	99999.000	0.131425	0.902068	0.868904	0.252973	0.816667	0.242753	0.197183
3.562	0.000	99999.000	0.20000000	2.613	3.932	2.613	3.932	2.613	3.932	0.000	0.677	0.000	0.677	0.000	0.677	16.363	99999.000	16.363	99999.000	16.363	99999.000	5.053	0.004	74.141	0.30000000	3.793	4.994	3.793	4.994	3.793	4.994	0.000	1.162	0.000	1.162	0.000	1.162	24.707	99999.000	24.707	99999.000	24.707	99999.000	0.146120	0.890457	0.853456	0.252491	0.834862	0.268442	0.285714
4.209	0.004	99999.000	0.00000000	3.504	4.400	3.504	4.400	3.504	4.400	0.000	0.323	0.000	0.323	0.000	0.323	38.453	99999.000	38.453	99999.000	38.453	99999.000	6.191	0.000	71.797	0.50000000	3.652	7.168	3.652	7.168	3.652	7.168	0.000	2.159	0.000	2.159	0.000	2.159	26.680	99999.000	26.680	99999.000	26.680	99999.000	0.219750	0.877332	0.848502	0.190300	0.824561	0.297728	0.133333
3.678	0.000	99999.000	0.00000000	3.109	3.830	3.109	3.830	3.109	3.830	0.000	0.512	0.000	0.512	0.000	0.512	30.445	99999.000	30.445	99999.000	30.445	99999.000	4.863	0.012	99999.000	0.50000000	4.605	5.186	4.605	5.186	4.605	5.186	0.000	0.016	0.000	0.016	0.000	0.016	40.250	99999.000	40.250	99999.000	40.250	99999.000	0.173353	0.932111	0.904799	0.286885	0.846154	0.271763	0.243243
3.660	0.000	99999.000	0.00000000	3.355	4.154	3.355	4.154	3.355	4.154	0.000	0.046	0.000	0.046	0.000	0.046	20.758	99999.000	20.758	99999.000	20.758	99999.000	4.881	0.000	99999.000	0.00000000	4.408	5.129	4.408	5.129	4.408	5.129	0.000	0.074	0.000	0.074	0.000	0.074	62.125	99999.000	62.125	99999.000	62.125	99999.000	0.136175	0.919979	0.869495	0.386832	0.809917	0.237948	0.200000
3.945	0.000	99999.000	0.00000000	3.695	4.170	3.695	4.170	3.695	4.170	0.000	0.009	0.000	0.009	0.000	0.009	72.516	99999.000	72.516	99999.000	72.516	99999.000	5.547	0.000	99999.000	0.00000000	5.127	5.885	5.127	5.885	5.127	5.885	0.000	0.040	0.000	0.040	0.000	0.040	98.844	99999.000	98.844	99999.000	98.844	99999.000	0.158596	0.916016	0.874713	0.329669	0.809524	0.283516	0.151515
2.908	0.000	99999.000	0.00000000	2.598	3.176	2.598	3.176	2.598	3.176	0.000	0.011	0.000	0.011	0.000	0.011	43.688	99999.000	43.688	99999.000	43.688	99999.000	3.656	0.000	99999.000	0.20000000	3.568	4.199	3.568	4.199	3.568	4.199	0.000	0.009	0.000	0.009	0.000	0.009	38.297	99999.000	38.297	99999.000	38.297	99999.000	0.083646	0.897545	0.844184	0.342465	0.818966	0.206099	0.280000
3.963	0.012	99999.000	0.30000000	3.381	4.824	3.381	4.824	3.381	4.824	0.000	0.086	0.000	0.086	0.000	0.086	38.297	99999.000	38.297	99999.000	38.297	99999.000	5.250	0.063	82.871	0.90000000	3.863	5.799	3.863	5.799	3.863	5.799	0.000	1.902	0.000	1.902	0.000	1.902	25.449	99999.000	25.449	99999.000	25.449	99999.000	0.153059	0.910081	0.857766	0.367815	0.833333	0.236441	0.212500
3.818	0.003	99999.000	0.40000000	3.014	4.207	3.014	4.207	3.014	4.207	0.000	0.257	0.000	0.257	0.000	0.257	68.453	99999.000	68.453	99999.000	68.453	99999.000	4.338	0.578	198.125	0.50000000	2.943	5.615	2.943	5.615	2.943	5.615	0.000	4.366	0.000	4.366	0.000	4.366	45.234	99999.000	45.234	99999.000	45.234	99999.000	0.121706	0.879040	0.845250	0.218355	0.817460	0.234918	0.126761
3.289	0.002	99999.000	0.30000000	2.906	3.570	2.906	3.570	2.906	3.570	0.000	0.011	0.000	0.011	0.000	0.011	1431.500	99999.000	1431.500	99999.000	1431.500	99999.000	3.693	0.000	99999.000	0.00000000	3.197	4.256	3.197	4.256	3.197	4.256	0.000	0.404	0.000	0.404	0.000	0.404	63.453	99999.000	63.453	99999.000	63.453	99999.000	0.130815	0.904947	0.829373	0.442922	0.819820	0.288300	0.313433
3.188	0.035	44.531	0.20000000	2.094	4.352	2.094	4.352	2.094	4.352	0.000	0.657	0.000	0.657	0.000	0.657	26.289	99999.000	26.289	99999.000	26.289	99999.000	4.248	0.083	26.688	0.90000000	1.076	5.111	1.076	5.111	1.076	5.111	0.000	0.735	0.000	0.735	0.000	0.735	19.257	99999.000	19.257	99999.000	19.257	99999.000	0.103920	0.774233	0.699796	0.247956	0.808081	0.249245	0.265625
3.105	0.000	99999.000	0.10000000	2.680	3.404	2.680	3.404	2.680	3.404	0.000	0.116	0.000	0.116	0.000	0.116	58.297	99999.000	58.297	99999.000	58.297	99999.000	4.182	0.002	99999.000	0.00000000	3.209	4.297	3.209	4.297	3.209	4.297	0.000	0.761	0.000	0.761	0.000	0.761	116.344	99999.000	116.344	99999.000	116.344	99999.000	0.135370	0.917144	0.842221	0.474859	0.837607	0.256491	0.294872
3.320	0.002	99999.000	0.00000000	2.678	4.135	2.678	4.135	2.678	4.135	0.000	0.496	0.000	0.496	0.000	0.496	69.781	99999.000	69.781	99999.000	69.781	99999.000	4.752	0.782	97.500	1.00000000	4.133	6.088	4.133	6.088	4.133	6.088	0.000	0.856	0.000	0.856	0.000	0.856	49.648	99999.000	49.648	99999.000	49.648	99999.000	0.221870	0.923368	0.870316	0.409089	0.842105	0.384407	0.208333
3.410	0.000	99999.000	0.20000000	2.768	3.938	2.768	3.938	2.768	3.938	0.000	0.009	0.000	0.009	0.000	0.009	25.016	99999.000	25.016	99999.000	25.016	99999.000	5.141	0.005	154.219	0.40000000	3.215	5.691	3.215	5.691	3.215	5.691	0.000	1.633	0.000	1.633	0.000	1.633	64.453	99999.000	64.453	99999.000	64.453	99999.000	0.171292	0.906776	0.865848	0.305088	0.849206	0.309630	0.200000
3.059	0.000	99999.000	0.00000000	2.785	3.424	2.785	3.424	2.785	3.424	0.000	0.025	0.000	0.025	0.000	0.025	43.785	99999.000	43.785	99999.000	43.785	99999.000	4.047	0.000	99999.000	0.50000000	3.617	4.471	3.617	4.471	3.617	4.471	0.000	0.221	0.000	0.221	0.000	0.221	121.656	99999.000	121.656	99999.000	121.656	99999.000	0.111646	0.893783	0.796624	0.477730	0.854701	0.274017	0.282051
2.664	0.000	1028.750	0.80000000	1.520	2.912	1.520	2.912	1.520	2.912	0.000	1.048	0.000	1.048	0.000	1.048	38.281	99999.000	38.281	99999.000	38.281	99999.000	2.275	1.290	79.531	0.70000000	0.266	8.150	0.266	8.150	0.266	8.150	0.000	5.036	0.000	5.036	0.000	5.036	8.696	99999.000	8.696	99999.000	8.696	99999.000	0.077193	0.798733	0.731879	0.249345	0.836364	0.217555	0.313433
4.041	0.000	99999.000	0.30000000	3.607	4.898	3.607	4.898	3.607	4.898	0.000	0.671	0.000	0.671	0.000	0.671	50.250	99999.000	50.250	99999.000	50.250	99999.000	5.334	0.053	172.031	0.90000000	4.459	5.846	4.459	5.846	4.459	5.846	0.000	0.605	0.000	0.605	0.000	0.605	103.809	99999.000	103.809	99999.000	103.809	99999.000	0.138786	0.926802	0.881123	0.384259	0.847826	0.243723	0.170732
3.365	0.000	99999.000	0.00000000	2.992	3.740	2.992	3.740	2.992	3.740	0.000	0.014	0.000	0.014	0.000	0.014	60.445	99999.000	60.445	99999.000	60.445	99999.000	4.680	0.012	99999.000	0.10000000	4.178	5.004	4.178	5.004	4.178	5.004	0.000	0.062	0.000	0.062	0.000	0.062	100.641	99999.000	100.641	99999.000	100.641	99999.000	0.103289	0.894301	0.803215	0.462871	0.822034	0.266791	0.246575
3.648	0.000	99999.000	0.10000000	3.146	4.039	3.146	4.039	3.146	4.039	0.000	0.005	0.000	0.005	0.000	0.005	44.234	99999.000	44.234	99999.000	44.234	99999.000	5.059	0.004	93.906	0.40000000	2.027	6.135	2.027	6.135	2.027	6.135	0.000	3.224	0.000	3.224	0.000	3.224	35.801	99999.000	35.801	99999.000	35.801	99999.000	0.142915	0.837603	0.820697	0.094287	0.781250	0.268023	0.125000
3.201	0.000	99999.000	0.10000000	2.701	3.576	2.701	3.576	2.701	3.576	0.000	0.047	0.000	0.047	0.000	0.047	94.938	99999.000	94.938	99999.000	94.938	99999.000	3.730	0.879	34.199	1.00000000	1.709	6.041	1.709	6.041	1.709	6.041	0.000	1.248	0.000	1.248	0.000	1.248	11.279	99999.000	11.279	99999.000	11.279	99999.000	0.127604	0.817994	0.757877	0.248289	0.834711	0.281606	0.214286
1.422	0.000	99999.000	0.00000000	1.141	2.057	1.141	2.057	1.141	2.057	0.000	0.021	0.000	0.021	0.000	0.021	6.148	99999.000	6.148	99999.000	6.148	99999.000	1.766	2.368	29.922	0.70000000	1.246	13.383	1.246	13.383	1.246	13.383	0.000	1.308	0.000	1.308	0.000	1.308	10.708	99999.000	10.708	99999.000	10.708	99999.000	0.057966	0.697767	0.652017	0.131469	0.812500	0.173184	0.230769
