tau	theta0	theta1	pvalue	downtau(alpha=0.01)	uptau(alpha=0.01)	downtau(alpha=0.05)	uptau(alpha=0.05)	downtau(alpha=0.1)	uptau(alpha=0.1)	downtheta0(alpha=0.01)	uptheta0(alpha=0.01)	downtheta0(alpha=0.05)	uptheta0(alpha=0.05)	downtheta0(alpha=0.1)	uptheta0(alpha=0.1)	downtheta1(alpha=0.01)	uptheta1(alpha=0.01)	downtheta1(alpha=0.05)	uptheta1(alpha=0.05)	downtheta1(alpha=0.1)	uptheta1(alpha=0.1)	IS_tau	IS_theta0	IS_theta1	IS_pvalue	IS_downtau(alpha=0.01)	IS_uptau(alpha=0.01)	IS_downtau(alpha=0.05)	IS_uptau(alpha=0.05)	IS_downtau(alpha=0.1)	IS_uptau(alpha=0.1)	IS_downtheta0(alpha=0.01)	IS_uptheta0(alpha=0.01)	IS_downtheta0(alpha=0.05)	IS_uptheta0(alpha=0.05)	IS_downtheta0(alpha=0.1)	IS_uptheta0(alpha=0.1)	IS_downtheta1(alpha=0.01)	IS_uptheta1(alpha=0.01)	IS_downtheta1(alpha=0.05)	IS_uptheta1(alpha=0.05)	IS_downtheta1(alpha=0.1)	IS_uptheta1(alpha=0.1)	MSH	SH	MASH	P	SHchanges	DH	HBC
3.799	0.000	99999.000	0.00000000	3.549	4.104	3.549	4.104	3.549	4.104	0.000	0.047	0.000	0.047	0.000	0.047	46.188	99999.000	46.188	99999.000	46.188	99999.000	6.477	0.002	189.297	0.20000000	5.145	6.406	5.145	6.406	5.145	6.406	0.000	1.192	0.000	1.192	0.000	1.192	95.000	99999.000	95.000	99999.000	95.000	99999.000	0.248309	0.861179	0.824324	0.209790	0.819672	0.385398	0.140845
5.061	0.016	77.158	0.90000000	3.953	6.008	3.953	6.008	3.953	6.008	0.000	0.158	0.000	0.158	0.000	0.158	89.424	99999.000	89.424	99999.000	89.424	99999.000	6.922	0.564	40.664	0.90000000	5.055	9.547	5.055	9.547	5.055	9.547	0.000	0.468	0.000	0.468	0.000	0.468	29.570	99999.000	29.570	99999.000	29.570	99999.000	0.207329	0.905604	0.872566	0.259254	0.842105	0.287654	0.166667
4.924	0.004	99999.000	0.30000000	4.268	5.014	4.268	5.014	4.268	5.014	0.000	0.359	0.000	0.359	0.000	0.359	117.594	99999.000	117.594	99999.000	117.594	99999.000	8.043	0.007	570.625	0.10000000	7.092	8.283	7.092	8.283	7.092	8.283	0.000	0.594	0.000	0.594	0.000	0.594	125.469	99999.000	125.469	99999.000	125.469	99999.000	0.339467	0.913958	0.891650	0.205885	0.865385	0.377762	0.149425
4.430	0.000	1332.500	0.00000000	3.455	4.719	3.455	4.719	3.455	4.719	0.000	1.071	0.000	1.071	0.000	1.071	130.938	99999.000	130.938	99999.000	130.938	99999.000	6.516	0.000	80.781	0.40000000	3.908	7.566	3.908	7.566	3.908	7.566	0.000	1.758	0.000	1.758	0.000	1.758	47.275	99999.000	47.275	99999.000	47.275	99999.000	0.220667	0.867915	0.855594	0.085320	0.832061	0.295852	0.138889
4.166	0.000	99999.000	0.00000000	3.479	4.297	3.479	4.297	3.479	4.297	0.000	0.014	0.000	0.014	0.000	0.014	51.188	99999.000	51.188	99999.000	51.188	99999.000	6.562	0.000	616.250	0.20000000	5.857	6.742	5.857	6.742	5.857	6.742	0.000	0.199	0.000	0.199	0.000	0.199	129.688	99999.000	129.688	99999.000	129.688	99999.000	0.260337	0.938336	0.915870	0.267046	0.873239	0.377760	0.130952
5.666	0.005	99999.000	0.20000000	4.529	5.936	4.529	5.936	4.529	5.936	0.000	0.773	0.000	0.773	0.000	0.773	286.500	99999.000	286.500	99999.000	286.500	99999.000	9.719	0.000	358.750	0.10000000	7.629	10.482	7.629	10.482	7.629	10.482	0.000	1.635	0.000	1.635	0.000	1.635	94.141	99999.000	94.141	99999.000	94.141	99999.000	0.356234	0.903834	0.894096	0.091954	0.853333	0.388409	0.075949
5.799	0.004	99999.000	0.00000000	5.254	6.193	5.254	6.193	5.254	6.193	0.000	0.656	0.000	0.656	0.000	0.656	78.375	99999.000	78.375	99999.000	78.375	99999.000	8.270	0.000	99999.000	0.00000000	7.863	8.463	7.863	8.463	7.863	8.463	0.000	0.098	0.000	0.098	0.000	0.098	114.312	99999.000	114.312	99999.000	114.312	99999.000	0.277267	0.892229	0.834311	0.349560	0.823944	0.307656	0.115385
4.877	0.005	99999.000	0.00000000	3.615	5.311	3.615	5.311	3.615	5.311	0.000	1.109	0.000	1.109	0.000	1.109	53.062	99999.000	53.062	99999.000	53.062	99999.000	8.541	0.000	99999.000	0.00000000	7.822	8.699	7.822	8.699	7.822	8.699	0.000	0.028	0.000	0.028	0.000	0.028	419.000	99999.000	419.000	99999.000	419.000	99999.000	0.359361	0.876951	0.855942	0.145836	0.834437	0.411593	0.164384
4.055	0.000	99999.000	0.00000000	3.803	4.277	3.803	4.277	3.803	4.277	0.000	0.171	0.000	0.171	0.000	0.171	34.000	99999.000	34.000	99999.000	34.000	99999.000	5.297	0.000	303.750	0.00000000	4.555	5.717	4.555	5.717	4.555	5.717	0.000	0.689	0.000	0.689	0.000	0.689	84.258	99999.000	84.258	99999.000	84.258	99999.000	0.276690	0.890940	0.781320	0.501279	0.861111	0.414671	0.177215
4.773	0.019	127.031	0.50000000	3.744	5.742	3.744	5.742	3.744	5.742	0.000	0.051	0.000	0.051	0.000	0.051	37.969	99999.000	37.969	99999.000	37.969	99999.000	8.393	0.000	2725.000	0.00000000	7.498	9.133	7.498	9.133	7.498	9.133	0.000	0.227	0.000	0.227	0.000	0.227	167.188	99999.000	167.188	99999.000	167.188	99999.000	0.342136	0.902244	0.881010	0.178452	0.795620	0.412091	0.111111
4.289	0.000	99999.000	0.20000000	3.785	4.492	3.785	4.492	3.785	4.492	0.000	0.113	0.000	0.113	0.000	0.113	40.250	99999.000	40.250	99999.000	40.250	99999.000	7.443	0.000	99999.000	0.20000000	6.287	7.775	6.287	7.775	6.287	7.775	0.000	0.417	0.000	0.417	0.000	0.417	320.875	99999.000	320.875	99999.000	320.875	99999.000	0.301372	0.896363	0.852727	0.296294	0.858209	0.415362	0.150000
4.408	0.009	99999.000	0.50000000	3.115	4.508	3.115	4.508	3.115	4.508	0.000	0.631	0.000	0.631	0.000	0.631	129.781	99999.000	129.781	99999.000	129.781	99999.000	7.369	0.260	55.332	0.70000000	5.395	8.674	5.395	8.674	5.395	8.674	0.000	3.333	0.000	3.333	0.000	3.333	42.754	99999.000	42.754	99999.000	42.754	99999.000	0.299789	0.942607	0.910020	0.362162	0.844595	0.383903	0.151163
4.859	0.000	99999.000	0.00000000	3.906	5.148	3.906	5.148	3.906	5.148	0.000	0.457	0.000	0.457	0.000	0.457	57.047	99999.000	57.047	99999.000	57.047	99999.000	7.754	0.012	242.578	0.10000000	6.109	8.449	6.109	8.449	6.109	8.449	0.000	1.751	0.000	1.751	0.000	1.751	101.641	99999.000	101.641	99999.000	101.641	99999.000	0.312480	0.886379	0.849682	0.244130	0.835714	0.375274	0.179487
4.570	0.002	99999.000	0.00000000	4.078	5.039	4.078	5.039	4.078	5.039	0.000	0.146	0.000	0.146	0.000	0.146	122.438	99999.000	122.438	99999.000	122.438	99999.000	7.775	0.005	99999.000	0.00000000	7.078	8.172	7.078	8.172	7.078	8.172	0.000	0.098	0.000	0.098	0.000	0.098	157.750	99999.000	157.750	99999.000	157.750	99999.000	0.287012	0.935236	0.902305	0.337079	0.874251	0.408017	0.154762
4.094	0.037	150.156	0.70000000	2.873	5.129	2.873	5.129	2.873	5.129	0.000	1.114	0.000	1.114	0.000	1.114	48.047	99999.000	48.047	99999.000	48.047	99999.000	6.418	0.002	160.625	0.20000000	5.184	7.184	5.184	7.184	5.184	7.184	0.000	1.459	0.000	1.459	0.000	1.459	53.906	99999.000	53.906	99999.000	53.906	99999.000	0.246194	0.874276	0.832194	0.250781	0.838028	0.355739	0.104478
4.455	0.007	99999.000	0.00000000	4.199	4.814	4.199	4.814	4.199	4.814	0.000	0.021	0.000	0.021	0.000	0.021	52.359	99999.000	52.359	99999.000	52.359	99999.000	6.422	0.000	99999.000	0.00000000	5.953	6.602	5.953	6.602	5.953	6.602	0.000	0.007	0.000	0.007	0.000	0.007	89.469	99999.000	89.469	99999.000	89.469	99999.000	0.222555	0.854154	0.827692	0.153572	0.798246	0.309987	0.121212
4.387	0.000	99999.000	0.00000000	3.891	4.529	3.891	4.529	3.891	4.529	0.000	0.028	0.000	0.028	0.000	0.028	90.562	99999.000	90.562	99999.000	90.562	99999.000	6.287	0.023	203.359	0.60000000	4.990	6.578	4.990	6.578	4.990	6.578	0.000	1.324	0.000	1.324	0.000	1.324	72.109	99999.000	72.109	99999.000	72.109	99999.000	0.275011	0.923814	0.898587	0.248754	0.860140	0.330057	0.090909
4.934	0.063	98.750	0.70000000	3.918	7.250	3.918	7.250	3.918	7.250	0.000	0.063	0.000	0.063	0.000	0.063	87.188	99999.000	87.188	99999.000	87.188	99999.000	7.887	0.316	44.727	0.90000000	4.445	9.000	4.445	9.000	4.445	9.000	0.000	3.778	0.000	3.778	0.000	3.778	45.117	99999.000	45.117	99999.000	45.117	99999.000	0.324699	0.896008	0.868901	0.206769	0.838235	0.352215	0.123288
4.373	0.000	99999.000	0.00000000	3.873	4.586	3.873	4.586	3.873	4.586	0.000	0.023	0.000	0.023	0.000	0.023	98.531	99999.000	98.531	99999.000	98.531	99999.000	6.279	0.000	163.438	0.30000000	4.387	7.375	4.387	7.375	4.387	7.375	0.000	0.861	0.000	0.861	0.000	0.861	53.018	99999.000	53.018	99999.000	53.018	99999.000	0.194684	0.886309	0.864881	0.158587	0.804511	0.297714	0.112676
4.330	0.000	99999.000	0.00000000	4.025	4.627	4.025	4.627	4.025	4.627	0.000	0.557	0.000	0.557	0.000	0.557	150.250	99999.000	150.250	99999.000	150.250	99999.000	7.627	0.179	84.971	0.30000000	4.438	9.143	4.438	9.143	4.438	9.143	0.000	3.083	0.000	3.083	0.000	3.083	50.635	99999.000	50.635	99999.000	50.635	99999.000	0.326400	0.889519	0.878753	0.088788	0.826087	0.383391	0.073529
4.789	0.002	99999.000	0.00000000	4.143	5.234	4.143	5.234	4.143	5.234	0.000	0.654	0.000	0.654	0.000	0.654	423.375	99999.000	423.375	99999.000	423.375	99999.000	8.900	0.000	60.156	0.70000000	4.244	9.615	4.244	9.615	4.244	9.615	0.000	4.899	0.000	4.899	0.000	4.899	36.992	99999.000	36.992	99999.000	36.992	99999.000	0.362483	0.864328	0.845029	0.124530	0.858974	0.453463	0.095890
5.816	0.000	675.000	0.30000000	4.639	6.453	4.639	6.453	4.639	6.453	0.000	1.768	0.000	1.768	0.000	1.768	71.719	99999.000	71.719	99999.000	71.719	99999.000	9.254	0.011	117.100	0.10000000	6.826	11.555	6.826	11.555	6.826	11.555	0.000	1.401	0.000	1.401	0.000	1.401	68.389	99999.000	68.389	99999.000	68.389	99999.000	0.342740	0.866496	0.835884	0.186530	0.842105	0.354159	0.075949
4.496	0.000	99999.000	0.10000000	3.965	5.168	3.965	5.168	3.965	5.168	0.000	0.025	0.000	0.025	0.000	0.025	62.906	99999.000	62.906	99999.000	62.906	99999.000	6.312	0.000	99999.000	0.00000000	5.984	6.723	5.984	6.723	5.984	6.723	0.000	0.042	0.000	0.042	0.000	0.042	61.891	99999.000	61.891	99999.000	61.891	99999.000	0.214641	0.914863	0.888889	0.233763	0.857143	0.295751	0.105263
4.047	0.000	99999.000	0.20000000	3.363	4.326	3.363	4.326	3.363	4.326	0.000	0.007	0.000	0.007	0.000	0.007	17.750	99999.000	17.750	99999.000	17.750	99999.000	5.766	1.056	130.469	0.80000000	5.057	8.520	5.057	8.520	5.057	8.520	0.000	1.176	0.000	1.176	0.000	1.176	73.984	99999.000	73.984	99999.000	73.984	99999.000	0.240987	0.938489	0.900703	0.380533	0.851613	0.397291	0.164557
4.023	0.000	99999.000	0.00000000	3.633	4.471	3.633	4.471	3.633	4.471	0.000	0.664	0.000	0.664	0.000	0.664	61.344	99999.000	61.344	99999.000	61.344	99999.000	8.309	0.012	93.555	0.70000000	6.371	9.484	6.371	9.484	6.371	9.484	0.000	1.563	0.000	1.563	0.000	1.563	59.727	99999.000	59.727	99999.000	59.727	99999.000	0.376494	0.905567	0.880219	0.211618	0.840580	0.392896	0.126761
4.684	0.016	99999.000	0.80000000	4.281	5.133	4.281	5.133	4.281	5.133	0.000	0.009	0.000	0.009	0.000	0.009	85.250	99999.000	85.250	99999.000	85.250	99999.000	6.922	0.014	99999.000	0.40000000	6.221	7.191	6.221	7.191	6.221	7.191	0.000	0.141	0.000	0.141	0.000	0.141	89.000	99999.000	89.000	99999.000	89.000	99999.000	0.276214	0.922700	0.898748	0.236562	0.842466	0.321261	0.102564
5.340	0.005	70.703	0.30000000	3.809	5.219	3.809	5.219	3.809	5.219	0.000	2.166	0.000	2.166	0.000	2.166	48.438	99999.000	48.438	99999.000	48.438	99999.000	7.953	0.026	585.000	0.00000000	6.170	8.074	6.170	8.074	6.170	8.074	0.000	0.710	0.000	0.710	0.000	0.710	248.750	99999.000	248.750	99999.000	248.750	99999.000	0.296918	0.845928	0.808510	0.195404	0.816000	0.326195	0.074627
4.607	0.118	70.469	1.00000000	2.514	5.170	2.514	5.170	2.514	5.170	0.000	2.085	0.000	2.085	0.000	2.085	33.984	99999.000	33.984	99999.000	33.984	99999.000	8.119	0.011	61.992	0.90000000	6.625	9.588	6.625	9.588	6.625	9.588	0.000	1.060	0.000	1.060	0.000	1.060	42.461	99999.000	42.461	99999.000	42.461	99999.000	0.283542	0.942293	0.912471	0.340709	0.829787	0.391706	0.131579
4.521	0.046	255.312	0.40000000	3.305	4.434	3.305	4.434	3.305	4.434	0.000	1.635	0.000	1.635	0.000	1.635	47.812	99999.000	47.812	99999.000	47.812	99999.000	7.938	0.000	4115.000	0.00000000	6.578	8.359	6.578	8.359	6.578	8.359	0.000	0.988	0.000	0.988	0.000	0.988	301.875	99999.000	301.875	99999.000	301.875	99999.000	0.310559	0.937733	0.921959	0.202127	0.820988	0.392949	0.086420
3.902	0.000	99999.000	0.10000000	3.633	4.158	3.633	4.158	3.633	4.158	0.000	0.016	0.000	0.016	0.000	0.016	26.695	99999.000	26.695	99999.000	26.695	99999.000	6.557	0.004	99999.000	0.00000000	5.670	7.029	5.670	7.029	5.670	7.029	0.000	0.652	0.000	0.652	0.000	0.652	119.625	99999.000	119.625	99999.000	119.625	99999.000	0.274341	0.919059	0.862588	0.410957	0.838710	0.394682	0.178082
5.443	0.000	257.500	0.20000000	4.049	5.646	4.049	5.646	4.049	5.646	0.000	1.615	0.000	1.615	0.000	1.615	119.844	99999.000	119.844	99999.000	119.844	99999.000	8.029	1.336	58.906	1.00000000	7.572	11.520	7.572	11.520	7.572	11.520	0.000	0.011	0.000	0.011	0.000	0.011	70.195	567.656	70.195	567.656	70.195	567.656	0.385080	0.913277	0.873804	0.312794	0.831325	0.393875	0.100000
3.945	0.002	99999.000	0.00000000	3.602	4.350	3.602	4.350	3.602	4.350	0.000	0.042	0.000	0.042	0.000	0.042	43.609	99999.000	43.609	99999.000	43.609	99999.000	6.922	0.000	620.625	0.10000000	5.838	7.363	5.838	7.363	5.838	7.363	0.000	0.037	0.000	0.037	0.000	0.037	99999.000	99999.000	99999.000	99999.000	99999.000	99999.000	0.267161	0.917370	0.857660	0.419493	0.845070	0.403530	0.188235
4.838	0.000	99999.000	0.40000000	3.674	5.141	3.674	5.141	3.674	5.141	0.000	0.745	0.000	0.745	0.000	0.745	116.500	99999.000	116.500	99999.000	116.500	99999.000	7.055	0.000	99999.000	0.00000000	6.773	7.707	6.773	7.707	6.773	7.707	0.000	0.083	0.000	0.083	0.000	0.083	81.500	99999.000	81.500	99999.000	81.500	99999.000	0.251886	0.905543	0.888574	0.152286	0.870968	0.312873	0.125000
4.145	0.014	498.750	0.10000000	3.016	4.807	3.016	4.807	3.016	4.807	0.000	0.963	0.000	0.963	0.000	0.963	128.359	99999.000	128.359	99999.000	128.359	99999.000	7.254	0.011	55.664	0.80000000	4.402	8.420	4.402	8.420	4.402	8.420	0.000	3.305	0.000	3.305	0.000	3.305	28.438	99999.000	28.438	99999.000	28.438	99999.000	0.265817	0.918299	0.880077	0.318722	0.829457	0.403545	0.226667
4.887	0.000	99999.000	0.10000000	4.574	5.225	4.574	5.225	4.574	5.225	0.000	0.012	0.000	0.012	0.000	0.012	128.531	99999.000	128.531	99999.000	128.531	99999.000	7.477	0.000	275.625	0.00000000	5.992	8.502	5.992	8.502	5.992	8.502	0.000	1.218	0.000	1.218	0.000	1.218	168.633	99999.000	168.633	99999.000	168.633	99999.000	0.264679	0.935133	0.899621	0.353777	0.834587	0.337911	0.125000
4.225	0.218	80.156	0.50000000	3.424	5.068	3.424	5.068	3.424	5.068	0.000	0.747	0.000	0.747	0.000	0.747	29.805	99999.000	29.805	99999.000	29.805	99999.000	4.967	1.594	91.406	0.70000000	4.412	7.012	4.412	7.012	4.412	7.012	0.000	3.306	0.000	3.306	0.000	3.306	32.188	99999.000	32.188	99999.000	32.188	99999.000	0.241644	0.920686	0.856377	0.447762	0.840580	0.320882	0.186667
4.564	0.000	1367.500	0.20000000	3.770	4.914	3.770	4.914	3.770	4.914	0.000	0.603	0.000	0.603	0.000	0.603	108.125	99999.000	108.125	99999.000	108.125	99999.000	6.975	0.127	43.857	0.60000000	3.336	8.893	3.336	8.893	3.336	8.893	0.000	1.566	0.000	1.566	0.000	1.566	42.939	99999.000	42.939	99999.000	42.939	99999.000	0.261327	0.937669	0.911021	0.299493	0.856164	0.318321	0.150000
4.447	0.053	99999.000	0.30000000	4.051	4.812	4.051	4.812	4.051	4.812	0.000	0.062	0.000	0.062	0.000	0.062	68.141	99999.000	68.141	99999.000	68.141	99999.000	5.891	0.000	96.094	0.40000000	5.035	6.729	5.035	6.729	5.035	6.729	0.000	1.420	0.000	1.420	0.000	1.420	71.367	99999.000	71.367	99999.000	71.367	99999.000	0.214818	0.923849	0.898465	0.250001	0.836735	0.274289	0.146341
4.416	0.002	99999.000	0.00000000	3.912	4.969	3.912	4.969	3.912	4.969	0.000	0.021	0.000	0.021	0.000	0.021	59.000	99999.000	59.000	99999.000	59.000	99999.000	6.471	0.000	99999.000	0.00000000	5.818	6.615	5.818	6.615	5.818	6.615	0.000	0.028	0.000	0.028	0.000	0.028	163.688	99999.000	163.688	99999.000	163.688	99999.000	0.266592	0.912088	0.866562	0.341177	0.834646	0.331306	0.162162
5.463	0.000	99999.000	0.00000000	4.686	6.025	4.686	6.025	4.686	6.025	0.000	1.127	0.000	1.127	0.000	1.127	182.438	99999.000	182.438	99999.000	182.438	99999.000	8.182	0.002	99999.000	0.00000000	7.281	8.395	7.281	8.395	7.281	8.395	0.000	0.410	0.000	0.410	0.000	0.410	87.438	99999.000	87.438	99999.000	87.438	99999.000	0.264436	0.855366	0.832461	0.136719	0.838028	0.327622	0.097222
4.064	0.000	99999.000	0.10000000	3.744	4.307	3.744	4.307	3.744	4.307	0.000	0.039	0.000	0.039	0.000	0.039	209.000	99999.000	209.000	99999.000	209.000	99999.000	4.367	1.921	99999.000	0.40000000	3.643	7.496	3.643	7.496	3.643	7.496	0.000	9.947	0.000	9.947	0.000	9.947	25.680	99999.000	25.680	99999.000	25.680	99999.000	0.260951	0.916516	0.837838	0.485183	0.811024	0.369563	0.225000
5.506	0.005	56.445	0.40000000	3.732	6.805	3.732	6.805	3.732	6.805	0.000	1.461	0.000	1.461	0.000	1.461	37.666	99999.000	37.666	99999.000	37.666	99999.000	8.418	0.005	62.363	0.60000000	4.582	10.123	4.582	10.123	4.582	10.123	0.000	2.667	0.000	2.667	0.000	2.667	46.367	99999.000	46.367	99999.000	46.367	99999.000	0.312745	0.864084	0.826761	0.215445	0.834395	0.340798	0.121622
4.182	0.012	99999.000	0.40000000	3.186	4.316	3.186	4.316	3.186	4.316	0.000	0.582	0.000	0.582	0.000	0.582	41.656	99999.000	41.656	99999.000	41.656	99999.000	6.566	0.000	35.195	0.80000000	4.582	8.676	4.582	8.676	4.582	8.676	0.000	2.053	0.000	2.053	0.000	2.053	22.031	99999.000	22.031	99999.000	22.031	99999.000	0.241723	0.884218	0.833907	0.302906	0.856209	0.356819	0.187500
4.879	0.009	104.844	0.30000000	3.232	5.506	3.232	5.506	3.232	5.506	0.000	0.838	0.000	0.838	0.000	0.838	57.891	99999.000	57.891	99999.000	57.891	99999.000	7.174	0.005	159.062	0.70000000	4.602	7.365	4.602	7.365	4.602	7.365	0.000	2.036	0.000	2.036	0.000	2.036	52.656	99999.000	52.656	99999.000	52.656	99999.000	0.301834	0.907080	0.875000	0.256639	0.802920	0.328497	0.205128
4.869	0.000	386.250	0.20000000	3.768	5.834	3.768	5.834	3.768	5.834	0.000	0.659	0.000	0.659	0.000	0.659	71.953	99999.000	71.953	99999.000	71.953	99999.000	8.061	0.000	47.578	0.50000000	4.389	8.682	4.389	8.682	4.389	8.682	0.000	5.024	0.000	5.024	0.000	5.024	27.422	292.578	27.422	292.578	27.422	292.578	0.306400	0.925052	0.911950	0.148810	0.830065	0.364727	0.098765
5.021	0.000	365.625	0.30000000	4.490	5.127	4.490	5.127	4.490	5.127	0.000	0.976	0.000	0.976	0.000	0.976	52.793	99999.000	52.793	99999.000	52.793	99999.000	9.441	0.000	866.250	0.00000000	8.162	10.797	8.162	10.797	8.162	10.797	0.000	1.223	0.000	1.223	0.000	1.223	216.797	99999.000	216.797	99999.000	216.797	99999.000	0.341538	0.884429	0.872824	0.091253	0.837037	0.443186	0.101449
4.959	0.000	99999.000	0.10000000	4.730	5.490	4.730	5.490	4.730	5.490	0.000	0.009	0.000	0.009	0.000	0.009	48.922	99999.000	48.922	99999.000	48.922	99999.000	6.916	0.000	200.938	0.10000000	5.316	7.660	5.316	7.660	5.316	7.660	0.000	1.519	0.000	1.519	0.000	1.519	89.531	99999.000	89.531	99999.000	89.531	99999.000	0.218888	0.925164	0.905033	0.211980	0.829787	0.277029	0.135802
4.758	0.155	254.062	0.50000000	3.141	5.311	3.141	5.311	3.141	5.311	0.000	1.264	0.000	1.264	0.000	1.264	62.578	99999.000	62.578	99999.000	62.578	99999.000	6.773	0.033	53.760	0.80000000	5.758	7.748	5.758	7.748	5.758	7.748	0.000	0.796	0.000	0.796	0.000	0.796	33.330	99999.000	33.330	99999.000	33.330	99999.000	0.220478	0.905156	0.897451	0.075140	0.800000	0.240762	0.054054
4.178	0.000	99999.000	0.00000000	3.930	4.375	3.930	4.375	3.930	4.375	0.000	0.009	0.000	0.009	0.000	0.009	78.844	99999.000	78.844	99999.000	78.844	99999.000	6.117	0.011	256.875	0.10000000	4.805	6.605	4.805	6.605	4.805	6.605	0.000	1.079	0.000	1.079	0.000	1.079	41.172	99999.000	41.172	99999.000	41.172	99999.000	0.232552	0.910326	0.881522	0.243117	0.807143	0.296030	0.135802
4.084	0.000	99999.000	0.00000000	3.525	4.514	3.525	4.514	3.525	4.514	0.000	0.026	0.000	0.026	0.000	0.026	20.875	99999.000	20.875	99999.000	20.875	99999.000	5.844	0.000	99999.000	0.00000000	5.414	6.133	5.414	6.133	5.414	6.133	0.000	0.025	0.000	0.025	0.000	0.025	54.000	99999.000	54.000	99999.000	54.000	99999.000	0.201877	0.891727	0.868962	0.173732	0.830645	0.301801	0.144737
2.906	2.879	236.250	0.70000000	1.225	6.430	1.225	6.430	1.225	6.430	0.000	8.381	0.000	8.381	0.000	8.381	17.837	99999.000	17.837	99999.000	17.837	99999.000	6.523	1.933	30.317	0.80000000	4.369	10.564	4.369	10.564	4.369	10.564	0.000	5.328	0.000	5.328	0.000	5.328	23.562	99999.000	23.562	99999.000	23.562	99999.000	0.247981	0.880131	0.862616	0.127490	0.800000	0.260286	0.074627
4.496	0.004	167.969	0.20000000	3.348	4.844	3.348	4.844	3.348	4.844	0.000	1.136	0.000	1.136	0.000	1.136	36.797	99999.000	36.797	99999.000	36.797	99999.000	5.963	1.475	54.922	0.80000000	2.572	9.422	2.572	9.422	2.572	9.422	0.000	4.020	0.000	4.020	0.000	4.020	21.060	99999.000	21.060	99999.000	21.060	99999.000	0.267180	0.899634	0.859905	0.283584	0.830769	0.361900	0.135135
5.607	0.000	99999.000	0.10000000	5.072	5.992	5.072	5.992	5.072	5.992	0.000	0.425	0.000	0.425	0.000	0.425	136.188	99999.000	136.188	99999.000	136.188	99999.000	8.531	0.004	99999.000	0.00000000	7.527	9.090	7.527	9.090	7.527	9.090	0.000	0.128	0.000	0.128	0.000	0.128	112.281	99999.000	112.281	99999.000	112.281	99999.000	0.359925	0.915638	0.903292	0.127661	0.840237	0.346053	0.077778
4.996	0.000	99999.000	0.00000000	3.740	5.436	3.740	5.436	3.740	5.436	0.000	0.960	0.000	0.960	0.000	0.960	97.594	99999.000	97.594	99999.000	97.594	99999.000	7.705	1.190	57.812	0.90000000	4.811	9.111	4.811	9.111	4.811	9.111	0.004	2.923	0.004	2.923	0.004	2.923	46.602	99999.000	46.602	99999.000	46.602	99999.000	0.356857	0.878322	0.863637	0.107690	0.841060	0.398296	0.081081
4.316	0.002	99999.000	0.00000000	3.951	5.184	3.951	5.184	3.951	5.184	0.000	0.025	0.000	0.025	0.000	0.025	61.812	99999.000	61.812	99999.000	61.812	99999.000	5.836	0.000	99999.000	0.00000000	5.379	6.393	5.379	6.393	5.379	6.393	0.000	0.037	0.000	0.037	0.000	0.037	54.469	99999.000	54.469	99999.000	54.469	99999.000	0.278625	0.918547	0.890479	0.256281	0.834437	0.364913	0.148649
3.938	0.000	99999.000	0.00000000	3.557	4.172	3.557	4.172	3.557	4.172	0.000	0.037	0.000	0.037	0.000	0.037	25.328	99999.000	25.328	99999.000	25.328	99999.000	7.814	0.350	46.367	1.00000000	5.963	8.898	5.963	8.898	5.963	8.898	0.000	1.670	0.000	1.670	0.000	1.670	23.550	99999.000	23.550	99999.000	23.550	99999.000	0.278280	0.910328	0.884507	0.223576	0.810127	0.357483	0.131579
5.271	0.000	99999.000	0.00000000	4.773	5.496	4.773	5.496	4.773	5.496	0.000	0.037	0.000	0.037	0.000	0.037	262.750	99999.000	262.750	99999.000	262.750	99999.000	8.428	0.012	126.816	0.40000000	6.666	8.859	6.666	8.859	6.666	8.859	0.000	1.835	0.000	1.835	0.000	1.835	56.914	99999.000	56.914	99999.000	56.914	99999.000	0.336341	0.890269	0.864044	0.192896	0.853333	0.358844	0.131579
3.922	1.503	77.812	0.60000000	2.775	5.338	2.775	5.338	2.775	5.338	0.000	2.203	0.000	2.203	0.000	2.203	29.141	99999.000	29.141	99999.000	29.141	99999.000	10.428	0.005	31.575	1.00000000	7.990	15.250	7.990	15.250	7.990	15.250	0.000	0.654	0.000	0.654	0.000	0.654	22.629	166.887	22.629	166.887	22.629	166.887	0.313970	0.899448	0.882281	0.145834	0.814103	0.406979	0.118421
4.820	0.018	270.625	0.00000000	3.678	5.176	3.678	5.176	3.678	5.176	0.000	1.385	0.000	1.385	0.000	1.385	136.250	99999.000	136.250	99999.000	136.250	99999.000	8.547	0.004	194.375	0.20000000	6.117	8.969	6.117	8.969	6.117	8.969	0.000	2.264	0.000	2.264	0.000	2.264	160.781	99999.000	160.781	99999.000	160.781	99999.000	0.320023	0.838848	0.785540	0.248571	0.843750	0.435772	0.149254
4.004	0.478	105.938	0.90000000	3.781	5.639	3.781	5.639	3.781	5.639	0.000	0.172	0.000	0.172	0.000	0.172	34.414	99999.000	34.414	99999.000	34.414	99999.000	5.543	2.262	41.958	0.80000000	3.049	10.730	3.049	10.730	3.049	10.730	0.000	3.338	0.000	3.338	0.000	3.338	24.572	99999.000	24.572	99999.000	24.572	99999.000	0.268235	0.894549	0.874172	0.161942	0.823944	0.368801	0.135135
