tau	theta0	theta1	pvalue	downtau(alpha=0.01)	uptau(alpha=0.01)	downtau(alpha=0.05)	uptau(alpha=0.05)	downtau(alpha=0.1)	uptau(alpha=0.1)	downtheta0(alpha=0.01)	uptheta0(alpha=0.01)	downtheta0(alpha=0.05)	uptheta0(alpha=0.05)	downtheta0(alpha=0.1)	uptheta0(alpha=0.1)	downtheta1(alpha=0.01)	uptheta1(alpha=0.01)	downtheta1(alpha=0.05)	uptheta1(alpha=0.05)	downtheta1(alpha=0.1)	uptheta1(alpha=0.1)	IS_tau	IS_theta0	IS_theta1	IS_pvalue	IS_downtau(alpha=0.01)	IS_uptau(alpha=0.01)	IS_downtau(alpha=0.05)	IS_uptau(alpha=0.05)	IS_downtau(alpha=0.1)	IS_uptau(alpha=0.1)	IS_downtheta0(alpha=0.01)	IS_uptheta0(alpha=0.01)	IS_downtheta0(alpha=0.05)	IS_uptheta0(alpha=0.05)	IS_downtheta0(alpha=0.1)	IS_uptheta0(alpha=0.1)	IS_downtheta1(alpha=0.01)	IS_uptheta1(alpha=0.01)	IS_downtheta1(alpha=0.05)	IS_uptheta1(alpha=0.05)	IS_downtheta1(alpha=0.1)	IS_uptheta1(alpha=0.1)	MSH	SH	MASH	P	SHchanges	DH	HBC
2.945	0.000	99999.000	0.00000000	2.559	3.314	2.559	3.314	2.559	3.314	0.000	0.123	0.000	0.123	0.000	0.123	111.031	99999.000	111.031	99999.000	111.031	99999.000	3.594	0.021	99999.000	0.10000000	3.312	4.135	3.312	4.135	3.312	4.135	0.000	0.011	0.000	0.011	0.000	0.011	20.875	99999.000	20.875	99999.000	20.875	99999.000	0.078570	0.888846	0.815259	0.398324	0.849558	0.192046	0.376623
2.438	0.000	99999.000	0.00000000	2.328	2.572	2.328	2.572	2.328	2.572	0.000	0.021	0.000	0.021	0.000	0.021	13.238	99999.000	13.238	99999.000	13.238	99999.000	3.082	0.004	99999.000	0.10000000	2.658	3.287	2.658	3.287	2.658	3.287	0.000	0.733	0.000	0.733	0.000	0.733	42.828	99999.000	42.828	99999.000	42.828	99999.000	0.069436	0.835694	0.717523	0.418338	0.821782	0.226253	0.426667
2.498	0.000	99999.000	0.70000000	2.031	2.725	2.031	2.725	2.031	2.725	0.000	0.014	0.000	0.014	0.000	0.014	13.941	99999.000	13.941	99999.000	13.941	99999.000	2.416	0.629	52.637	1.00000000	2.105	5.730	2.105	5.730	2.105	5.730	0.000	0.381	0.000	0.381	0.000	0.381	14.501	99999.000	14.501	99999.000	14.501	99999.000	0.049352	0.735625	0.703641	0.107923	0.774194	0.149563	0.250000
2.902	0.000	99999.000	0.60000000	2.699	3.336	2.699	3.336	2.699	3.336	0.000	0.023	0.000	0.023	0.000	0.023	37.867	99999.000	37.867	99999.000	37.867	99999.000	3.447	0.329	99999.000	0.40000000	3.443	4.201	3.443	4.201	3.443	4.201	0.000	0.105	0.000	0.105	0.000	0.105	54.078	99999.000	54.078	99999.000	54.078	99999.000	0.098137	0.876223	0.774951	0.449998	0.791667	0.227635	0.304348
3.322	0.007	99999.000	0.20000000	3.070	3.537	3.070	3.537	3.070	3.537	0.000	0.016	0.000	0.016	0.000	0.016	98.688	99999.000	98.688	99999.000	98.688	99999.000	4.441	0.000	99999.000	0.40000000	4.207	4.926	4.207	4.926	4.207	4.926	0.000	0.025	0.000	0.025	0.000	0.025	65.094	99999.000	65.094	99999.000	65.094	99999.000	0.116743	0.874525	0.761543	0.473804	0.827273	0.245509	0.275362
2.246	0.000	99999.000	0.00000000	1.996	2.686	1.996	2.686	1.996	2.686	0.000	0.009	0.000	0.009	0.000	0.009	59.938	99999.000	59.938	99999.000	59.938	99999.000	2.434	0.000	99999.000	0.10000000	2.152	2.701	2.152	2.701	2.152	2.701	0.000	0.181	0.000	0.181	0.000	0.181	10.777	99999.000	10.777	99999.000	10.777	99999.000	0.026726	0.743119	0.693510	0.161862	0.833333	0.108453	0.380952
2.109	0.000	99999.000	0.50000000	1.904	2.488	1.904	2.488	1.904	2.488	0.000	0.023	0.000	0.023	0.000	0.023	99999.000	99999.000	99999.000	99999.000	99999.000	99999.000	2.176	0.155	99999.000	0.60000000	1.861	2.438	1.861	2.438	1.861	2.438	0.000	0.132	0.000	0.132	0.000	0.132	24.195	99999.000	24.195	99999.000	24.195	99999.000	0.029890	0.688160	0.629543	0.158228	0.794521	0.113575	0.383333
2.734	0.000	99999.000	0.30000000	2.277	2.898	2.277	2.898	2.277	2.898	0.000	0.014	0.000	0.014	0.000	0.014	46.344	99999.000	46.344	99999.000	46.344	99999.000	3.395	0.012	73.750	0.80000000	2.080	4.738	2.080	4.738	2.080	4.738	0.000	0.976	0.000	0.976	0.000	0.976	36.377	99999.000	36.377	99999.000	36.377	99999.000	0.069695	0.800765	0.743741	0.222525	0.841584	0.185438	0.298507
1.908	0.021	19.048	0.40000000	0.609	2.096	0.609	2.096	0.609	2.096	0.000	0.796	0.000	0.796	0.000	0.796	3.278	99999.000	3.278	99999.000	3.278	99999.000	1.906	0.401	14.648	0.50000000	1.428	3.000	1.428	3.000	1.428	3.000	0.000	0.151	0.000	0.151	0.000	0.151	2.646	99999.000	2.646	99999.000	2.646	99999.000	0.036113	0.593675	0.510302	0.170254	0.815217	0.169835	0.278689
2.402	0.002	99999.000	0.00000000	2.254	3.539	2.254	3.539	2.254	3.539	0.000	0.019	0.000	0.019	0.000	0.019	38.688	99999.000	38.688	99999.000	38.688	99999.000	2.812	0.000	99999.000	0.10000000	2.398	3.002	2.398	3.002	2.398	3.002	0.000	0.515	0.000	0.515	0.000	0.515	65.406	99999.000	65.406	99999.000	65.406	99999.000	0.045126	0.793241	0.691849	0.329032	0.827957	0.166412	0.333333
2.398	0.000	99999.000	0.30000000	2.152	2.625	2.152	2.625	2.152	2.625	0.000	0.438	0.000	0.438	0.000	0.438	36.578	99999.000	36.578	99999.000	36.578	99999.000	3.344	0.007	99999.000	0.30000000	3.094	3.795	3.094	3.795	3.094	3.795	0.000	0.000	0.000	0.000	0.000	0.000	27.633	99999.000	27.633	99999.000	27.633	99999.000	0.095935	0.852439	0.730972	0.451502	0.833333	0.268779	0.322581
1.896	0.000	99999.000	0.10000000	1.412	1.963	1.412	1.963	1.412	1.963	0.000	0.148	0.000	0.148	0.000	0.148	7.916	99999.000	7.916	99999.000	7.916	99999.000	1.873	0.543	45.391	0.60000000	1.904	2.961	1.904	2.961	1.904	2.961	0.000	0.264	0.000	0.264	0.000	0.264	10.635	99999.000	10.635	99999.000	10.635	99999.000	0.037897	0.604541	0.562598	0.095891	0.802632	0.209548	0.363636
1.859	0.000	99999.000	0.70000000	1.631	2.281	1.631	2.281	1.631	2.281	0.000	0.047	0.000	0.047	0.000	0.047	19.742	99999.000	19.742	99999.000	19.742	99999.000	2.840	0.000	13.033	0.80000000	1.850	3.775	1.850	3.775	1.850	3.775	0.000	0.728	0.000	0.728	0.000	0.728	9.498	99999.000	9.498	99999.000	9.498	99999.000	0.081156	0.628379	0.493243	0.266667	0.838710	0.287167	0.446154
2.611	0.000	99999.000	0.30000000	2.109	3.023	2.109	3.023	2.109	3.023	0.000	0.422	0.000	0.422	0.000	0.422	28.414	99999.000	28.414	99999.000	28.414	99999.000	3.469	0.000	99999.000	0.00000000	3.223	3.947	3.223	3.947	3.223	3.947	0.000	0.538	0.000	0.538	0.000	0.538	47.984	99999.000	47.984	99999.000	47.984	99999.000	0.090074	0.842375	0.676634	0.512550	0.815217	0.247964	0.393939
2.877	0.000	99999.000	0.00000000	1.848	3.279	1.848	3.279	1.848	3.279	0.000	0.540	0.000	0.540	0.000	0.540	25.367	99999.000	25.367	99999.000	25.367	99999.000	3.322	0.005	99999.000	0.50000000	3.070	3.777	3.070	3.777	3.070	3.777	0.000	0.023	0.000	0.023	0.000	0.023	36.148	99999.000	36.148	99999.000	36.148	99999.000	0.062533	0.852178	0.800670	0.258405	0.811881	0.150956	0.329268
2.596	0.000	99999.000	0.20000000	2.314	3.113	2.314	3.113	2.314	3.113	0.000	0.030	0.000	0.030	0.000	0.030	23.062	99999.000	23.062	99999.000	23.062	99999.000	3.156	0.000	3580.000	0.70000000	2.592	3.471	2.592	3.471	2.592	3.471	0.000	0.652	0.000	0.652	0.000	0.652	29.189	99999.000	29.189	99999.000	29.189	99999.000	0.067831	0.826612	0.786916	0.186290	0.847826	0.172122	0.292308
2.902	0.000	99999.000	0.00000000	2.656	3.488	2.656	3.488	2.656	3.488	0.000	0.014	0.000	0.014	0.000	0.014	17.535	99999.000	17.535	99999.000	17.535	99999.000	4.238	0.007	99999.000	0.40000000	3.570	4.520	3.570	4.520	3.570	4.520	0.000	0.561	0.000	0.561	0.000	0.561	53.219	99999.000	53.219	99999.000	53.219	99999.000	0.124381	0.907014	0.854813	0.359548	0.849206	0.300440	0.287500
2.092	0.002	99999.000	0.00000000	1.818	2.395	1.818	2.395	1.818	2.395	0.000	0.012	0.000	0.012	0.000	0.012	83.219	99999.000	83.219	99999.000	83.219	99999.000	2.482	0.000	99999.000	0.00000000	2.143	2.795	2.143	2.795	2.143	2.795	0.000	0.332	0.000	0.332	0.000	0.332	21.852	99999.000	21.852	99999.000	21.852	99999.000	0.063672	0.824484	0.683463	0.445513	0.862745	0.240161	0.420290
1.955	0.000	28.814	0.80000000	0.881	3.432	0.881	3.432	0.881	3.432	0.000	0.446	0.000	0.446	0.000	0.446	16.373	99999.000	16.373	99999.000	16.373	99999.000	1.795	0.923	13.691	0.80000000	0.934	4.418	0.934	4.418	0.934	4.418	0.000	0.898	0.000	0.898	0.000	0.898	10.098	99999.000	10.098	99999.000	10.098	99999.000	0.049701	0.526095	0.430412	0.167986	0.767123	0.214405	0.320000
2.627	0.009	88.438	0.30000000	2.111	2.705	2.111	2.705	2.111	2.705	0.000	0.060	0.000	0.060	0.000	0.060	54.844	99999.000	54.844	99999.000	54.844	99999.000	3.326	0.019	99999.000	0.10000000	2.971	3.947	2.971	3.947	2.971	3.947	0.000	0.011	0.000	0.011	0.000	0.011	54.391	99999.000	54.391	99999.000	54.391	99999.000	0.095065	0.777412	0.564236	0.489201	0.779070	0.241882	0.274194
2.152	0.000	99999.000	0.00000000	1.725	2.592	1.725	2.592	1.725	2.592	0.000	0.316	0.000	0.316	0.000	0.316	14.703	99999.000	14.703	99999.000	14.703	99999.000	2.660	0.016	99999.000	0.00000000	2.402	3.041	2.402	3.041	2.402	3.041	0.000	0.019	0.000	0.019	0.000	0.019	31.383	99999.000	31.383	99999.000	31.383	99999.000	0.062875	0.808575	0.697255	0.367702	0.835052	0.246889	0.373134
3.008	0.000	99999.000	0.30000000	2.506	3.352	2.506	3.352	2.506	3.352	0.000	0.044	0.000	0.044	0.000	0.044	25.914	99999.000	25.914	99999.000	25.914	99999.000	3.746	0.321	36.562	0.60000000	2.291	4.992	2.291	4.992	2.291	4.992	0.000	1.107	0.000	1.107	0.000	1.107	36.875	99999.000	36.875	99999.000	36.875	99999.000	0.091046	0.846520	0.792045	0.261956	0.828283	0.228526	0.303030
1.949	0.000	99999.000	0.00000000	1.547	2.480	1.547	2.480	1.547	2.480	0.000	0.153	0.000	0.153	0.000	0.153	33.336	99999.000	33.336	99999.000	33.336	99999.000	2.977	0.712	26.055	0.60000000	2.482	5.086	2.482	5.086	2.482	5.086	0.000	0.828	0.000	0.828	0.000	0.828	14.355	99999.000	14.355	99999.000	14.355	99999.000	0.100941	0.764317	0.627191	0.367817	0.872727	0.262397	0.369231
2.514	0.867	185.000	0.40000000	1.670	3.307	1.670	3.307	1.670	3.307	0.000	0.865	0.000	0.865	0.000	0.865	65.938	99999.000	65.938	99999.000	65.938	99999.000	4.217	0.636	32.539	1.00000000	2.459	6.520	2.459	6.520	2.459	6.520	0.000	0.803	0.000	0.803	0.000	0.803	17.458	99999.000	17.458	99999.000	17.458	99999.000	0.086058	0.825554	0.776108	0.220849	0.833333	0.251225	0.250000
3.291	0.002	99999.000	0.40000000	2.928	3.475	2.928	3.475	2.928	3.475	0.000	0.162	0.000	0.162	0.000	0.162	30.172	99999.000	30.172	99999.000	30.172	99999.000	4.094	0.009	165.625	0.80000000	2.650	4.547	2.650	4.547	2.650	4.547	0.000	1.090	0.000	1.090	0.000	1.090	57.266	99999.000	57.266	99999.000	57.266	99999.000	0.086201	0.885307	0.825032	0.344494	0.821138	0.196495	0.191781
4.223	0.000	1277.500	0.00000000	3.061	4.416	3.061	4.416	3.061	4.416	0.000	1.366	0.000	1.366	0.000	1.366	101.250	99999.000	101.250	99999.000	101.250	99999.000	5.791	0.042	46.895	0.90000000	3.670	6.541	3.670	6.541	3.670	6.541	0.000	2.863	0.000	2.863	0.000	2.863	51.738	99999.000	51.738	99999.000	51.738	99999.000	0.186199	0.901769	0.875698	0.209741	0.837838	0.248863	0.112676
3.188	0.000	99999.000	0.10000000	2.926	3.561	2.926	3.561	2.926	3.561	0.000	0.032	0.000	0.032	0.000	0.032	201.500	99999.000	201.500	99999.000	201.500	99999.000	3.920	0.000	99999.000	0.00000000	3.420	4.295	3.420	4.295	3.420	4.295	0.000	0.026	0.000	0.026	0.000	0.026	56.812	99999.000	56.812	99999.000	56.812	99999.000	0.075117	0.887865	0.765489	0.521833	0.800000	0.191908	0.245902
3.984	0.021	99999.000	0.00000000	3.906	4.314	3.906	4.314	3.906	4.314	0.000	0.004	0.000	0.004	0.000	0.004	48.375	99999.000	48.375	99999.000	48.375	99999.000	5.654	0.009	88.438	0.10000000	3.994	6.934	3.994	6.934	3.994	6.934	0.000	1.383	0.000	1.383	0.000	1.383	58.516	99999.000	58.516	99999.000	58.516	99999.000	0.186378	0.902977	0.867144	0.269710	0.858209	0.280878	0.160494
3.672	0.000	99999.000	0.00000000	2.996	4.023	2.996	4.023	2.996	4.023	0.000	0.367	0.000	0.367	0.000	0.367	51.109	99999.000	51.109	99999.000	51.109	99999.000	4.918	0.000	99999.000	0.00000000	4.340	5.127	4.340	5.127	4.340	5.127	0.000	0.028	0.000	0.028	0.000	0.028	55.797	99999.000	55.797	99999.000	55.797	99999.000	0.171168	0.919536	0.888728	0.276873	0.836364	0.279854	0.163934
3.693	0.014	653.750	0.30000000	2.537	4.438	2.537	4.438	2.537	4.438	0.000	0.315	0.000	0.315	0.000	0.315	94.844	99999.000	94.844	99999.000	94.844	99999.000	5.121	0.000	100.469	0.20000000	3.980	5.406	3.980	5.406	3.980	5.406	0.000	1.433	0.000	1.433	0.000	1.433	42.812	99999.000	42.812	99999.000	42.812	99999.000	0.132220	0.884235	0.828637	0.324445	0.844961	0.257460	0.179105
3.381	0.000	99999.000	0.00000000	3.088	3.930	3.088	3.930	3.088	3.930	0.000	0.011	0.000	0.011	0.000	0.011	18.316	99999.000	18.316	99999.000	18.316	99999.000	4.256	0.000	99999.000	0.00000000	3.904	4.695	3.904	4.695	3.904	4.695	0.000	0.076	0.000	0.076	0.000	0.076	80.406	99999.000	80.406	99999.000	80.406	99999.000	0.102799	0.880159	0.815018	0.352148	0.813559	0.210217	0.230769
3.123	0.007	99999.000	0.20000000	2.615	3.287	2.615	3.287	2.615	3.287	0.000	0.163	0.000	0.163	0.000	0.163	434.625	99999.000	434.625	99999.000	434.625	99999.000	3.830	0.840	72.031	0.60000000	3.172	5.336	3.172	5.336	3.172	5.336	0.000	0.763	0.000	0.763	0.000	0.763	10.831	99999.000	10.831	99999.000	10.831	99999.000	0.147877	0.862735	0.813930	0.262293	0.834783	0.291168	0.250000
3.402	0.011	187.500	0.10000000	2.418	3.617	2.418	3.617	2.418	3.617	0.000	1.194	0.000	1.194	0.000	1.194	30.273	99999.000	30.273	99999.000	30.273	99999.000	5.172	0.033	27.178	1.00000000	2.867	6.230	2.867	6.230	2.867	6.230	0.000	1.172	0.000	1.172	0.000	1.172	22.939	99999.000	22.939	99999.000	22.939	99999.000	0.141800	0.810569	0.733334	0.289634	0.859259	0.311599	0.232877
3.729	0.000	2205.000	0.00000000	3.529	4.236	3.529	4.236	3.529	4.236	0.000	0.334	0.000	0.334	0.000	0.334	99999.000	99999.000	99999.000	99999.000	99999.000	99999.000	4.785	0.513	42.656	0.90000000	2.787	7.553	2.787	7.553	2.787	7.553	0.000	2.475	0.000	2.475	0.000	2.475	21.945	99999.000	21.945	99999.000	21.945	99999.000	0.144724	0.905844	0.831169	0.442309	0.844961	0.285422	0.240506
3.148	0.002	99999.000	0.00000000	2.857	3.543	2.857	3.543	2.857	3.543	0.000	0.030	0.000	0.030	0.000	0.030	28.570	99999.000	28.570	99999.000	28.570	99999.000	4.586	0.000	99999.000	0.10000000	4.334	4.664	4.334	4.664	4.334	4.664	0.000	0.000	0.000	0.000	0.000	0.000	72.516	99999.000	72.516	99999.000	72.516	99999.000	0.151595	0.922334	0.859362	0.447762	0.842105	0.324431	0.219178
3.299	0.000	99999.000	0.10000000	3.051	3.719	3.051	3.719	3.051	3.719	0.000	0.019	0.000	0.019	0.000	0.019	28.531	99999.000	28.531	99999.000	28.531	99999.000	4.217	0.207	34.727	0.90000000	2.328	5.592	2.328	5.592	2.328	5.592	0.000	1.116	0.000	1.116	0.000	1.116	35.117	99999.000	35.117	99999.000	35.117	99999.000	0.095758	0.790301	0.755725	0.141545	0.794643	0.215298	0.238095
4.230	0.014	197.031	0.40000000	2.738	4.734	2.738	4.734	2.738	4.734	0.000	0.735	0.000	0.735	0.000	0.735	55.186	99999.000	55.186	99999.000	55.186	99999.000	4.578	0.675	115.781	0.60000000	4.275	5.598	4.275	5.598	4.275	5.598	0.000	1.494	0.000	1.494	0.000	1.494	56.504	99999.000	56.504	99999.000	56.504	99999.000	0.125041	0.937153	0.896965	0.390042	0.825758	0.194394	0.153846
3.160	0.007	99999.000	1.00000000	2.889	4.100	2.889	4.100	2.889	4.100	0.000	0.042	0.000	0.042	0.000	0.042	38.219	99999.000	38.219	99999.000	38.219	99999.000	2.449	2.220	82.812	0.70000000	1.451	13.301	1.451	13.301	1.451	13.301	0.000	5.665	0.000	5.665	0.000	5.665	16.833	99999.000	16.833	99999.000	16.833	99999.000	0.132981	0.859677	0.831297	0.168223	0.853448	0.273278	0.236842
2.758	0.000	99999.000	0.00000000	2.508	3.348	2.508	3.348	2.508	3.348	0.000	0.035	0.000	0.035	0.000	0.035	21.422	99999.000	21.422	99999.000	21.422	99999.000	3.176	0.000	99999.000	0.00000000	2.605	3.475	2.605	3.475	2.605	3.475	0.000	0.185	0.000	0.185	0.000	0.185	36.969	99999.000	36.969	99999.000	36.969	99999.000	0.050266	0.833562	0.742818	0.352838	0.808081	0.136255	0.263889
3.736	0.000	99999.000	0.00000000	3.387	4.094	3.387	4.094	3.387	4.094	0.000	0.190	0.000	0.190	0.000	0.190	55.797	99999.000	55.797	99999.000	55.797	99999.000	6.324	0.186	48.965	0.90000000	5.691	6.801	5.691	6.801	5.691	6.801	0.000	0.026	0.000	0.026	0.000	0.026	39.980	99999.000	39.980	99999.000	39.980	99999.000	0.269297	0.912405	0.880000	0.270044	0.834587	0.385428	0.189873
3.061	0.107	109.688	0.70000000	2.465	4.285	2.465	4.285	2.465	4.285	0.000	0.677	0.000	0.677	0.000	0.677	33.936	99999.000	33.936	99999.000	33.936	99999.000	3.951	0.109	37.871	0.90000000	2.619	5.186	2.619	5.186	2.619	5.186	0.000	1.169	0.000	1.169	0.000	1.169	14.824	99999.000	14.824	99999.000	14.824	99999.000	0.074786	0.816810	0.767442	0.212280	0.831933	0.186202	0.207792
2.771	0.000	99999.000	0.00000000	2.350	3.211	2.350	3.211	2.350	3.211	0.000	0.097	0.000	0.097	0.000	0.097	50.875	99999.000	50.875	99999.000	50.875	99999.000	4.049	0.000	48.594	0.40000000	2.467	4.836	2.467	4.836	2.467	4.836	0.000	0.977	0.000	0.977	0.000	0.977	19.199	99999.000	19.199	99999.000	19.199	99999.000	0.099102	0.850834	0.815834	0.190046	0.804878	0.195331	0.216216
3.184	0.000	99999.000	0.40000000	2.678	3.613	2.678	3.613	2.678	3.613	0.000	0.786	0.000	0.786	0.000	0.786	29.234	99999.000	29.234	99999.000	29.234	99999.000	5.275	0.051	51.660	0.70000000	2.857	5.895	2.857	5.895	2.857	5.895	0.000	2.097	0.000	2.097	0.000	2.097	43.184	99999.000	43.184	99999.000	43.184	99999.000	0.212659	0.884923	0.749068	0.541402	0.821138	0.370357	0.282051
2.688	0.000	99999.000	0.50000000	2.469	3.182	2.469	3.182	2.469	3.182	0.000	0.401	0.000	0.401	0.000	0.401	39.156	99999.000	39.156	99999.000	39.156	99999.000	3.311	0.000	99999.000	0.00000000	2.799	3.584	2.799	3.584	2.799	3.584	0.000	0.088	0.000	0.088	0.000	0.088	39.312	99999.000	39.312	99999.000	39.312	99999.000	0.108011	0.892685	0.740354	0.586686	0.841667	0.297179	0.350649
3.295	0.028	99999.000	0.10000000	2.945	3.564	2.945	3.564	2.945	3.564	0.000	0.155	0.000	0.155	0.000	0.155	33.258	99999.000	33.258	99999.000	33.258	99999.000	4.252	0.503	34.102	1.00000000	2.736	6.914	2.736	6.914	2.736	6.914	0.000	2.046	0.000	2.046	0.000	2.046	27.188	99999.000	27.188	99999.000	27.188	99999.000	0.116921	0.835526	0.802162	0.168647	0.849206	0.267183	0.226667
3.475	0.000	99999.000	0.10000000	2.658	3.857	2.658	3.857	2.658	3.857	0.000	0.169	0.000	0.169	0.000	0.169	27.398	99999.000	27.398	99999.000	27.398	99999.000	4.424	0.018	159.062	0.80000000	3.408	5.150	3.408	5.150	3.408	5.150	0.000	0.780	0.000	0.780	0.000	0.780	30.000	99999.000	30.000	99999.000	30.000	99999.000	0.080254	0.894275	0.807018	0.452151	0.821138	0.208106	0.240506
3.037	0.000	99999.000	0.00000000	2.740	3.303	2.740	3.303	2.740	3.303	0.000	0.239	0.000	0.239	0.000	0.239	36.500	99999.000	36.500	99999.000	36.500	99999.000	3.594	0.000	99999.000	0.30000000	2.959	3.877	2.959	3.877	2.959	3.877	0.000	0.543	0.000	0.543	0.000	0.543	38.297	99999.000	38.297	99999.000	38.297	99999.000	0.065250	0.881293	0.818938	0.344387	0.798165	0.168583	0.250000
3.826	0.000	99999.000	0.00000000	3.439	4.145	3.439	4.145	3.439	4.145	0.000	0.040	0.000	0.040	0.000	0.040	36.422	99999.000	36.422	99999.000	36.422	99999.000	5.576	0.004	99999.000	0.20000000	4.529	6.158	4.529	6.158	4.529	6.158	0.000	0.541	0.000	0.541	0.000	0.541	54.781	99999.000	54.781	99999.000	54.781	99999.000	0.167450	0.939962	0.898217	0.410134	0.849673	0.312131	0.192771
3.156	0.000	99999.000	0.20000000	2.756	3.725	2.756	3.725	2.756	3.725	0.000	0.016	0.000	0.016	0.000	0.016	19.586	99999.000	19.586	99999.000	19.586	99999.000	4.047	0.000	99999.000	0.10000000	3.805	4.691	3.805	4.691	3.805	4.691	0.000	0.009	0.000	0.009	0.000	0.009	55.406	99999.000	55.406	99999.000	55.406	99999.000	0.122759	0.879287	0.783265	0.443037	0.798246	0.232319	0.320000
3.207	0.000	99999.000	0.20000000	2.697	3.393	2.697	3.393	2.697	3.393	0.000	0.671	0.000	0.671	0.000	0.671	31.852	99999.000	31.852	99999.000	31.852	99999.000	4.086	0.035	88.750	1.00000000	2.439	5.258	2.439	5.258	2.439	5.258	0.000	1.181	0.000	1.181	0.000	1.181	57.773	99999.000	57.773	99999.000	57.773	99999.000	0.096675	0.830604	0.791710	0.186734	0.841121	0.219585	0.183333
3.986	0.002	99999.000	0.10000000	3.174	3.953	3.174	3.953	3.174	3.953	0.000	0.596	0.000	0.596	0.000	0.596	57.359	99999.000	57.359	99999.000	57.359	99999.000	5.734	0.004	99999.000	0.20000000	5.041	6.146	5.041	6.146	5.041	6.146	0.000	0.805	0.000	0.805	0.000	0.805	108.062	99999.000	108.062	99999.000	108.062	99999.000	0.192542	0.942982	0.918262	0.302438	0.868421	0.298934	0.154762
3.111	0.000	99999.000	0.00000000	2.611	3.262	2.611	3.262	2.611	3.262	0.000	0.840	0.000	0.840	0.000	0.840	34.625	99999.000	34.625	99999.000	34.625	99999.000	3.908	0.005	99999.000	0.00000000	3.566	4.172	3.566	4.172	3.566	4.172	0.000	0.626	0.000	0.626	0.000	0.626	48.609	99999.000	48.609	99999.000	48.609	99999.000	0.084633	0.894881	0.853290	0.283489	0.841667	0.211292	0.229730
3.125	0.000	99999.000	0.20000000	2.893	3.508	2.893	3.508	2.893	3.508	0.000	0.021	0.000	0.021	0.000	0.021	35.797	99999.000	35.797	99999.000	35.797	99999.000	4.244	0.005	99999.000	0.10000000	3.018	4.482	3.018	4.482	3.018	4.482	0.000	0.657	0.000	0.657	0.000	0.657	56.500	99999.000	56.500	99999.000	56.500	99999.000	0.129939	0.886414	0.771047	0.503891	0.843478	0.276141	0.283784
3.750	0.000	99999.000	0.00000000	3.205	4.506	3.205	4.506	3.205	4.506	0.000	0.012	0.000	0.012	0.000	0.012	118.062	99999.000	118.062	99999.000	118.062	99999.000	4.781	0.007	241.562	0.70000000	3.766	5.445	3.766	5.445	3.766	5.445	0.000	0.035	0.000	0.035	0.000	0.035	102.969	99999.000	102.969	99999.000	102.969	99999.000	0.150342	0.894609	0.872754	0.171755	0.810811	0.235210	0.140845
3.111	0.005	99999.000	0.20000000	2.287	3.248	2.287	3.248	2.287	3.248	0.000	1.072	0.000	1.072	0.000	1.072	44.312	99999.000	44.312	99999.000	44.312	99999.000	4.430	0.000	99999.000	0.00000000	3.930	4.568	3.930	4.568	3.930	4.568	0.000	0.014	0.000	0.014	0.000	0.014	168.062	99999.000	168.062	99999.000	168.062	99999.000	0.130617	0.945545	0.804681	0.721198	0.813954	0.301062	0.333333
3.887	0.005	99999.000	0.00000000	3.371	4.299	3.371	4.299	3.371	4.299	0.000	0.028	0.000	0.028	0.000	0.028	99999.000	99999.000	99999.000	99999.000	99999.000	99999.000	5.139	0.000	99999.000	0.10000000	4.633	5.393	4.633	5.393	4.633	5.393	0.000	0.009	0.000	0.009	0.000	0.009	65.953	99999.000	65.953	99999.000	65.953	99999.000	0.131425	0.902068	0.868904	0.252973	0.816667	0.242753	0.197183
3.562	0.000	99999.000	0.00000000	3.182	4.035	3.182	4.035	3.182	4.035	0.000	0.039	0.000	0.039	0.000	0.039	19.449	99999.000	19.449	99999.000	19.449	99999.000	5.053	0.004	74.141	0.70000000	3.430	5.719	3.430	5.719	3.430	5.719	0.000	1.058	0.000	1.058	0.000	1.058	50.234	99999.000	50.234	99999.000	50.234	99999.000	0.146120	0.890457	0.853456	0.252491	0.834862	0.268442	0.285714
4.209	0.004	99999.000	0.00000000	3.838	4.479	3.838	4.479	3.838	4.479	0.000	0.074	0.000	0.074	0.000	0.074	63.219	99999.000	63.219	99999.000	63.219	99999.000	6.191	0.000	71.797	0.40000000	3.799	7.072	3.799	7.072	3.799	7.072	0.000	4.328	0.000	4.328	0.000	4.328	32.227	99999.000	32.227	99999.000	32.227	99999.000	0.219750	0.877332	0.848502	0.190300	0.824561	0.297728	0.133333
3.678	0.000	99999.000	0.00000000	3.270	4.039	3.270	4.039	3.270	4.039	0.000	0.016	0.000	0.016	0.000	0.016	99.000	99999.000	99.000	99999.000	99.000	99999.000	4.863	0.012	99999.000	0.70000000	4.514	5.994	4.514	5.994	4.514	5.994	0.000	0.035	0.000	0.035	0.000	0.035	100.406	99999.000	100.406	99999.000	100.406	99999.000	0.173353	0.932111	0.904799	0.286885	0.846154	0.271763	0.243243
3.660	0.000	99999.000	0.00000000	3.162	3.891	3.162	3.891	3.162	3.891	0.000	0.123	0.000	0.123	0.000	0.123	48.297	99999.000	48.297	99999.000	48.297	99999.000	4.881	0.000	99999.000	0.00000000	4.553	5.332	4.553	5.332	4.553	5.332	0.000	0.559	0.000	0.559	0.000	0.559	103.062	99999.000	103.062	99999.000	103.062	99999.000	0.136175	0.919979	0.869495	0.386832	0.809917	0.237948	0.200000
