Acceptancenum	Simnum	Time	T0	T1	TMRCA	Variance	epsilonV	Heterozygosis	epsilonH	Numberofconfig	epsilonC	SASHloc	SH	MASH	SASH	SHchanges	SHdist	HBC	Simnum	Alpha
1	724	0.261814	0.002765	26.345137	0.263146	0.496734	0.040366	0.506250	-0.070620	43	0.022727	0.398364	0.818536	0.792551	0.125260	0.777778	0.618963	0.104167	724	0.100000
2	2638	0.148382	0.002057	24.382839	0.150165	0.474564	0.083196	0.481134	-0.017505	42	0.045455	0.224447	0.660678	0.620253	0.106451	0.758621	0.427961	0.142857	2638	0.100000
3	4240	0.106979	0.002185	23.922459	0.108160	0.484780	0.063460	0.517823	-0.095095	46	-0.045455	0.286871	0.746005	0.737595	0.032052	0.739130	0.389905	0.098039	4240	0.100000
4	9746	0.132281	0.009436	22.994764	0.136190	0.505720	0.023007	0.504669	-0.067276	42	0.045455	0.156698	0.719169	0.691689	0.089129	0.777778	0.275408	0.106383	9746	0.100000
5	11504	0.106979	0.009622	28.979286	0.110430	0.501872	0.030440	0.519240	-0.098091	48	-0.090909	0.317459	0.731707	0.706233	0.086716	0.795455	0.432692	0.094340	11504	0.100000
6	12401	0.148985	0.003457	11.865802	0.150618	0.466242	0.099274	0.498986	-0.055259	41	0.068182	0.158016	0.750395	0.741969	0.032653	0.701754	0.297325	0.068182	12401	0.100000
7	12745	0.067501	0.009579	37.202530	0.072639	0.492655	0.048247	0.428934	0.092887	43	0.022727	0.123444	0.764706	0.734162	0.114895	0.759494	0.236901	0.122449	12745	0.100000
8	13495	0.356249	0.005628	15.364686	0.358340	0.505861	0.022733	0.506399	-0.070935	41	0.068182	0.129598	0.729011	0.716418	0.044407	0.705882	0.333635	0.068182	13495	0.100000
9	16530	0.085832	0.005125	22.622608	0.087647	0.526846	-0.017806	0.512812	-0.084497	40	0.090909	0.077025	0.647469	0.645146	0.006545	0.718750	0.137015	0.047619	16530	0.100000
10	18763	0.227101	0.007323	19.428532	0.240281	0.536115	-0.035713	0.478822	-0.012616	40	0.090909	0.312665	0.719588	0.703608	0.053913	0.680556	0.490273	0.090909	18763	0.100000
11	21849	0.166070	0.001494	23.233089	0.166899	0.533691	-0.031031	0.472260	0.001262	42	0.045455	0.283194	0.824044	0.708890	0.395571	0.705128	0.413467	0.160000	21849	0.100000
12	23571	0.227284	0.006237	24.650009	0.235962	0.469068	0.093814	0.516839	-0.093013	40	0.090909	0.232124	0.789976	0.676849	0.350075	0.775000	0.388285	0.245283	23571	0.100000
13	24349	0.168502	0.002217	24.092310	0.171258	0.543997	-0.050941	0.488681	-0.033465	42	0.045455	0.298263	0.797778	0.763889	0.143530	0.764045	0.450851	0.142857	24349	0.100000
14	24418	0.102254	0.001246	25.798637	0.103347	0.494228	0.045207	0.492767	-0.042107	41	0.068182	0.140807	0.770821	0.751329	0.078384	0.720588	0.238063	0.108696	24418	0.100000
15	24483	0.255370	0.005051	23.838457	0.261770	0.506458	0.021581	0.516063	-0.091373	46	-0.045455	0.331766	0.707475	0.694526	0.042389	0.758621	0.433683	0.148148	24483	0.100000
16	25360	0.088565	0.007385	32.125778	0.095476	0.537010	-0.037442	0.476690	-0.008106	46	-0.045455	0.234254	0.739346	0.682854	0.178126	0.774194	0.319897	0.148148	25360	0.100000
17	25444	0.451463	0.005103	21.154230	0.453640	0.484623	0.063762	0.480329	-0.015802	40	0.090909	0.209739	0.825548	0.782173	0.199126	0.747126	0.452221	0.166667	25444	0.100000
18	25596	0.415919	0.001323	23.198532	0.347480	0.535556	-0.034633	0.515571	-0.090332	42	0.045455	0.180042	0.707598	0.699088	0.028281	0.756757	0.377236	0.086957	25596	0.100000
19	28533	0.185241	0.003371	23.540825	0.189378	0.474922	0.082505	0.515094	-0.089323	46	-0.045455	0.360506	0.837930	0.814507	0.126274	0.786517	0.427361	0.098039	28533	0.100000
20	29130	0.090447	0.006765	35.637745	0.095084	0.566846	-0.095082	0.512454	-0.083741	46	-0.045455	0.150710	0.864237	0.819590	0.247477	0.747126	0.230800	0.163636	29130	0.100000
21	30437	0.103806	0.008430	35.202965	0.109531	0.483564	0.065808	0.454378	0.039079	46	-0.045455	0.175995	0.832543	0.757767	0.308695	0.803738	0.366068	0.178571	30437	0.100000
22	30783	0.138964	0.000313	21.045456	0.139333	0.471738	0.088656	0.463580	0.019618	42	0.045455	0.130493	0.807450	0.744413	0.246639	0.729730	0.249633	0.176471	30783	0.100000
23	31101	0.163538	0.004202	24.803377	0.166790	0.499016	0.035958	0.509098	-0.076644	41	0.068182	0.185681	0.785362	0.772469	0.056666	0.746667	0.290006	0.127660	31101	0.100000
24	31296	0.113688	0.002794	29.241489	0.114965	0.525354	-0.014925	0.480060	-0.015234	43	0.022727	0.217200	0.816809	0.754907	0.252567	0.759494	0.307188	0.188679	31296	0.100000
25	31634	0.098288	0.009465	24.121685	0.104474	0.523848	-0.012015	0.462521	0.021858	43	0.022727	0.204009	0.819824	0.754053	0.267418	0.746835	0.317136	0.104167	31634	0.100000
26	33162	0.074698	0.003199	34.809162	0.077238	0.468598	0.094722	0.492320	-0.041161	44	0.000000	0.241032	0.838078	0.783363	0.252567	0.781609	0.335221	0.169811	33162	0.100000
27	33706	0.089138	0.007796	29.847176	0.095344	0.480574	0.071585	0.512066	-0.082921	48	-0.090909	0.219118	0.797335	0.780122	0.078283	0.774194	0.296844	0.111111	33706	0.100000
28	34577	0.143219	0.003700	19.139118	0.148135	0.553087	-0.068502	0.488397	-0.032865	41	0.068182	0.126190	0.836625	0.764363	0.306667	0.666667	0.203732	0.127660	34577	0.100000
29	36260	0.123238	0.004656	30.659405	0.125684	0.473758	0.084752	0.505937	-0.069957	41	0.068182	0.164643	0.838364	0.787726	0.238548	0.720588	0.245684	0.088889	36260	0.100000
30	37520	0.098054	0.007541	28.927023	0.109720	0.561790	-0.085314	0.480612	-0.016401	41	0.068182	0.085420	0.747740	0.738698	0.034603	0.753247	0.191726	0.127660	37520	0.100000
