0000000000000000	0000000000	0000000000	000000000000	0000000000000	000000000000	000000000000
0000000000000000	0000000000	0000010000	000000000000	0100000000000	000000000000	000000000000
0000000000000000	0000000000	1000000000	010000000000	0000000010001	000000000000	000000010010
0001000000000000	0000000000	0000000000	000000000000	0001000000000	000000000000	000000000000
0000000000000000	0000000000	0000000000	000000011000	0000000000000	000000000010	000000000000
0010000000000000	0000000000	0100010000	000010000000	1000000000000	000000100000	000010000000
0000000100000000	0000000000	1000000000	000000000000	0000000010001	000000000000	010001010010
0000000100000000	0000000000	1000000000	000000000000	0000000010001	000000000000	010001010010
0000000000000000	0000000000	1000000000	010000000000	0000000010001	000000000000	000000010010
0000000000000000	0000000000	1000000000	000000000000	0000000010010	000000000000	000000010010
0000000000000000	0000000000	0000000000	000000000000	0000000000000	000000000000	000000000000
0010000000000000	0000000000	0100010000	000010000000	1000000000000	000000100000	000010000000
0000000000000000	0000100000	0000000000	000000000100	0000000000000	000000000000	000000000000
0010000000000000	0000000000	0000010000	000010000010	0000000000000	000000000000	000010000000
1000000000000010	0000000000	0000000000	000000000000	0000000000000	000000000000	100100000000
0000000000000000	0001110000	0000000000	000000000100	0000000000000	010000000000	000000000000
0000000100000000	0000000000	1000000000	000000000000	0000000010001	000000000000	010001010010
1000000000000010	0000000000	0000000000	000000000000	0000000000000	000000000000	100100000000
0000000000000000	0000101000	0000000000	000000000100	0000000000000	000000000000	000000000000
0010000000000000	0000000000	0100010000	000010000000	0000000000000	000000100000	000010000000
0000000000000000	0000000000	1010000000	000000000000	0000000010101	000000000000	000000010010
1000000000000010	0000000000	0000000100	000000000000	0000000000000	000000000000	000100000000
1000000000000010	0000000000	0000000100	000000000000	0000000000000	000000000000	000100000000
0000000000000000	0000000000	0000011000	000000000000	0000000000000	000000000000	000000000000
0100000000000010	0100000010	0000000000	100000000000	0000000000000	000000011000	000000000000
0000000000000000	0000000000	1000000000	000000000000	0000000010001	000000000000	000000010010
0000100000000000	0000000000	0000010000	000000000001	0000000000000	000000000000	000000000001
0000001000000001	0000100000	0000000000	000000000100	0000000000000	000001000000	000000000000
0000000000000000	0000100000	0000000000	000000000100	0000000000000	000000000000	000000000000
0000100000000000	0000000000	0000010000	000000000001	0000000000000	000000000000	000000000000
0000000000000000	0000000000	1000000000	000000000000	0000000010001	000000000000	000000010010
0000000000000000	0000000000	0000000000	000000011000	0000000000000	000000000010	000000000000
0000000000000000	0000000000	1000000000	000000000000	0000000010101	000000000000	000000010010
0000000000000000	0000000000	0000000000	000000000000	0000000000000	000000000000	000000000000
1000000000000010	0000000000	0000000000	000000000000	0000000000000	000000000000	100100000000
