0010000000001000000	00000000000000	0000000000000000	000000001000000000000	000001000000000010000	00000000000000000000000
1000000000000000010	00000000010000	0000000000000000	000000000000010001000	000000000100000000000	00000000000000000000000
1000000000000000010	00000000010000	0000000000000000	000000000000010001000	100000000100000000000	00000000000000000000000
0000000010000000000	00000010000000	0000000010000000	000100100000100000000	000000000000000000001	00000000100010100000010
0000000000001000000	00000001000000	0000000000000000	000000001000000000000	000001000000000010000	00000000000000000000000
0000000000000000000	00000000000000	0100011000000000	000001000000000000000	001100001000000000000	00000000010000000000000
0000000000001001000	00000000000000	0000000000000000	000000000000000000000	000001000000000010000	00000000000000001000000
0000000000001000000	00000000000000	0000000000000000	000000000000001000000	000001000000000010000	00000000000100001000000
0000000010000000000	00000010000100	0000000010000000	000100000000100000000	000000000000000000001	00000000000010100000010
0000000000001000000	00000000001000	0000100000000000	000000001000000000000	000001000000000010000	00000000000000000000000
0000000010000010000	00000010000000	0000000010000000	000100000000100000000	000010000000000000001	00000000000010100000110
0000000000001000000	00000000000000	0000000000000000	000000000000000000000	000001000000000010000	00000000000000001000000
0000000000001000000	00000000000000	0000000000000001	000000001000000000000	000001000000000010000	00000000000000000000000
0000000000001000000	00000000000000	1000000000000000	000000000000000000000	000001000000000010000	00000000000000001000000
0000000000001000000	00000001000000	0000000000000000	000000001000000000000	000001000000000010000	00000000000000000000000
0000000000000000000	00000000000000	0100010000000000	000000000000000000000	000100001000000000000	00000000010000000000000
0000000000001000000	00000000000000	0000000000000000	000000001000000000000	000001000001000010000	00000000000000000000000
0000000000000000110	00000000000000	0000000000000000	000000000000000000000	000000000100000001000	00000001000000000000000
0000000000001001000	00000000000000	0000000000000000	000000000000000000000	000001000000000010000	00000000000000001000000
0010000000001000000	00000000000000	0000000000000000	000000001000000000000	000001000000000010000	00000000000000000000000
0010000000001000000	00000000000000	0000000000000000	000000001000000000000	000001000000000010000	01000000000000000000000
0000000000001000000	00000000000000	0000000000000000	000000000000000000000	000001000000000010000	00000000000000001000001
0000000100000000000	00000000000000	0100010000000000	000000000000000000000	000100001000000000000	00000000010000000000000
0000000000001001000	00000000000000	0000000000000000	000000000000000000000	000001000000000010000	00000000000000001000000
0000000000000000000	00000000000000	0000000000000100	001000000000000010000	000000000000000100000	00000000000001000000000
0000000000000000000	00000000000000	0100011000000000	000001000000000000000	001100001000000000000	00000000010000000000000
0000000010000000000	00000010000000	0000000010000000	000100000000100000000	000000000000000000001	00000000000010100000010
0000000000000000110	00000000000000	0000000000000000	010000000000000000000	000000000100000001000	00000001000000000000000
0000000000000000000	00000100100000	0000000001000000	000000000000000000000	010000000000100000000	00000000000000000100000
0000000000000000000	00000000000000	0100011000000000	000001000000000000000	001100001000000000000	00000000010000000000000
0000000000001000000	00000000000000	0000000000000000	000000000000000000000	000001000000000010000	00000000000000001000001
0000000000000000000	00000000000000	0100010000000000	000000000000000000000	000100001000000000000	00000000010000000000000
0000000000000000000	00000000000000	0100010000000000	000000000000000000000	000100001000000000000	00000000010000000000000
0000000010000000000	00000010000000	0000000010000000	000100000000100100000	000000000010000000001	00000000100010100000010
0000000000000000000	00000000000000	0100010000000000	000000000000000000000	000100001000000000000	00000000010000000000000
0000000010000000000	00000010000100	0000000010000000	000100000000100000000	000000000000000000001	00000000000010100000010
0000000000000000000	00000010000000	0000000010000000	000000000000100000101	000000000000000000001	00000000000010100000010
0000000000000000000	00000000000000	0100010000000000	000000000000000000000	000100001000000000000	00000000010000000000000
1000000000000000010	00000000010000	0000000000000000	000000000000010001000	000000000100000000000	00000000000000000000000
0000000000001000000	00000000000000	0000000000000000	000000001000000000000	000001000001000010000	00000000000000000000000
