Acceptancenum	Simnum	Time	T0	T1	TMRCA	Variance	epsilonV	Heterozygosis	epsilonH	Numberofconfig	epsilonC	SASHloc	SH	MASH	SASH	SHchanges	SHdist	HBC	Simnum	Alpha
1	2678	0.043760	0.002948	48.135998	0.046000	0.258561	0.037690	0.384445	0.054332	38	-0.085714	0.095646	0.819392	0.658586	0.471000	0.814815	0.241645	0.283019	2678	0.100000
2	2844	0.131264	0.004511	19.936573	0.135054	0.263020	0.021093	0.416138	-0.023626	33	0.057143	0.227739	0.571045	0.571045	0.000000	0.750000	0.428800	0.000000	2844	0.100000
3	3257	0.092393	0.002427	24.936121	0.094491	0.283453	-0.054953	0.391649	0.036613	37	-0.057143	0.080192	0.781584	0.715302	0.232812	0.684211	0.188629	0.177778	3257	0.100000
4	4607	0.050732	0.005776	30.515402	0.057520	0.253013	0.058339	0.371500	0.086176	37	-0.057143	0.080603	0.779215	0.579129	0.475410	0.782609	0.264176	0.229167	4607	0.100000
5	6103	0.072551	0.003084	32.172779	0.073983	0.271462	-0.010324	0.371261	0.086763	37	-0.057143	0.128923	0.852609	0.740000	0.433111	0.774648	0.415550	0.314815	6103	0.100000
6	6466	0.067102	0.002097	24.219986	0.071309	0.246540	0.082429	0.376153	0.074730	37	-0.057143	0.080180	0.797749	0.699613	0.326699	0.782609	0.210936	0.314815	6466	0.100000
7	8131	0.142172	0.007816	23.536959	0.146835	0.291991	-0.086731	0.368457	0.093660	33	0.057143	0.070214	0.571972	0.552941	0.042570	0.781250	0.211273	0.175000	8131	0.100000
8	8333	0.112817	0.001734	17.978346	0.113867	0.272550	-0.014376	0.386041	0.050407	33	0.057143	0.048969	0.699415	0.664716	0.103491	0.711111	0.134980	0.153846	8333	0.100000
9	8706	0.077038	0.009246	18.882965	0.086434	0.250708	0.066915	0.396362	0.025020	32	0.085714	0.105716	0.784504	0.738498	0.175927	0.763636	0.214748	0.219512	8706	0.100000
10	10227	0.656115	0.002452	10.997536	0.657793	0.264996	0.013738	0.401507	0.012363	32	0.085714	0.187474	0.730849	0.658385	0.212122	0.722222	0.355960	0.288889	10227	0.100000
11	14125	0.004000	0.008974	101.782944	0.018165	0.265653	0.011296	0.440582	-0.083755	35	0.000000	0.093854	0.511448	0.500532	0.021855	0.721311	0.187122	0.255319	14125	0.100000
12	18125	0.064059	0.005466	32.544594	0.067386	0.288941	-0.075380	0.370083	0.089661	34	0.028571	0.054238	0.615917	0.556661	0.133658	0.679245	0.131242	0.209302	18125	0.100000
13	18645	0.067088	0.005152	21.067070	0.071112	0.285295	-0.061808	0.369531	0.091019	34	0.028571	0.066117	0.758394	0.694890	0.208134	0.732143	0.196976	0.150000	18645	0.100000
14	19537	0.136754	0.005733	12.205438	0.139207	0.284422	-0.058561	0.376272	0.074437	32	0.085714	0.059150	0.575025	0.565750	0.021358	0.586957	0.175154	0.157895	19537	0.100000
15	21099	0.152925	0.002528	18.756165	0.155446	0.286040	-0.064583	0.409755	-0.007924	36	-0.028571	0.173190	0.845485	0.701171	0.482932	0.761194	0.325598	0.265306	21099	0.100000
16	23955	0.026152	0.008687	36.348248	0.033979	0.268061	0.002331	0.381597	0.061339	38	-0.085714	0.040052	0.795535	0.740697	0.211481	0.772727	0.099188	0.283019	23955	0.100000
17	25852	0.048171	0.002204	24.006023	0.052466	0.257502	0.041631	0.378166	0.069777	38	-0.085714	0.080683	0.764706	0.673428	0.279504	0.791667	0.210841	0.321429	25852	0.100000
18	26065	0.114722	0.007236	19.967186	0.125090	0.268345	0.001277	0.374214	0.079499	34	0.028571	0.154795	0.764386	0.687403	0.246268	0.757143	0.366904	0.227273	26065	0.100000
19	26337	0.064315	0.003447	24.292168	0.072212	0.294504	-0.096084	0.395124	0.028065	35	0.000000	0.085098	0.811737	0.731784	0.298092	0.737705	0.183964	0.255319	26337	0.100000
20	27324	0.054663	0.008231	30.293346	0.061640	0.255377	0.049541	0.387711	0.046298	38	-0.085714	0.063358	0.644737	0.626731	0.048239	0.771429	0.177072	0.224490	27324	0.100000
21	28576	0.024793	0.000254	38.155262	0.024894	0.243661	0.093142	0.379419	0.066696	36	-0.028571	0.065823	0.798686	0.756569	0.173016	0.772727	0.160440	0.294118	28576	0.100000
22	30329	0.101371	0.005813	20.784622	0.108117	0.273960	-0.019622	0.421955	-0.037934	38	-0.085714	0.087161	0.811095	0.711621	0.344942	0.745763	0.190608	0.191489	30329	0.100000
23	31275	0.071366	0.007205	22.898727	0.074569	0.277934	-0.034415	0.410694	-0.010236	36	-0.028571	0.095312	0.748966	0.706782	0.143865	0.774194	0.216715	0.162791	31275	0.100000
24	31445	0.086576	0.007503	18.623045	0.092409	0.255585	0.048764	0.378166	0.069777	38	-0.085714	0.035015	0.765504	0.725581	0.145481	0.754098	0.096155	0.240000	31445	0.100000
25	33337	0.117185	0.009629	15.451439	0.132618	0.281305	-0.046960	0.411485	-0.012180	33	0.057143	0.152067	0.761551	0.686469	0.239473	0.779661	0.275224	0.175000	33337	0.100000
26	34793	0.092171	0.001722	18.718805	0.094337	0.263743	0.018401	0.366891	0.097512	34	0.028571	0.140307	0.829779	0.727488	0.375362	0.786885	0.354831	0.276596	34793	0.100000
27	35743	0.217790	0.004823	15.458319	0.219632	0.262968	0.021287	0.401567	0.012216	37	-0.057143	0.085427	0.626032	0.583169	0.102831	0.754386	0.210235	0.139535	35743	0.100000
28	35772	0.090619	0.003703	19.493923	0.093362	0.263177	0.020510	0.374169	0.079609	34	0.028571	0.121355	0.771543	0.717435	0.191489	0.711538	0.290535	0.150000	35772	0.100000
29	37451	0.071401	0.004551	28.135607	0.073484	0.258926	0.036330	0.378509	0.068934	35	0.000000	0.088452	0.605583	0.510114	0.194880	0.797297	0.238404	0.285714	37451	0.100000
30	38160	0.057274	0.008691	31.057995	0.061591	0.271969	-0.012212	0.413006	-0.015922	35	0.000000	0.101916	0.783598	0.723266	0.218017	0.788732	0.295244	0.300000	38160	0.100000
31	42393	0.144588	0.009390	20.396030	0.148511	0.283982	-0.056923	0.415124	-0.021131	36	-0.028571	0.130016	0.641089	0.620875	0.053319	0.703704	0.265058	0.162791	42393	0.100000
32	42965	0.009614	0.009853	98.181953	0.029573	0.251007	0.065805	0.368084	0.094577	38	-0.085714	0.195292	0.538502	0.467701	0.133010	0.822785	0.482893	0.355932	42965	0.100000
33	43792	0.123651	0.000976	16.462847	0.124379	0.263512	0.019261	0.366131	0.099383	32	0.085714	0.097110	0.832982	0.784561	0.224755	0.730769	0.289949	0.238095	43792	0.100000
34	45320	0.386324	0.006844	12.808246	0.326362	0.273125	-0.016514	0.411977	-0.013391	33	0.057143	0.356585	0.627441	0.573130	0.127232	0.727273	0.589240	0.083333	45320	0.100000
35	45631	0.165946	0.003470	12.554940	0.168593	0.295421	-0.099498	0.411097	-0.011226	33	0.057143	0.120761	0.777279	0.704074	0.247375	0.703704	0.257237	0.153846	45631	0.100000
36	48691	0.050817	0.006585	33.628860	0.053823	0.249269	0.072271	0.372320	0.084158	37	-0.057143	0.128108	0.730998	0.641441	0.249770	0.783784	0.344327	0.383333	48691	0.100000
37	50910	0.121521	0.007675	14.137099	0.132175	0.275205	-0.024257	0.398032	0.020911	32	0.085714	0.147112	0.772878	0.601081	0.430657	0.730769	0.273368	0.255814	50910	0.100000
38	53338	0.083023	0.005256	21.175407	0.092166	0.294042	-0.094363	0.429665	-0.056901	32	0.085714	0.098884	0.665778	0.609334	0.144482	0.733333	0.211513	0.304348	53338	0.100000
39	55531	0.112131	0.003599	20.335386	0.113191	0.247315	0.079543	0.394438	0.029753	33	0.057143	0.110792	0.784298	0.679887	0.326169	0.722222	0.280311	0.232558	55531	0.100000
40	56663	0.058643	0.004956	24.386612	0.062851	0.292416	-0.088313	0.408681	-0.005283	38	-0.085714	0.072518	0.769685	0.716142	0.188626	0.741935	0.173477	0.155556	56663	0.100000
41	56707	0.033694	0.002125	37.918713	0.035099	0.244981	0.088230	0.379449	0.066622	36	-0.028571	0.041170	0.757372	0.683656	0.233023	0.760563	0.113960	0.294118	56707	0.100000
42	58944	0.120653	0.003909	19.150848	0.121473	0.246495	0.082595	0.397525	0.022158	32	0.085714	0.077077	0.679501	0.662389	0.050686	0.754386	0.185503	0.200000	58944	0.100000
43	59208	0.144782	0.008215	17.269447	0.150240	0.247957	0.077156	0.381507	0.061560	35	0.000000	0.118830	0.844248	0.754326	0.366023	0.800000	0.309788	0.239130	59208	0.100000
44	60119	0.082995	0.007030	19.026730	0.086992	0.276010	-0.027254	0.422193	-0.038521	33	0.057143	0.099755	0.819063	0.775585	0.193741	0.736842	0.190157	0.214286	60119	0.100000
45	60418	0.117338	0.001999	21.279295	0.118601	0.272826	-0.015403	0.411604	-0.012473	33	0.057143	0.100867	0.806065	0.745788	0.237113	0.700000	0.217532	0.195122	60418	0.100000
46	63351	0.048533	0.007409	23.730145	0.057990	0.256406	0.045711	0.376794	0.073152	33	0.057143	0.139214	0.716274	0.607653	0.276848	0.761194	0.318217	0.250000	63351	0.100000
47	64007	0.076280	0.008901	26.150503	0.081388	0.272215	-0.013128	0.422596	-0.039511	34	0.028571	0.080589	0.677852	0.640268	0.104477	0.759259	0.192521	0.227273	64007	0.100000
48	64823	0.090952	0.004036	25.370190	0.095785	0.288464	-0.073603	0.419464	-0.031807	37	-0.057143	0.156447	0.796554	0.725184	0.259700	0.754098	0.337965	0.159091	64823	0.100000
49	66724	0.062691	0.001861	32.133148	0.064419	0.294817	-0.097250	0.370635	0.088304	36	-0.028571	0.106617	0.759953	0.572724	0.438192	0.757576	0.273833	0.200000	66724	0.100000
50	67545	0.085169	0.006646	17.101200	0.092200	0.294400	-0.095695	0.410650	-0.010125	34	0.028571	0.065961	0.732303	0.712363	0.069326	0.698113	0.173507	0.170732	67545	0.100000
51	67621	0.070667	0.002223	28.905922	0.074982	0.286622	-0.066748	0.414333	-0.019187	38	-0.085714	0.070812	0.803754	0.775028	0.127687	0.703125	0.166506	0.208333	67621	0.100000
52	69393	0.068407	0.006317	18.101076	0.072855	0.242774	0.096445	0.370336	0.089038	34	0.028571	0.077265	0.798063	0.760401	0.157186	0.705882	0.206665	0.209302	69393	0.100000
53	70596	0.129651	0.007563	19.679670	0.132041	0.289896	-0.078932	0.441433	-0.085846	33	0.057143	0.160169	0.852045	0.802147	0.252200	0.758621	0.295713	0.214286	70596	0.100000
54	70683	0.164896	0.004461	23.484318	0.165973	0.283743	-0.056035	0.390232	0.040098	35	0.000000	0.179033	0.829238	0.779258	0.226415	0.757576	0.364097	0.166667	70683	0.100000
55	72778	0.185549	0.003271	16.326889	0.187747	0.277912	-0.034331	0.421090	-0.035806	33	0.057143	0.192760	0.761437	0.695670	0.216106	0.758065	0.363692	0.195122	72778	0.100000
56	76550	0.089178	0.002388	25.282278	0.090730	0.285362	-0.062058	0.429322	-0.056057	38	-0.085714	0.110237	0.783061	0.707776	0.257628	0.761905	0.267938	0.208333	76550	0.100000
57	78194	0.078073	0.006117	22.292194	0.081840	0.276943	-0.030724	0.393677	0.031624	36	-0.028571	0.070638	0.696970	0.661319	0.105263	0.741379	0.146501	0.181818	78194	0.100000
58	78638	0.051876	0.002828	21.724287	0.054194	0.242543	0.097305	0.376660	0.073483	33	0.057143	0.048532	0.744927	0.708488	0.125000	0.720000	0.162116	0.214286	78638	0.100000
59	82180	0.125428	0.004707	15.965854	0.127427	0.266197	0.009270	0.426981	-0.050297	34	0.028571	0.097156	0.713589	0.676853	0.113682	0.647059	0.226099	0.170732	82180	0.100000
60	83490	0.137094	0.002575	19.383615	0.137928	0.259597	0.033832	0.371723	0.085626	34	0.028571	0.066069	0.762229	0.713313	0.170624	0.758621	0.170401	0.227273	83490	0.100000
61	84227	0.021852	0.006267	45.059124	0.028475	0.264280	0.016402	0.372350	0.084085	37	-0.057143	0.030325	0.701250	0.634608	0.182384	0.777778	0.097672	0.362069	84227	0.100000
62	87819	0.055803	0.002075	27.985106	0.057485	0.273184	-0.016736	0.396123	0.025607	35	0.000000	0.117304	0.801430	0.679428	0.380578	0.750000	0.273728	0.300000	87819	0.100000
63	87893	0.068522	0.000059	17.056686	0.068544	0.242893	0.096001	0.367980	0.094834	32	0.085714	0.077961	0.875452	0.822215	0.299445	0.722222	0.209518	0.288889	87893	0.100000
64	89140	0.095320	0.007194	24.605120	0.104663	0.275041	-0.023646	0.386876	0.048352	37	-0.057143	0.076188	0.845335	0.721767	0.444117	0.745763	0.163774	0.260000	89140	0.100000
65	89779	0.055312	0.000519	21.387022	0.055823	0.252081	0.061808	0.383312	0.057120	34	0.028571	0.042307	0.823639	0.749813	0.295083	0.745455	0.117937	0.227273	89779	0.100000
66	91198	0.062499	0.009837	37.469704	0.070622	0.248702	0.074380	0.393140	0.032944	36	-0.028571	0.062419	0.796939	0.740476	0.217563	0.745763	0.169927	0.200000	91198	0.100000
67	91428	0.130725	0.002853	24.835882	0.131697	0.289031	-0.075713	0.407756	-0.003008	34	0.028571	0.184224	0.721654	0.631505	0.244641	0.723077	0.350263	0.190476	91428	0.100000
68	92374	0.959459	0.002477	14.490385	0.788693	0.283087	-0.053593	0.393096	0.033054	35	0.000000	0.178954	0.612931	0.605617	0.018547	0.791667	0.640860	0.146341	92374	0.100000
69	94455	0.075611	0.009357	17.321487	0.089226	0.283177	-0.053926	0.420568	-0.034522	33	0.057143	0.052851	0.787529	0.714945	0.254629	0.705882	0.139448	0.175000	94455	0.100000
70	95247	0.144842	0.005155	24.443583	0.147913	0.245869	0.084927	0.373946	0.080160	34	0.028571	0.105770	0.769048	0.676190	0.286765	0.785714	0.286245	0.244444	95247	0.100000
71	96051	0.395274	0.005086	11.525004	0.398371	0.282453	-0.051234	0.410143	-0.008878	33	0.057143	0.324798	0.743630	0.734222	0.035399	0.735849	0.568830	0.108108	96051	0.100000
72	97645	0.096867	0.003932	19.207558	0.099646	0.267114	0.005856	0.423222	-0.041052	38	-0.085714	0.154257	0.767428	0.762385	0.021223	0.709091	0.287129	0.073171	97645	0.100000
73	98259	0.186896	0.003443	13.227992	0.189244	0.279650	-0.040798	0.378480	0.069007	32	0.085714	0.059698	0.737940	0.674571	0.194724	0.666667	0.165652	0.157895	98259	0.100000
74	100957	0.083342	0.000199	18.980309	0.083524	0.282073	-0.049818	0.427354	-0.051214	37	-0.057143	0.073012	0.849946	0.830654	0.113924	0.722222	0.155226	0.159091	100957	0.100000
75	104642	0.176566	0.000364	14.579955	0.177118	0.281738	-0.048569	0.385176	0.052535	37	-0.057143	0.147584	0.822023	0.776568	0.203439	0.680000	0.345916	0.139535	104642	0.100000
76	105822	0.119859	0.008262	16.360985	0.121899	0.279970	-0.041992	0.390277	0.039988	37	-0.057143	0.117743	0.854402	0.759594	0.394367	0.683333	0.286438	0.177778	105822	0.100000
77	106725	0.114616	0.001372	15.115480	0.115466	0.290589	-0.081513	0.392096	0.035512	32	0.085714	0.067467	0.757528	0.726624	0.113043	0.672727	0.192557	0.219512	106725	0.100000
78	107775	0.072465	0.006296	35.752274	0.079885	0.252729	0.059393	0.383446	0.056790	37	-0.057143	0.127709	0.863636	0.752978	0.447969	0.768116	0.323492	0.244898	107775	0.100000
