Acceptancenum	Simnum	Time	T0	T1	TMRCA	Variance	epsilonV	Heterozygosis	epsilonH	Numberofconfig	epsilonC	SASHloc	SH	MASH	SASH	SHchanges	SHdist	HBC	Simnum	Alpha
1	2104	0.366554	0.006851	33.506130	0.370089	1.154937	0.046752	0.603297	-0.099929	51	0.055556	0.291218	0.727273	0.702333	0.083784	0.739130	0.464496	0.105263	2104	0.100000
2	19312	0.420320	0.002255	32.805046	0.421538	1.154236	0.047331	0.601149	-0.096014	51	0.055556	0.488691	0.836957	0.787138	0.234043	0.782946	0.667890	0.135593	19312	0.100000
3	33196	0.376207	0.001742	33.727543	0.378201	1.154504	0.047109	0.585265	-0.067054	51	0.055556	0.503147	0.781730	0.764993	0.071216	0.797203	0.628582	0.055556	33196	0.100000
4	33977	0.413352	0.008364	33.635479	0.412351	1.145250	0.054748	0.565608	-0.031216	56	-0.037037	0.421649	0.853120	0.797349	0.275206	0.745763	0.478437	0.081967	33977	0.100000
5	35247	0.469606	0.006469	33.102173	0.470787	1.100142	0.091978	0.586145	-0.068659	52	0.037037	0.502404	0.791537	0.760423	0.129869	0.820690	0.704516	0.087719	35247	0.100000
6	37543	0.310235	0.000235	30.190485	0.310613	1.265332	-0.044364	0.589680	-0.075103	50	0.074074	0.606660	0.756068	0.726198	0.109091	0.785185	0.593051	0.090909	37543	0.100000
7	45576	0.575812	0.006585	23.682718	0.576316	1.101469	0.090883	0.583983	-0.064716	50	0.074074	0.337287	0.696194	0.671260	0.075848	0.750000	0.571978	0.074074	45576	0.100000
8	48672	0.591516	0.003884	25.958309	0.591550	1.212834	-0.001034	0.549337	-0.001550	49	0.092593	0.382459	0.766271	0.692636	0.239567	0.763158	0.634158	0.109091	48672	0.100000
9	50681	0.378647	0.004813	29.069496	0.385096	1.218770	-0.005933	0.601209	-0.096122	49	0.092593	0.441315	0.745313	0.692307	0.172269	0.789916	0.479302	0.092593	50681	0.100000
10	53922	0.408476	0.007881	35.280464	0.419107	1.120530	0.075151	0.546488	0.003644	52	0.037037	0.384166	0.875973	0.813229	0.335938	0.808219	0.541786	0.147541	53922	0.100000
11	57386	0.504323	0.001687	23.466270	0.507518	1.199940	0.009608	0.601268	-0.096231	49	0.092593	0.465762	0.682927	0.674543	0.025760	0.756522	0.541698	0.057692	57386	0.100000
12	60766	0.843040	0.003002	28.064213	0.843249	1.143893	0.055868	0.601581	-0.096802	49	0.092593	0.348225	0.820822	0.783562	0.172153	0.785714	0.690364	0.092593	60766	0.100000
13	69832	0.317582	0.006159	42.373322	0.322287	1.139992	0.059087	0.600597	-0.095007	51	0.055556	0.428191	0.790512	0.738806	0.197958	0.780822	0.631089	0.190476	69832	0.100000
14	74605	0.447582	0.007270	39.428890	0.449734	1.236383	-0.020471	0.581417	-0.060039	55	-0.018519	0.405613	0.839628	0.805145	0.176967	0.822917	0.564358	0.126984	74605	0.100000
15	77433	0.216551	0.004518	40.275490	0.219228	1.119940	0.075637	0.581492	-0.060175	52	0.037037	0.369656	0.763094	0.728380	0.127803	0.784483	0.484348	0.118644	77433	0.100000
16	86649	0.387167	0.002866	28.430895	0.355956	1.156652	0.045337	0.545444	0.005547	50	0.074074	0.483820	0.730429	0.705922	0.083334	0.796296	0.518563	0.056604	86649	0.100000
17	90615	0.481521	0.000333	27.917030	0.481748	1.209560	0.001668	0.598315	-0.090847	53	0.018519	0.442589	0.775435	0.764365	0.046979	0.834254	0.648551	0.018519	90615	0.100000
18	106092	0.260658	0.003395	31.324301	0.261207	1.170962	0.033526	0.576436	-0.050957	55	-0.018519	0.468165	0.729518	0.712121	0.060429	0.785714	0.464160	0.098361	106092	0.100000
19	112513	0.406774	0.004982	48.960945	0.408819	1.154064	0.047473	0.570545	-0.040216	52	0.037037	0.234650	0.874158	0.838384	0.221356	0.788080	0.528677	0.133333	112513	0.100000
20	117278	0.791926	0.009827	32.663124	0.809701	1.234154	-0.018631	0.593423	-0.081928	50	0.074074	0.393795	0.836828	0.743343	0.364240	0.810976	0.630677	0.180328	117278	0.100000
21	128027	0.904713	0.004963	39.751949	0.906967	1.277345	-0.054280	0.596272	-0.087122	55	-0.018519	0.384327	0.856088	0.780443	0.344538	0.828283	0.791838	0.112903	128027	0.100000
22	131583	0.714853	0.001946	22.568010	0.714897	1.266182	-0.045066	0.573558	-0.045709	51	0.055556	0.300679	0.811890	0.800279	0.058140	0.728070	0.502194	0.055556	131583	0.100000
23	143817	0.308783	0.004138	27.740240	0.311909	1.288195	-0.063235	0.594706	-0.084267	53	0.018519	0.339496	0.847342	0.755254	0.376263	0.770492	0.425509	0.145161	143817	0.100000
24	150078	0.797620	0.001736	32.818279	0.529250	1.193497	0.014926	0.597033	-0.088509	50	0.074074	0.351213	0.865354	0.845662	0.127585	0.752066	0.652180	0.090909	150078	0.100000
25	151937	0.751255	0.007070	42.313961	0.400088	1.258837	-0.039003	0.587264	-0.070698	53	0.018519	0.341531	0.829120	0.785642	0.202829	0.800000	0.625188	0.184615	151937	0.100000
26	153964	0.862377	0.005656	22.016895	0.608801	1.246204	-0.028577	0.588740	-0.073390	52	0.037037	0.477143	0.745523	0.709701	0.123396	0.801587	0.558092	0.103448	153964	0.100000
27	159255	0.874339	0.002248	28.352085	0.471005	1.140037	0.059050	0.574035	-0.046579	52	0.037037	0.484889	0.765554	0.759005	0.027174	0.804348	0.688593	0.087719	159255	0.100000
28	160734	0.336315	0.002767	30.177425	0.338418	1.109374	0.084359	0.580746	-0.058815	55	-0.018519	0.391341	0.741131	0.720997	0.072166	0.781250	0.535196	0.051724	160734	0.100000
29	168838	0.529593	0.008997	34.771393	0.533175	1.115399	0.079386	0.579210	-0.056015	51	0.055556	0.336889	0.669903	0.649879	0.057192	0.828025	0.726049	0.105263	168838	0.100000
30	176944	0.689496	0.002409	41.322571	0.690299	1.114504	0.080124	0.600925	-0.095606	52	0.037037	0.363212	0.815646	0.766525	0.210389	0.855072	0.641351	0.071429	176944	0.100000
31	179832	0.505858	0.000840	26.665310	0.507058	1.169851	0.034443	0.598837	-0.091799	50	0.074074	0.347208	0.857207	0.832433	0.147849	0.777778	0.613026	0.122807	179832	0.100000
32	184009	0.891051	0.002925	29.727489	0.345277	1.213736	-0.001779	0.567249	-0.034207	55	-0.018519	0.383377	0.818926	0.803069	0.080520	0.760331	0.569759	0.098361	184009	0.100000
33	186166	0.846331	0.001892	30.366468	0.846463	1.304609	-0.076782	0.575735	-0.049679	49	0.092593	0.353887	0.758906	0.753743	0.020964	0.789062	0.608122	0.039216	186166	0.100000
34	187995	0.576087	0.006765	27.697214	0.513341	1.151939	0.049227	0.576779	-0.051582	49	0.092593	0.511917	0.738594	0.736983	0.006123	0.729730	0.601095	0.039216	187995	0.100000
35	188578	0.825391	0.003246	26.872406	0.650559	1.144154	0.055652	0.563774	-0.027871	49	0.092593	0.413922	0.874665	0.862438	0.088889	0.791045	0.639061	0.109091	188578	0.100000
1	1994	0.468426	0.006535	26.291122	0.474439	1.306547	-0.078382	0.598688	-0.091527	49	0.092593	0.511551	0.692599	0.673690	0.057948	0.764228	0.604389	0.057692	1994	0.100000
2	21198	0.634210	0.003375	27.812635	0.640725	1.228926	-0.014316	0.589024	-0.073907	49	0.092593	0.463581	0.706158	0.659392	0.137300	0.801370	0.740991	0.075472	21198	0.100000
3	21572	0.182813	0.008085	30.308210	0.193048	1.191999	0.016163	0.556406	-0.014439	50	0.074074	0.285557	0.709705	0.636049	0.202381	0.716981	0.376163	0.122807	21572	0.100000
4	23497	0.664605	0.006405	28.845516	0.665272	1.136480	0.061986	0.601760	-0.097128	52	0.037037	0.365836	0.633394	0.549002	0.187122	0.788321	0.678319	0.133333	23497	0.100000
5	26860	0.341066	0.008177	32.817314	0.355160	1.308606	-0.080081	0.587055	-0.070317	53	0.018519	0.321734	0.802037	0.775302	0.118980	0.736434	0.545114	0.086207	26860	0.100000
6	29130	0.790146	0.009965	26.089148	0.791448	1.123415	0.072769	0.576600	-0.051256	53	0.018519	0.240534	0.750510	0.715840	0.122010	0.785714	0.518976	0.145161	29130	0.100000
7	30071	0.843555	0.009548	36.677761	0.848825	1.108195	0.085331	0.597286	-0.088971	50	0.074074	0.457645	0.774420	0.702741	0.241133	0.826816	0.658787	0.166667	30071	0.100000
8	38064	0.876090	0.006408	27.944725	0.876229	1.181752	0.024619	0.552857	-0.007967	54	0.000000	0.435809	0.697256	0.671373	0.078758	0.829412	0.620874	0.114754	38064	0.100000
9	45333	0.463816	0.009576	36.037292	0.466098	1.288524	-0.063506	0.556988	-0.015499	54	0.000000	0.461270	0.782907	0.761073	0.091385	0.810606	0.626615	0.142857	45333	0.100000
10	47649	0.984966	0.006828	29.610199	0.478102	1.158747	0.043607	0.590187	-0.076028	57	-0.055556	0.607564	0.756345	0.750634	0.022901	0.801370	0.688536	0.065574	47649	0.100000
