Acceptancenum	Simnum	Time	T0	T1	TMRCA	Variance	epsilonV	Heterozygosis	epsilonH	Numberofconfig	epsilonC	SASHloc	SH	MASH	SASH	SHchanges	SHdist	HBC	Simnum	Alpha
1	159	0.060977	0.009983	19.481356	0.067793	0.192453	0.036835	0.322507	-0.043126	30	0.032258	0.032398	0.698445	0.685196	0.042087	0.729167	0.113244	0.230769	159	0.100000
2	468	0.046863	0.007964	29.808378	0.062336	0.219627	-0.099160	0.295840	0.043126	30	0.032258	0.027696	0.489901	0.461623	0.052523	0.745455	0.093740	0.347826	468	0.100000
3	2172	0.058285	0.000665	19.093981	0.059490	0.183177	0.083262	0.295989	0.042643	28	0.096774	0.021110	0.466408	0.438638	0.049468	0.625000	0.080560	0.176471	2172	0.100000
4	2447	0.051765	0.008985	27.397484	0.060923	0.200723	-0.004553	0.287906	0.068789	32	-0.032258	0.027846	0.612520	0.599687	0.032057	0.727273	0.127049	0.255814	2447	0.100000
5	2882	0.056064	0.001728	34.205833	0.063393	0.206734	-0.034633	0.306653	0.008152	34	-0.096774	0.065369	0.684558	0.635563	0.134441	0.783784	0.271026	0.346154	2882	0.100000
6	3988	0.052539	0.003177	20.841400	0.057633	0.203050	-0.016197	0.330322	-0.068403	29	0.064516	0.036848	0.647323	0.621994	0.067005	0.634146	0.117014	0.216216	3988	0.100000
7	6347	0.086184	0.009459	19.572464	0.088714	0.188359	0.057324	0.331187	-0.071201	32	-0.032258	0.140679	0.843370	0.667841	0.528448	0.815385	0.397342	0.360000	6347	0.100000
8	8268	0.016588	0.001382	43.742126	0.018013	0.196227	0.017951	0.285146	0.077713	34	-0.096774	0.015842	0.504744	0.477808	0.051582	0.776119	0.074095	0.333333	8268	0.100000
9	9675	0.040862	0.004327	37.448532	0.044879	0.179933	0.099496	0.286489	0.073372	33	-0.064516	0.059412	0.643341	0.539765	0.225051	0.754098	0.243090	0.312500	9675	0.100000
10	16245	0.082358	0.005081	19.817547	0.083990	0.206301	-0.032469	0.322745	-0.043897	30	0.032258	0.063553	0.503559	0.448468	0.099888	0.659575	0.222983	0.230769	16245	0.100000
11	18303	0.054207	0.008576	22.667456	0.063904	0.200089	-0.001381	0.326981	-0.057597	30	0.032258	0.064571	0.713866	0.616609	0.253675	0.735849	0.216826	0.250000	18303	0.100000
12	23269	0.189536	0.000100	12.382532	0.189579	0.194668	0.025751	0.336064	-0.086975	31	0.000000	0.033573	0.366714	0.359541	0.011200	0.651163	0.111123	0.114286	23269	0.100000
13	23648	0.027066	0.006714	28.847748	0.031374	0.181350	0.092405	0.285236	0.077424	29	0.064516	0.030416	0.602362	0.529527	0.154812	0.740741	0.139908	0.369565	23648	0.100000
14	24544	0.043127	0.000990	29.981995	0.043996	0.198300	0.007576	0.282238	0.087120	29	0.064516	0.029807	0.694930	0.600401	0.236560	0.709091	0.108971	0.340909	24544	0.100000
15	24677	0.046909	0.002945	29.268137	0.050475	0.218248	-0.092256	0.279539	0.095851	28	0.096774	0.053982	0.631311	0.546522	0.186975	0.738461	0.228559	0.404255	24677	0.100000
16	25169	0.034880	0.000843	39.392704	0.036409	0.197487	0.011644	0.311142	-0.006368	33	-0.064516	0.043324	0.655172	0.532676	0.262123	0.776119	0.146600	0.377358	25169	0.100000
17	25315	0.001602	0.008232	195.896988	0.010425	0.195086	0.023661	0.315124	-0.019247	28	0.096774	0.028809	0.568001	0.539423	0.062049	0.708333	0.085304	0.317073	25315	0.100000
18	25852	0.048171	0.002204	24.006023	0.050294	0.198986	0.004143	0.309054	0.000386	29	0.064516	0.034323	0.681232	0.648224	0.093834	0.740000	0.131180	0.275000	25852	0.100000
19	28581	0.050347	0.003282	27.072689	0.057465	0.207972	-0.040828	0.295050	0.045682	32	-0.032258	0.051344	0.709364	0.651943	0.164975	0.736842	0.168108	0.304348	28581	0.100000
20	29024	0.066499	0.006154	23.364391	0.070810	0.214989	-0.075947	0.334572	-0.082151	34	-0.096774	0.031775	0.653142	0.644688	0.023791	0.714286	0.105194	0.190476	29024	0.100000
21	29401	0.020670	0.004934	49.802925	0.024881	0.187882	0.059713	0.307652	0.004920	33	-0.064516	0.041188	0.770730	0.688119	0.264881	0.833333	0.154833	0.440678	29401	0.100000
22	29876	0.002010	0.009847	185.274582	0.014932	0.217256	-0.087292	0.285922	0.075205	32	-0.032258	0.028346	0.537082	0.453818	0.152447	0.734375	0.106801	0.396226	29876	0.100000
23	30515	0.042124	0.008668	31.204786	0.046693	0.218240	-0.092219	0.332902	-0.076748	32	-0.032258	0.025073	0.703733	0.646147	0.162739	0.698113	0.111890	0.238095	30515	0.100000
24	33337	0.117185	0.009629	15.451439	0.121122	0.189687	0.050681	0.285415	0.076845	29	0.064516	0.020904	0.546766	0.539551	0.015669	0.627907	0.088424	0.147059	33337	0.100000
25	35134	0.041958	0.006988	31.238171	0.049420	0.195488	0.021646	0.323237	-0.045489	33	-0.064516	0.070612	0.803621	0.671783	0.401679	0.781250	0.275277	0.312500	35134	0.100000
26	38433	0.088798	0.009259	13.463530	0.102689	0.215265	-0.077328	0.318823	-0.031211	28	0.096774	0.060525	0.624596	0.571602	0.123701	0.704545	0.169297	0.243243	38433	0.100000
27	39236	0.018885	0.009281	61.797504	0.029793	0.183624	0.081023	0.292857	0.052774	33	-0.064516	0.028981	0.683511	0.616689	0.174329	0.804878	0.123112	0.476190	39236	0.100000
28	40627	0.077251	0.008199	17.044552	0.092620	0.197666	0.010748	0.323118	-0.045104	28	0.096774	0.060151	0.704954	0.652844	0.150106	0.704545	0.206447	0.282051	40627	0.100000
29	43455	0.028803	0.007791	34.997395	0.032916	0.198240	0.007875	0.286325	0.073902	31	0.000000	0.042074	0.638360	0.491301	0.289088	0.764706	0.182418	0.415094	43455	0.100000
30	45258	0.079205	0.007201	24.327820	0.085103	0.215406	-0.078037	0.332350	-0.074963	30	0.032258	0.077524	0.758080	0.708817	0.169181	0.650000	0.251975	0.189189	45258	0.100000
