tau	theta0	theta1	pvalue	downtau(alpha=0.01)	uptau(alpha=0.01)	downtau(alpha=0.05)	uptau(alpha=0.05)	downtau(alpha=0.1)	uptau(alpha=0.1)	downtheta0(alpha=0.01)	uptheta0(alpha=0.01)	downtheta0(alpha=0.05)	uptheta0(alpha=0.05)	downtheta0(alpha=0.1)	uptheta0(alpha=0.1)	downtheta1(alpha=0.01)	uptheta1(alpha=0.01)	downtheta1(alpha=0.05)	uptheta1(alpha=0.05)	downtheta1(alpha=0.1)	uptheta1(alpha=0.1)	IS_tau	IS_theta0	IS_theta1	IS_pvalue	IS_downtau(alpha=0.01)	IS_uptau(alpha=0.01)	IS_downtau(alpha=0.05)	IS_uptau(alpha=0.05)	IS_downtau(alpha=0.1)	IS_uptau(alpha=0.1)	IS_downtheta0(alpha=0.01)	IS_uptheta0(alpha=0.01)	IS_downtheta0(alpha=0.05)	IS_uptheta0(alpha=0.05)	IS_downtheta0(alpha=0.1)	IS_uptheta0(alpha=0.1)	IS_downtheta1(alpha=0.01)	IS_uptheta1(alpha=0.01)	IS_downtheta1(alpha=0.05)	IS_uptheta1(alpha=0.05)	IS_downtheta1(alpha=0.1)	IS_uptheta1(alpha=0.1)	MSH	SH	MASH	P	SHchanges	DH	HBC
6.070	0.000	35.293	0.08700000	2.156	8.922	3.232	8.020	3.709	7.607	0.000	3.676	0.000	2.435	0.000	1.890	13.564	99999.000	19.336	99999.000	23.691	99999.000	10.105	0.000	27.910	0.83700000	3.592	15.414	5.256	13.848	6.244	13.135	0.000	5.618	0.000	3.799	0.000	2.791	14.148	99999.000	18.552	427.285	21.660	203.223	0.398787	0.820721	0.799549	0.105620	0.770115	0.373621	0.108696
5.287	0.004	21.926	0.72100000	1.752	8.648	2.553	7.506	3.064	7.039	0.000	3.713	0.000	2.208	0.000	1.543	8.586	99999.000	12.375	99999.000	14.055	99999.000	9.543	0.000	23.965	0.71200000	3.705	15.373	4.975	13.383	5.773	12.510	0.000	5.367	0.000	3.136	0.000	2.324	11.431	99999.000	13.640	224.668	16.975	124.668	0.319272	0.642282	0.638255	0.011132	0.666667	0.393089	0.023810
5.594	0.011	32.852	0.47300000	2.148	8.162	2.941	7.469	3.436	6.992	0.000	3.162	0.000	2.359	0.000	1.742	13.301	99999.000	17.039	99999.000	21.133	99999.000	10.164	0.002	29.526	0.14700000	3.947	14.979	5.148	13.492	6.117	12.883	0.000	5.941	0.000	3.313	0.000	2.510	14.097	99999.000	19.136	472.026	22.014	224.214	0.238431	0.760088	0.751909	0.032967	0.697368	0.393511	0.044444
4.607	0.005	61.895	0.21900000	2.160	6.139	2.764	5.670	2.980	5.500	0.000	2.067	0.000	1.596	0.000	1.403	14.690	99999.000	22.788	99999.000	28.408	99999.000	6.387	2.433	34.961	0.37700000	2.123	16.387	3.762	14.428	4.434	12.684	0.000	14.607	0.000	8.768	0.000	5.319	13.804	99999.000	18.286	99999.000	21.394	308.711	0.290966	0.856711	0.838941	0.110330	0.733333	0.417756	0.100000
6.221	0.002	49.541	0.43400000	2.609	8.594	3.658	7.816	4.029	7.494	0.000	3.008	0.000	2.217	0.000	1.738	18.965	99999.000	25.361	99999.000	29.463	99999.000	9.113	2.072	38.662	0.80500000	4.551	20.342	5.633	16.816	6.850	14.875	0.000	9.599	0.000	5.322	0.000	3.747	16.270	99999.000	21.621	771.162	25.190	255.850	0.384957	0.812652	0.799027	0.067797	0.787611	0.425717	0.070175
5.451	0.000	67.266	0.09100000	2.623	7.209	3.438	6.701	3.707	6.447	0.000	2.675	0.000	1.979	0.000	1.589	23.984	99999.000	30.215	99999.000	35.664	99999.000	10.467	0.004	152.031	0.00000000	6.635	12.912	7.412	12.209	7.934	11.822	0.000	3.099	0.000	2.445	0.000	2.101	69.668	99999.000	85.312	99999.000	100.898	99999.000	0.424225	0.838669	0.811048	0.146182	0.800000	0.449252	0.098361
4.021	0.014	27.285	0.62400000	1.303	6.029	1.947	5.459	2.344	5.252	0.000	2.382	0.000	1.649	0.000	1.346	7.285	99999.000	11.724	99999.000	14.409	99999.000	7.484	0.000	178.125	0.02700000	4.762	8.982	5.348	8.588	5.686	8.336	0.000	2.682	0.000	1.911	0.000	1.679	57.773	99999.000	72.188	99999.000	85.430	99999.000	0.283916	0.812924	0.741532	0.276210	0.793814	0.459620	0.109091
5.471	0.000	19.160	0.43500000	1.564	8.848	2.494	7.982	3.000	7.494	0.000	3.762	0.000	2.494	0.000	1.870	8.506	99999.000	11.970	99999.000	12.949	99999.000	12.562	0.000	35.938	0.04900000	4.834	17.594	7.426	16.355	8.219	15.621	0.000	5.214	0.000	3.577	0.000	2.719	21.254	99999.000	24.951	764.688	27.090	263.750	0.414263	0.634787	0.563847	0.162650	0.795918	0.534762	0.062500
5.988	0.002	38.848	0.56100000	2.611	8.582	3.354	7.875	3.711	7.574	0.000	3.398	0.000	2.324	0.000	1.881	13.549	99999.000	18.979	99999.000	23.828	99999.000	7.820	1.700	30.332	0.74600000	3.020	18.215	4.672	15.318	5.256	13.182	0.000	6.602	0.000	4.671	0.000	3.696	14.640	99999.000	18.723	1367.832	21.609	283.770	0.200654	0.788332	0.744204	0.172515	0.760870	0.324264	0.131148
4.408	0.018	32.388	0.57500000	1.477	6.369	2.240	5.873	2.689	5.576	0.000	2.714	0.000	1.818	0.000	1.394	9.618	99999.000	14.165	99999.000	16.554	99999.000	4.873	1.592	24.219	0.87300000	1.770	14.846	2.404	11.283	3.090	9.951	0.000	7.119	0.000	3.392	0.000	2.533	10.784	99999.000	13.057	99999.000	15.742	99999.000	0.185502	0.804335	0.760985	0.181372	0.791667	0.250553	0.120690
6.471	0.000	91.367	0.04800000	3.643	8.418	4.170	7.729	4.477	7.527	0.000	3.013	0.000	2.062	0.000	1.684	30.469	99999.000	39.766	99999.000	46.274	99999.000	11.666	0.000	79.985	0.05200000	6.789	14.945	8.020	13.982	8.547	13.504	0.000	4.300	0.000	3.027	0.000	2.450	37.593	99999.000	48.188	99999.000	56.021	99999.000	0.521956	0.824123	0.786397	0.176616	0.728155	0.451948	0.113636
6.057	0.028	47.222	0.69900000	2.701	8.543	3.439	7.719	3.986	7.453	0.000	3.212	0.000	2.183	0.000	1.872	16.597	99999.000	24.438	99999.000	27.847	99999.000	10.191	0.009	31.809	0.84700000	3.928	14.779	5.648	13.719	6.467	13.012	0.000	5.068	0.000	3.668	0.000	2.672	16.689	99999.000	21.989	5251.809	24.036	344.934	0.275728	0.864082	0.841511	0.142414	0.774775	0.319679	0.123077
4.500	0.004	123.281	0.31600000	2.443	5.814	2.922	5.357	3.121	5.193	0.000	1.761	0.000	1.389	0.000	1.223	23.770	99999.000	32.109	99999.000	41.719	99999.000	8.217	0.002	44.336	0.70500000	3.955	11.805	4.791	10.668	5.318	10.104	0.000	3.753	0.000	2.864	0.000	2.224	19.619	99999.000	26.387	99999.000	32.913	99999.000	0.245322	0.847266	0.800754	0.233438	0.768293	0.412571	0.090909
5.230	0.002	69.492	0.13400000	2.424	7.098	3.125	6.473	3.523	6.119	0.000	2.340	0.000	1.869	0.000	1.628	19.844	99999.000	26.836	99999.000	32.285	99999.000	8.223	0.000	30.444	0.91000000	3.020	12.492	4.381	11.104	5.023	10.652	0.000	4.846	0.000	2.804	0.000	2.155	14.019	99999.000	19.010	99999.000	21.476	99999.000	0.256700	0.764811	0.763033	0.007502	0.758621	0.299058	0.019231
4.295	0.000	1847.500	0.03600000	2.811	4.906	3.137	4.793	3.268	4.684	0.000	1.412	0.000	1.025	0.000	0.861	40.391	99999.000	52.695	99999.000	72.266	99999.000	8.209	0.000	57.344	0.09600000	3.941	11.441	5.244	10.201	5.631	9.770	0.000	4.069	0.000	2.653	0.000	2.036	26.963	99999.000	33.242	99999.000	37.754	99999.000	0.306252	0.881069	0.862251	0.136611	0.821053	0.447414	0.098361
3.307	1.362	149.375	0.26800000	1.348	8.021	2.018	6.525	2.439	5.949	0.000	7.133	0.000	4.069	0.000	2.698	17.378	99999.000	21.830	99999.000	28.125	99999.000	8.334	0.030	51.621	0.41500000	3.957	11.230	5.059	10.441	5.596	10.109	0.000	3.519	0.000	2.628	0.000	2.153	22.207	99999.000	31.641	99999.000	35.449	99999.000	0.328364	0.835127	0.812622	0.120107	0.800000	0.407554	0.114754
6.027	0.837	32.930	0.93300000	2.432	11.086	3.727	9.467	4.201	8.898	0.000	5.238	0.000	3.361	0.000	2.626	14.004	99999.000	20.400	99999.000	22.539	99999.000	14.445	0.251	37.281	0.11500000	6.531	21.275	9.080	19.336	9.582	18.334	0.000	6.797	0.000	4.526	0.000	2.971	16.921	99999.000	22.631	218.844	27.003	165.055	0.431841	0.790045	0.773453	0.073239	0.752381	0.476278	0.055556
3.453	0.000	99999.000	0.01400000	2.715	4.100	2.951	3.908	2.988	3.836	0.000	0.722	0.000	0.388	0.000	0.093	23.258	99999.000	32.008	99999.000	40.719	99999.000	5.324	0.499	30.293	0.27400000	2.246	9.865	3.094	8.094	3.490	7.752	0.000	3.552	0.000	2.371	0.000	1.905	12.285	99999.000	16.650	99999.000	20.173	99999.000	0.202435	0.859075	0.834164	0.150213	0.765432	0.372771	0.180000
4.381	0.000	27.852	0.19200000	1.355	6.975	2.068	6.049	2.484	5.695	0.000	2.570	0.000	1.726	0.000	1.519	8.253	99999.000	13.457	99999.000	16.426	99999.000	6.096	0.002	24.241	0.33000000	2.154	9.529	3.182	8.311	3.664	7.943	0.000	3.366	0.000	2.231	0.000	1.763	9.993	99999.000	14.402	99999.000	17.041	99999.000	0.174421	0.607920	0.561071	0.106735	0.750000	0.262059	0.148936
5.590	0.000	54.141	0.14200000	2.496	7.523	3.160	6.943	3.576	6.711	0.000	2.868	0.000	2.109	0.000	1.738	21.885	99999.000	27.168	99999.000	30.312	99999.000	8.527	0.004	39.907	0.49600000	3.770	12.004	4.672	10.869	5.279	10.525	0.000	4.034	0.000	3.090	0.000	2.464	18.911	99999.000	26.600	99999.000	30.117	99999.000	0.232690	0.720833	0.705357	0.052525	0.741935	0.327690	0.083333
5.303	0.731	29.600	0.39800000	1.912	10.414	2.924	8.539	3.420	7.986	0.000	4.022	0.000	2.587	0.000	2.030	11.639	99999.000	15.674	99999.000	19.746	99999.000	8.330	0.012	40.510	0.17500000	3.811	11.818	4.795	10.707	5.508	10.273	0.000	3.971	0.000	2.667	0.000	1.914	19.922	99999.000	25.706	99999.000	29.768	99999.000	0.310151	0.825624	0.812116	0.071895	0.736842	0.289412	0.058824
4.330	0.870	61.797	0.12200000	2.322	7.758	2.949	6.799	3.287	6.436	0.000	5.476	0.000	2.245	0.000	1.788	15.234	99999.000	20.527	99999.000	26.406	99999.000	4.238	3.357	53.516	0.25200000	1.332	16.066	1.822	12.326	2.262	10.865	0.000	16.995	0.000	11.225	0.000	9.084	14.283	99999.000	18.472	99999.000	21.228	99999.000	0.167180	0.757041	0.745444	0.045555	0.731707	0.256923	0.081633
5.289	0.002	93.984	0.15900000	2.844	6.914	3.273	6.455	3.650	6.172	0.000	2.199	0.000	1.679	0.000	1.429	26.230	99999.000	35.166	99999.000	44.375	99999.000	10.094	0.004	27.295	0.57900000	3.873	15.562	5.480	13.602	6.080	12.939	0.000	5.585	0.000	3.503	0.000	2.682	12.234	99999.000	16.973	627.295	19.668	222.998	0.337642	0.810917	0.801310	0.048352	0.787234	0.394190	0.063830
5.266	0.000	38.516	0.29800000	2.354	7.414	2.828	6.771	3.301	6.480	0.000	2.953	0.000	2.067	0.000	1.712	13.486	99999.000	18.461	99999.000	22.324	99999.000	9.023	0.005	52.734	0.25800000	4.676	11.969	5.568	11.197	6.023	10.838	0.000	4.577	0.000	3.113	0.000	2.340	30.405	99999.000	35.144	99999.000	38.723	99999.000	0.302931	0.773091	0.654546	0.343157	0.801980	0.413158	0.137931
7.166	1.482	18.241	0.76300000	1.441	17.119	3.486	14.334	4.342	12.752	0.000	7.550	0.000	3.844	0.000	2.561	8.580	99999.000	11.610	250.116	13.239	99.335	13.691	0.002	49.590	0.20500000	6.980	18.684	8.227	17.225	9.402	16.516	0.000	6.421	0.000	4.039	0.000	3.138	25.120	99999.000	33.301	1519.590	36.575	383.340	0.372764	0.846702	0.805704	0.211006	0.733945	0.393992	0.103448
5.188	0.000	57.266	0.49800000	2.611	6.984	2.988	6.520	3.424	6.260	0.000	2.684	0.000	1.923	0.000	1.485	17.642	99999.000	24.492	99999.000	29.609	99999.000	8.625	0.000	30.107	0.80800000	3.148	12.607	4.771	11.434	5.320	11.033	0.000	4.379	0.000	2.776	0.000	2.041	14.958	99999.000	20.271	99999.000	22.848	688.857	0.281740	0.851965	0.802450	0.250645	0.797872	0.338768	0.125000
5.643	0.000	41.992	0.57500000	2.705	8.158	3.297	7.422	3.615	7.033	0.000	2.855	0.000	1.948	0.000	1.577	13.669	99999.000	21.504	99999.000	26.133	99999.000	10.191	0.003	32.312	0.97000000	4.676	15.002	5.779	13.484	6.623	12.625	0.000	4.609	0.000	3.117	0.000	2.246	15.942	99999.000	20.549	1779.812	23.601	309.500	0.256233	0.813204	0.782497	0.141178	0.761468	0.400278	0.115385
5.662	0.004	58.828	0.48500000	2.566	7.625	3.291	7.012	3.654	6.693	0.000	2.549	0.000	1.923	0.000	1.659	20.713	99999.000	28.276	99999.000	33.750	99999.000	8.719	0.000	99999.000	0.00000000	7.527	9.475	7.830	9.285	7.980	9.178	0.000	0.990	0.000	0.622	0.000	0.229	92.438	99999.000	143.375	99999.000	181.500	99999.000	0.393196	0.866310	0.847351	0.124199	0.770642	0.348615	0.101695
5.145	0.000	99999.000	0.02300000	4.014	5.861	4.473	5.645	4.633	5.543	0.000	0.900	0.000	0.545	0.000	0.216	42.906	99999.000	56.891	99999.000	75.094	99999.000	9.234	0.007	78.105	0.36300000	5.238	11.664	6.123	11.121	6.580	10.770	0.000	3.405	0.000	2.522	0.000	2.116	34.004	99999.000	46.494	99999.000	55.430	99999.000	0.323957	0.844360	0.840077	0.026784	0.773196	0.411973	0.039216
5.598	0.000	33.984	0.29900000	2.297	8.113	3.209	7.631	3.459	7.082	0.000	2.793	0.000	2.027	0.000	1.543	12.417	99999.000	19.414	99999.000	21.953	99999.000	7.408	0.000	42.969	0.03900000	3.375	10.377	4.223	9.508	4.803	9.027	0.000	3.823	0.000	2.533	0.000	1.920	21.274	99999.000	26.094	99999.000	30.022	99999.000	0.246009	0.774236	0.761223	0.054501	0.774510	0.257209	0.052632
4.201	0.139	19.248	0.86300000	1.014	7.225	1.779	6.322	2.271	6.025	0.000	2.902	0.000	1.883	0.000	1.517	6.180	99999.000	9.482	99999.000	12.090	99999.000	6.227	1.243	20.950	0.95600000	1.820	15.918	3.508	11.793	4.100	10.609	0.000	5.319	0.000	3.450	0.000	2.628	9.193	99999.000	12.505	99999.000	14.524	306.887	0.216008	0.811346	0.773078	0.168639	0.750000	0.387452	0.155556
8.492	0.387	25.786	0.67600000	2.959	13.426	4.664	11.893	5.312	11.367	0.000	5.195	0.000	3.198	0.000	2.231	12.211	99999.000	15.972	892.661	18.740	187.974	15.186	0.018	39.227	0.82100000	7.145	21.199	8.781	19.662	10.070	18.791	0.000	6.437	0.000	4.106	0.000	3.196	21.063	1296.727	26.263	289.540	29.019	177.040	0.492089	0.707295	0.696215	0.036475	0.729730	0.401737	0.037736
5.355	0.002	64.453	0.14800000	2.531	7.123	3.051	6.533	3.541	6.305	0.000	2.535	0.000	1.872	0.000	1.535	21.484	99999.000	28.125	99999.000	31.543	99999.000	7.633	0.731	29.744	0.67500000	2.838	12.637	4.508	11.352	5.139	10.705	0.000	4.739	0.000	2.885	0.000	2.203	13.958	99999.000	17.771	99999.000	20.369	20359.744	0.331779	0.789590	0.763930	0.108698	0.787879	0.302967	0.100000
3.777	0.004	99999.000	0.25900000	2.754	4.533	3.094	4.270	3.275	4.199	0.000	0.761	0.000	0.566	0.000	0.285	27.008	99999.000	37.320	99999.000	48.453	99999.000	6.875	0.000	70.156	0.44500000	3.781	9.027	4.338	8.373	4.766	8.125	0.000	2.800	0.000	2.262	0.000	1.918	26.602	99999.000	35.703	99999.000	41.445	99999.000	0.284704	0.848921	0.782974	0.303868	0.762500	0.418943	0.157895
5.137	0.002	81.357	0.10100000	2.715	6.770	3.242	6.342	3.480	6.115	0.000	2.297	0.000	1.839	0.000	1.593	26.318	99999.000	33.193	99999.000	38.779	99999.000	9.346	0.130	54.880	0.37100000	4.818	12.355	6.078	11.779	6.551	11.357	0.000	4.101	0.000	2.862	0.000	2.480	27.019	99999.000	35.837	99999.000	39.919	99999.000	0.395269	0.851357	0.815754	0.193238	0.808081	0.449601	0.094340
6.055	0.014	37.930	0.33400000	2.607	8.398	3.389	7.941	3.789	7.482	0.000	3.611	0.000	2.199	0.000	1.744	17.317	99999.000	20.869	99999.000	25.150	99999.000	13.133	0.000	25.605	0.72300000	4.553	20.117	6.539	18.129	7.883	17.193	0.000	6.509	0.000	4.700	0.000	2.957	13.591	198.027	16.885	125.449	18.945	102.949	0.312223	0.890250	0.862174	0.203705	0.785047	0.462315	0.129032
4.955	0.002	25.508	0.11800000	1.795	7.525	2.293	6.918	2.795	6.496	0.000	3.169	0.000	2.032	0.000	1.563	8.756	99999.000	14.307	99999.000	16.846	99999.000	10.141	0.002	17.781	0.72100000	2.438	17.217	4.158	14.754	5.383	13.551	0.000	6.073	0.000	3.626	0.000	2.769	8.355	309.343	12.058	93.250	13.405	77.937	0.295851	0.629190	0.561452	0.154460	0.808989	0.418522	0.106383
4.625	0.007	55.508	0.43000000	2.182	6.633	2.664	5.912	3.020	5.623	0.000	2.582	0.000	1.780	0.000	1.424	16.226	99999.000	21.543	99999.000	26.035	99999.000	7.568	0.000	30.815	0.63400000	3.061	11.197	3.936	10.350	4.465	9.686	0.000	3.640	0.000	2.361	0.000	1.812	14.723	99999.000	18.218	99999.000	22.268	99999.000	0.268260	0.794604	0.792401	0.010610	0.772277	0.336532	0.051724
4.975	0.005	37.305	0.61600000	1.752	7.180	2.650	6.635	3.004	6.396	0.000	2.508	0.000	1.963	0.000	1.550	13.916	99999.000	17.549	99999.000	22.227	99999.000	9.688	1.777	25.088	0.75400000	3.021	21.891	4.863	17.953	6.246	15.934	0.000	8.935	0.000	5.321	0.000	4.075	12.045	99999.000	14.955	159.150	17.366	99.775	0.426518	0.904344	0.803109	0.514170	0.789474	0.509757	0.169492
5.049	0.000	276.875	0.04100000	3.070	5.998	3.467	5.766	3.709	5.635	0.000	1.721	0.000	1.378	0.000	1.201	38.398	99999.000	52.812	99999.000	61.172	99999.000	8.695	0.007	55.938	0.06500000	4.576	11.859	5.486	10.895	5.938	10.455	0.000	3.772	0.000	2.616	0.000	2.078	28.936	99999.000	32.300	99999.000	37.578	99999.000	0.389433	0.750283	0.745754	0.017817	0.805556	0.411544	0.050000
5.682	0.009	72.812	0.16800000	2.805	7.408	3.430	7.041	3.826	6.791	0.000	2.552	0.000	1.870	0.000	1.492	20.977	99999.000	29.031	99999.000	35.605	99999.000	9.623	0.004	63.555	0.38900000	5.191	12.602	6.107	11.809	6.695	11.314	0.000	3.568	0.000	2.937	0.000	2.391	32.842	99999.000	41.006	99999.000	45.742	99999.000	0.306671	0.789680	0.772698	0.074712	0.742268	0.363278	0.061224
4.367	0.002	99999.000	0.00300000	3.299	5.084	3.615	4.895	3.777	4.787	0.000	0.958	0.000	0.613	0.000	0.385	36.617	99999.000	51.188	99999.000	63.219	99999.000	7.482	0.000	115.547	0.11800000	3.920	9.189	5.014	8.795	5.469	8.449	0.000	2.909	0.000	2.255	0.000	1.796	39.316	99999.000	52.314	99999.000	64.180	99999.000	0.191735	0.866899	0.844466	0.144232	0.793814	0.405019	0.122807
4.461	0.000	99999.000	0.03600000	3.688	5.176	3.914	4.988	3.969	4.908	0.000	0.900	0.000	0.517	0.000	0.179	32.242	99999.000	47.672	99999.000	61.031	99999.000	12.537	0.004	68.145	0.09100000	7.041	15.852	7.932	15.098	8.666	14.562	0.000	5.008	0.000	3.435	0.000	2.672	34.004	99999.000	43.066	99999.000	50.098	99999.000	0.511686	0.825639	0.815324	0.055850	0.837838	0.601504	0.072727
4.668	0.016	113.281	0.40300000	2.512	5.973	3.012	5.584	3.340	5.463	0.000	2.016	0.000	1.480	0.000	1.188	21.436	99999.000	30.938	99999.000	40.098	99999.000	9.045	0.000	1410.000	0.00000000	6.789	9.947	7.178	9.740	7.428	9.611	0.000	2.053	0.000	1.575	0.000	1.352	129.062	99999.000	191.875	99999.000	255.938	99999.000	0.353767	0.836684	0.788317	0.228486	0.780220	0.440719	0.103448
5.887	0.000	64.688	0.18800000	3.029	7.750	3.762	7.381	4.051	6.984	0.000	2.958	0.000	1.921	0.000	1.631	21.177	99999.000	29.219	99999.000	33.711	99999.000	11.242	0.004	72.656	0.17700000	6.111	14.764	7.336	13.473	8.047	13.152	0.000	4.298	0.000	3.132	0.000	2.577	37.197	99999.000	47.910	99999.000	54.258	99999.000	0.473002	0.799068	0.783014	0.073986	0.771739	0.451120	0.108696
3.871	0.000	99999.000	0.01200000	2.988	4.582	3.328	4.363	3.404	4.270	0.000	0.731	0.000	0.380	0.000	0.123	27.789	99999.000	39.547	99999.000	49.469	99999.000	7.910	0.005	84.688	0.29900000	4.502	10.203	5.203	9.357	5.646	9.137	0.000	3.206	0.000	2.254	0.000	1.935	34.014	99999.000	44.805	99999.000	54.756	99999.000	0.322327	0.868147	0.842773	0.161384	0.791667	0.489322	0.109091
5.275	0.026	64.922	0.41300000	2.494	7.303	3.193	6.701	3.469	6.373	0.000	2.753	0.000	1.840	0.000	1.545	19.277	99999.000	26.494	99999.000	31.636	99999.000	9.396	0.000	61.484	0.13400000	4.803	12.189	5.885	11.451	6.502	11.107	0.000	4.337	0.000	3.306	0.000	2.535	28.828	99999.000	37.090	99999.000	42.148	99999.000	0.285340	0.787295	0.773733	0.059939	0.763441	0.396050	0.072727
4.285	1.048	31.211	0.95500000	1.256	9.629	2.383	8.371	2.848	7.465	0.000	4.906	0.000	2.686	0.000	1.900	11.489	99999.000	14.443	99999.000	17.158	99999.000	9.377	0.004	55.471	0.95700000	4.814	12.947	5.941	11.826	6.359	11.318	0.000	3.693	0.000	2.807	0.000	2.285	27.825	99999.000	35.276	99999.000	38.870	99999.000	0.317868	0.837338	0.741220	0.371428	0.781513	0.418136	0.096774
4.527	0.002	99999.000	0.02700000	3.363	5.332	3.812	5.059	3.977	4.949	0.000	0.821	0.000	0.610	0.000	0.318	31.344	99999.000	50.875	99999.000	62.047	99999.000	5.691	0.000	453.125	0.01700000	3.766	6.551	4.113	6.316	4.324	6.189	0.000	1.723	0.000	1.438	0.000	1.141	47.734	99999.000	74.766	99999.000	96.719	99999.000	0.258249	0.894796	0.866816	0.210080	0.786408	0.356116	0.125000
3.309	0.004	99999.000	0.02700000	2.316	3.988	2.680	3.803	2.861	3.738	0.000	0.795	0.000	0.452	0.000	0.213	21.109	99999.000	30.016	99999.000	39.234	99999.000	4.309	0.513	33.262	0.80800000	1.465	7.605	2.461	6.582	2.824	6.270	0.000	2.946	0.000	1.990	0.000	1.531	10.488	99999.000	15.757	99999.000	18.926	99999.000	0.125171	0.833334	0.798485	0.172933	0.750000	0.266451	0.125000
3.654	0.011	86.406	0.17700000	1.959	4.723	2.281	4.486	2.451	4.340	0.000	1.656	0.000	1.239	0.000	1.009	14.414	99999.000	20.742	99999.000	25.273	99999.000	3.383	1.582	48.906	0.36600000	1.121	11.049	1.752	8.250	2.176	7.357	0.000	9.272	0.000	4.388	0.000	3.073	10.781	99999.000	13.916	99999.000	16.758	99999.000	0.142120	0.781472	0.694278	0.285206	0.743590	0.301415	0.204082
5.051	0.000	332.500	0.07500000	3.215	5.893	3.527	5.686	3.699	5.570	0.000	1.593	0.000	1.297	0.000	1.113	44.375	99999.000	57.031	99999.000	68.516	99999.000	9.574	0.000	73.555	0.16600000	5.203	12.328	6.121	11.643	6.832	11.191	0.000	4.651	0.000	3.036	0.000	2.537	33.838	99999.000	42.930	99999.000	49.565	99999.000	0.379231	0.795642	0.754320	0.168195	0.794393	0.434373	0.089286
4.773	0.002	343.125	0.09000000	3.082	5.713	3.346	5.418	3.520	5.266	0.000	1.735	0.000	1.266	0.000	1.005	37.383	99999.000	53.047	99999.000	66.875	99999.000	7.418	0.000	99999.000	0.00300000	5.979	8.254	6.602	7.986	6.795	7.867	0.000	1.060	0.000	0.496	0.000	0.179	75.875	99999.000	103.844	99999.000	134.781	99999.000	0.299953	0.826799	0.781744	0.206434	0.741176	0.342326	0.102041
3.469	0.107	79.766	0.27500000	1.814	4.920	2.096	4.598	2.311	4.357	0.000	1.756	0.000	1.322	0.000	1.060	11.377	99999.000	19.561	99999.000	24.492	99999.000	5.508	0.696	44.336	0.05300000	2.531	9.467	3.396	8.543	3.828	7.910	0.000	4.509	0.000	2.436	0.000	1.860	17.495	99999.000	24.238	99999.000	27.446	99999.000	0.270338	0.764092	0.707202	0.194295	0.743902	0.393231	0.120000
4.699	0.294	25.254	0.65100000	1.553	7.824	2.430	7.117	2.832	6.648	0.000	3.081	0.000	1.874	0.000	1.533	8.730	99999.000	12.200	99999.000	15.742	99999.000	8.762	0.000	102.344	0.12500000	4.746	10.984	5.863	10.361	6.430	10.047	0.000	3.398	0.000	2.529	0.000	2.083	44.453	99999.000	55.820	99999.000	63.047	99999.000	0.280038	0.743120	0.648100	0.270019	0.798319	0.429794	0.155172
4.816	0.000	423.750	0.08800000	3.098	5.646	3.428	5.438	3.646	5.285	0.000	1.703	0.000	1.232	0.000	1.048	41.113	99999.000	60.234	99999.000	70.684	99999.000	9.445	0.833	30.415	0.97900000	3.875	15.967	5.643	13.994	6.352	13.250	0.000	5.671	0.000	3.623	0.000	2.793	15.903	99999.000	19.133	622.290	21.616	195.103	0.319497	0.853333	0.831112	0.131576	0.767677	0.456685	0.107143
5.555	0.207	15.955	0.33900000	1.246	10.250	2.543	8.848	3.016	7.947	0.000	3.895	0.000	2.776	0.000	1.955	6.511	99999.000	9.109	99999.000	10.641	1179.705	7.979	0.000	80.781	0.04200000	4.490	9.994	5.244	9.521	5.627	9.215	0.000	3.575	0.000	2.672	0.000	2.014	33.750	99999.000	44.844	99999.000	50.879	99999.000	0.263769	0.798055	0.706522	0.311892	0.767677	0.345298	0.145455
4.229	0.004	99999.000	0.11600000	3.182	4.947	3.535	4.723	3.715	4.629	0.000	0.867	0.000	0.513	0.000	0.285	33.297	99999.000	45.328	99999.000	59.391	99999.000	6.258	0.002	59.268	0.38000000	2.848	8.539	3.764	7.736	4.133	7.447	0.000	2.911	0.000	2.181	0.000	1.804	21.475	99999.000	30.508	99999.000	36.475	99999.000	0.218513	0.891455	0.866821	0.184971	0.753247	0.289303	0.115385
5.150	0.009	33.203	0.67600000	1.863	7.650	2.748	6.932	3.205	6.527	0.000	3.553	0.000	2.148	0.000	1.647	11.665	99999.000	16.094	99999.000	20.176	99999.000	8.328	0.000	39.744	0.50300000	3.721	12.301	4.963	10.795	5.473	10.291	0.000	3.651	0.000	2.563	0.000	2.044	19.794	99999.000	24.954	99999.000	28.142	99999.000	0.256012	0.781662	0.737467	0.168340	0.784946	0.356845	0.156863
3.859	0.000	99999.000	0.01200000	3.197	4.600	3.361	4.385	3.418	4.291	0.000	0.795	0.000	0.454	0.000	0.202	25.758	99999.000	41.734	99999.000	50.484	99999.000	8.832	0.007	62.734	0.21300000	4.723	11.945	5.461	10.775	6.035	10.412	0.000	3.526	0.000	2.781	0.000	2.180	28.066	99999.000	36.914	99999.000	43.301	99999.000	0.359185	0.890964	0.844615	0.298283	0.744444	0.545982	0.176471
