tau	theta0	theta1	pvalue	downtau(alpha=0.01)	uptau(alpha=0.01)	downtau(alpha=0.05)	uptau(alpha=0.05)	downtau(alpha=0.1)	uptau(alpha=0.1)	downtheta0(alpha=0.01)	uptheta0(alpha=0.01)	downtheta0(alpha=0.05)	uptheta0(alpha=0.05)	downtheta0(alpha=0.1)	uptheta0(alpha=0.1)	downtheta1(alpha=0.01)	uptheta1(alpha=0.01)	downtheta1(alpha=0.05)	uptheta1(alpha=0.05)	downtheta1(alpha=0.1)	uptheta1(alpha=0.1)	IS_tau	IS_theta0	IS_theta1	IS_pvalue	IS_downtau(alpha=0.01)	IS_uptau(alpha=0.01)	IS_downtau(alpha=0.05)	IS_uptau(alpha=0.05)	IS_downtau(alpha=0.1)	IS_uptau(alpha=0.1)	IS_downtheta0(alpha=0.01)	IS_uptheta0(alpha=0.01)	IS_downtheta0(alpha=0.05)	IS_uptheta0(alpha=0.05)	IS_downtheta0(alpha=0.1)	IS_uptheta0(alpha=0.1)	IS_downtheta1(alpha=0.01)	IS_uptheta1(alpha=0.01)	IS_downtheta1(alpha=0.05)	IS_uptheta1(alpha=0.05)	IS_downtheta1(alpha=0.1)	IS_uptheta1(alpha=0.1)	MSH	SH	MASH	P	SHchanges	DH	HBC
3.074	0.000	1465.000	0.30000000	2.543	3.348	2.543	3.348	2.543	3.348	0.000	0.752	0.000	0.752	0.000	0.752	28.516	99999.000	28.516	99999.000	28.516	99999.000	4.363	0.018	52.451	1.00000000	3.203	5.258	3.203	5.258	3.203	5.258	0.000	1.543	0.000	1.543	0.000	1.543	17.036	99999.000	17.036	99999.000	17.036	99999.000	0.136894	0.799000	0.728484	0.259712	0.775000	0.262001	0.266667
2.484	0.000	99999.000	0.10000000	2.023	2.693	2.023	2.693	2.023	2.693	0.000	0.339	0.000	0.339	0.000	0.339	21.539	99999.000	21.539	99999.000	21.539	99999.000	3.502	0.021	99999.000	0.80000000	2.615	3.678	2.615	3.678	2.615	3.678	0.000	0.700	0.000	0.700	0.000	0.700	24.664	99999.000	24.664	99999.000	24.664	99999.000	0.107496	0.840235	0.769531	0.306782	0.767123	0.312248	0.296296
3.162	0.000	99999.000	0.30000000	2.844	3.383	2.844	3.383	2.844	3.383	0.000	0.011	0.000	0.011	0.000	0.011	17.594	99999.000	17.594	99999.000	17.594	99999.000	3.527	1.329	21.953	0.30000000	2.359	9.777	2.359	9.777	2.359	9.777	0.000	4.894	0.000	4.894	0.000	4.894	9.051	220.391	9.051	220.391	9.051	220.391	0.089354	0.783821	0.774059	0.043209	0.772152	0.274607	0.117647
3.070	0.012	99999.000	0.20000000	2.262	3.451	2.262	3.451	2.262	3.451	0.000	0.074	0.000	0.074	0.000	0.074	40.738	99999.000	40.738	99999.000	40.738	99999.000	4.098	0.000	99999.000	0.00000000	3.895	4.930	3.895	4.930	3.895	4.930	0.000	0.011	0.000	0.011	0.000	0.011	52.984	99999.000	52.984	99999.000	52.984	99999.000	0.114615	0.863037	0.803488	0.303030	0.772152	0.223062	0.303571
2.068	0.000	99999.000	0.00000000	1.877	2.246	1.877	2.246	1.877	2.246	0.000	0.007	0.000	0.007	0.000	0.007	11.656	99999.000	11.656	99999.000	11.656	99999.000	2.883	0.998	202.500	0.20000000	1.273	4.312	1.273	4.312	1.273	4.312	0.000	1.130	0.000	1.130	0.000	1.130	14.078	99999.000	14.078	99999.000	14.078	99999.000	0.090372	0.800683	0.720444	0.287022	0.753623	0.170089	0.224490
2.318	0.000	99999.000	0.00000000	1.539	2.705	1.539	2.705	1.539	2.705	0.000	0.454	0.000	0.454	0.000	0.454	12.750	99999.000	12.750	99999.000	12.750	99999.000	2.684	0.000	99999.000	0.20000000	2.170	3.293	2.170	3.293	2.170	3.293	0.000	0.294	0.000	0.294	0.000	0.294	55.953	99999.000	55.953	99999.000	55.953	99999.000	0.052780	0.790436	0.753274	0.150618	0.737705	0.208951	0.256410
2.797	0.000	99999.000	0.30000000	2.555	3.039	2.555	3.039	2.555	3.039	0.000	0.053	0.000	0.053	0.000	0.053	42.516	99999.000	42.516	99999.000	42.516	99999.000	3.566	0.012	67.031	0.70000000	2.889	4.578	2.889	4.578	2.889	4.578	0.000	1.190	0.000	1.190	0.000	1.190	10.466	99999.000	10.466	99999.000	10.466	99999.000	0.069810	0.775789	0.704603	0.240982	0.743243	0.188831	0.226415
3.840	0.014	22.305	0.80000000	2.865	4.949	2.865	4.949	2.865	4.949	0.000	0.025	0.000	0.025	0.000	0.025	17.617	99999.000	17.617	99999.000	17.617	99999.000	5.133	0.023	23.801	1.00000000	2.939	6.330	2.939	6.330	2.939	6.330	0.000	1.825	0.000	1.825	0.000	1.825	19.084	99999.000	19.084	99999.000	19.084	99999.000	0.143879	0.774847	0.689119	0.275758	0.743590	0.246276	0.122449
2.254	1.058	137.656	0.20000000	1.996	4.875	1.996	4.875	1.996	4.875	0.000	0.756	0.000	0.756	0.000	0.756	20.181	99999.000	20.181	99999.000	20.181	99999.000	3.934	0.714	32.812	0.70000000	3.266	7.439	3.266	7.439	3.266	7.439	0.000	1.746	0.000	1.746	0.000	1.746	17.617	99999.000	17.617	99999.000	17.617	99999.000	0.120632	0.855856	0.778378	0.349593	0.740260	0.262178	0.226415
3.023	0.114	98.906	0.70000000	1.707	3.742	1.707	3.742	1.707	3.742	0.000	1.350	0.000	1.350	0.000	1.350	18.892	99999.000	18.892	99999.000	18.892	99999.000	4.562	0.652	22.197	0.60000000	2.773	5.658	2.773	5.658	2.773	5.658	0.000	2.839	0.000	2.839	0.000	2.839	20.803	99999.000	20.803	99999.000	20.803	99999.000	0.202570	0.765911	0.744987	0.082052	0.760563	0.336864	0.090909
3.678	0.004	99999.000	0.00000000	2.742	4.045	2.742	4.045	2.742	4.045	0.000	0.710	0.000	0.710	0.000	0.710	49.469	99999.000	49.469	99999.000	49.469	99999.000	4.223	0.000	612.500	0.20000000	3.045	4.775	3.045	4.775	3.045	4.775	0.000	0.207	0.000	0.207	0.000	0.207	66.016	99999.000	66.016	99999.000	66.016	99999.000	0.085260	0.863091	0.846506	0.108046	0.750000	0.156766	0.098039
3.721	0.000	99999.000	0.00000000	3.365	4.238	3.365	4.238	3.365	4.238	0.000	0.272	0.000	0.272	0.000	0.272	57.516	99999.000	57.516	99999.000	57.516	99999.000	5.059	0.007	114.375	0.30000000	4.100	5.807	4.100	5.807	4.100	5.807	0.000	1.074	0.000	1.074	0.000	1.074	55.703	99999.000	55.703	99999.000	55.703	99999.000	0.167148	0.855287	0.831633	0.140496	0.792683	0.282323	0.153846
2.898	0.000	99999.000	0.10000000	2.422	3.512	2.422	3.512	2.422	3.512	0.000	0.026	0.000	0.026	0.000	0.026	72.672	99999.000	72.672	99999.000	72.672	99999.000	3.875	0.004	40.469	0.20000000	2.113	5.066	2.113	5.066	2.113	5.066	0.000	1.651	0.000	1.651	0.000	1.651	25.352	99999.000	25.352	99999.000	25.352	99999.000	0.119439	0.724889	0.636444	0.243277	0.810811	0.227927	0.210526
3.719	0.000	99999.000	0.00000000	3.416	4.078	3.416	4.078	3.416	4.078	0.000	0.563	0.000	0.563	0.000	0.563	33.648	99999.000	33.648	99999.000	33.648	99999.000	4.893	0.000	267.188	0.00000000	4.117	5.344	4.117	5.344	4.117	5.344	0.000	0.742	0.000	0.742	0.000	0.742	63.984	99999.000	63.984	99999.000	63.984	99999.000	0.154357	0.849003	0.829416	0.114823	0.797619	0.214990	0.134615
3.822	0.000	99999.000	0.00000000	3.135	4.258	3.135	4.258	3.135	4.258	0.000	1.071	0.000	1.071	0.000	1.071	146.578	99999.000	146.578	99999.000	146.578	99999.000	4.959	0.030	124.141	0.30000000	3.381	5.293	3.381	5.293	3.381	5.293	0.000	1.475	0.000	1.475	0.000	1.475	74.062	99999.000	74.062	99999.000	74.062	99999.000	0.136709	0.848774	0.811118	0.199365	0.774194	0.235791	0.194030
3.453	0.002	99999.000	0.00000000	2.574	3.893	2.574	3.893	2.574	3.893	0.000	0.629	0.000	0.629	0.000	0.629	24.508	99999.000	24.508	99999.000	24.508	99999.000	5.279	0.002	99999.000	0.00000000	4.930	5.600	4.930	5.600	4.930	5.600	0.000	0.422	0.000	0.422	0.000	0.422	74.078	99999.000	74.078	99999.000	74.078	99999.000	0.210945	0.851119	0.786049	0.304135	0.802326	0.326522	0.166667
3.219	0.000	99999.000	0.00000000	2.975	3.531	2.975	3.531	2.975	3.531	0.000	0.026	0.000	0.026	0.000	0.026	66.656	99999.000	66.656	99999.000	66.656	99999.000	3.383	1.329	36.250	0.60000000	1.139	4.938	1.139	4.938	1.139	4.938	0.000	1.598	0.000	1.598	0.000	1.598	31.797	99999.000	31.797	99999.000	31.797	99999.000	0.131824	0.815598	0.787172	0.133564	0.774648	0.298646	0.229167
2.824	0.039	60.469	0.70000000	1.684	3.654	1.684	3.654	1.684	3.654	0.000	1.085	0.000	1.085	0.000	1.085	11.299	99999.000	11.299	99999.000	11.299	99999.000	2.439	1.044	613.750	0.80000000	1.406	7.322	1.406	7.322	1.406	7.322	0.000	2.932	0.000	2.932	0.000	2.932	11.621	99999.000	11.621	99999.000	11.621	99999.000	0.067288	0.810994	0.687876	0.394451	0.787879	0.198096	0.122449
2.330	0.104	5.707	0.80000000	0.750	3.660	0.750	3.660	0.750	3.660	0.000	0.410	0.000	0.410	0.000	0.410	3.053	99999.000	3.053	99999.000	3.053	99999.000	2.918	0.004	5.605	0.70000000	0.000	4.057	0.000	4.057	0.000	4.057	0.000	0.023	0.000	0.023	0.000	0.023	2.600	99999.000	2.600	99999.000	2.600	99999.000	0.029602	0.475728	0.426397	0.086002	0.689655	0.120406	0.333333
4.451	0.004	99999.000	0.00000000	4.135	5.189	4.135	5.189	4.135	5.189	0.000	0.040	0.000	0.040	0.000	0.040	27.008	99999.000	27.008	99999.000	27.008	99999.000	5.375	0.000	99999.000	0.00000000	5.094	5.627	5.094	5.627	5.094	5.627	0.000	0.012	0.000	0.012	0.000	0.012	158.375	99999.000	158.375	99999.000	158.375	99999.000	0.117477	0.865706	0.839568	0.162923	0.781609	0.182049	0.137931
4.273	0.838	28.027	1.00000000	3.482	6.211	3.482	6.211	3.482	6.211	0.000	0.858	0.000	0.858	0.000	0.858	16.738	99999.000	16.738	99999.000	16.738	99999.000	5.242	1.432	26.895	0.90000000	3.607	8.230	3.607	8.230	3.607	8.230	0.000	1.536	0.000	1.536	0.000	1.536	15.757	99999.000	15.757	99999.000	15.757	99999.000	0.104302	0.823824	0.789289	0.163897	0.774510	0.210849	0.079365
3.246	0.000	99999.000	0.10000000	2.955	3.430	2.955	3.430	2.955	3.430	0.000	0.503	0.000	0.503	0.000	0.503	29.781	99999.000	29.781	99999.000	29.781	99999.000	4.355	0.007	99999.000	0.50000000	3.848	4.877	3.848	4.877	3.848	4.877	0.000	0.049	0.000	0.049	0.000	0.049	66.266	99999.000	66.266	99999.000	66.266	99999.000	0.128468	0.895017	0.821480	0.411924	0.827586	0.276015	0.218750
2.625	0.000	99999.000	0.10000000	2.508	3.199	2.508	3.199	2.508	3.199	0.000	0.204	0.000	0.204	0.000	0.204	36.949	99999.000	36.949	99999.000	36.949	99999.000	2.951	0.005	94.062	0.90000000	1.484	3.520	1.484	3.520	1.484	3.520	0.000	1.037	0.000	1.037	0.000	1.037	12.090	99999.000	12.090	99999.000	12.090	99999.000	0.030762	0.764786	0.718632	0.164035	0.761194	0.143867	0.244898
3.146	0.014	39.863	0.80000000	1.725	4.338	1.725	4.338	1.725	4.338	0.000	0.824	0.000	0.824	0.000	0.824	27.402	99999.000	27.402	99999.000	27.402	99999.000	3.785	0.306	15.762	0.90000000	2.678	6.301	2.678	6.301	2.678	6.301	0.000	0.109	0.000	0.109	0.000	0.109	17.266	99999.000	17.266	99999.000	17.266	99999.000	0.073931	0.746104	0.739286	0.026151	0.735294	0.181374	0.069767
2.773	0.000	99999.000	0.00000000	2.098	3.072	2.098	3.072	2.098	3.072	0.000	0.396	0.000	0.396	0.000	0.396	34.430	99999.000	34.430	99999.000	34.430	99999.000	3.807	0.012	99999.000	0.00000000	3.182	4.172	3.182	4.172	3.182	4.172	0.000	0.364	0.000	0.364	0.000	0.364	297.438	99999.000	297.438	99999.000	297.438	99999.000	0.120439	0.806986	0.702194	0.351880	0.782051	0.284704	0.277778
3.555	0.002	99999.000	0.00000000	2.992	3.748	2.992	3.748	2.992	3.748	0.000	0.030	0.000	0.030	0.000	0.030	99999.000	99999.000	99999.000	99999.000	99999.000	99999.000	4.768	0.004	99999.000	0.00000000	4.350	5.006	4.350	5.006	4.350	5.006	0.000	0.450	0.000	0.450	0.000	0.450	2261.500	99999.000	2261.500	99999.000	2261.500	99999.000	0.174795	0.816443	0.792141	0.116916	0.774648	0.288512	0.187500
3.918	0.009	42.168	0.50000000	1.941	4.580	1.941	4.580	1.941	4.580	0.000	1.482	0.000	1.482	0.000	1.482	22.832	99999.000	22.832	99999.000	22.832	99999.000	5.027	0.012	39.150	0.70000000	2.090	6.244	2.090	6.244	2.090	6.244	0.000	1.322	0.000	1.322	0.000	1.322	14.731	99999.000	14.731	99999.000	14.731	99999.000	0.147417	0.797412	0.704558	0.314287	0.795455	0.216754	0.185185
4.117	0.007	113.594	0.40000000	2.730	5.129	2.730	5.129	2.730	5.129	0.000	1.301	0.000	1.301	0.000	1.301	20.820	99999.000	20.820	99999.000	20.820	99999.000	5.467	0.017	67.617	0.50000000	3.021	5.895	3.021	5.895	3.021	5.895	0.000	1.935	0.000	1.935	0.000	1.935	40.039	99999.000	40.039	99999.000	40.039	99999.000	0.181966	0.866294	0.804271	0.316883	0.768293	0.260001	0.183333
3.826	0.000	99999.000	0.00000000	3.799	4.162	3.799	4.162	3.799	4.162	0.000	0.011	0.000	0.011	0.000	0.011	74.938	99999.000	74.938	99999.000	74.938	99999.000	4.742	0.002	99999.000	0.00000000	4.352	5.037	4.352	5.037	4.352	5.037	0.000	0.550	0.000	0.550	0.000	0.550	50.094	99999.000	50.094	99999.000	50.094	99999.000	0.134712	0.819832	0.782647	0.171080	0.765625	0.194499	0.117647
3.006	0.018	7.513	0.90000000	0.000	4.170	0.000	4.170	0.000	4.170	0.000	0.019	0.000	0.019	0.000	0.019	4.151	99999.000	4.151	99999.000	4.151	99999.000	1.107	2.990	29.648	0.90000000	0.000	5.436	0.000	5.436	0.000	5.436	0.000	7.852	0.000	7.852	0.000	7.852	10.291	99999.000	10.291	99999.000	10.291	99999.000	0.094158	0.677961	0.572242	0.247148	0.782609	0.309219	0.306122
2.738	0.000	99999.000	0.30000000	2.129	2.947	2.129	2.947	2.129	2.947	0.000	0.051	0.000	0.051	0.000	0.051	44.938	99999.000	44.938	99999.000	44.938	99999.000	3.242	0.643	132.500	0.30000000	2.600	5.297	2.600	5.297	2.600	5.297	0.000	1.109	0.000	1.109	0.000	1.109	16.465	99999.000	16.465	99999.000	16.465	99999.000	0.131684	0.843584	0.717028	0.447237	0.807692	0.303945	0.269231
2.980	0.000	99999.000	0.00000000	2.498	3.184	2.498	3.184	2.498	3.184	0.000	0.302	0.000	0.302	0.000	0.302	99999.000	99999.000	99999.000	99999.000	99999.000	99999.000	3.990	0.000	99999.000	0.00000000	3.723	4.475	3.723	4.475	3.723	4.475	0.000	0.016	0.000	0.016	0.000	0.016	28.844	99999.000	28.844	99999.000	28.844	99999.000	0.118887	0.887774	0.821472	0.371381	0.746032	0.237327	0.235294
3.322	0.000	99999.000	0.00000000	3.260	3.836	3.260	3.836	3.260	3.836	0.000	0.104	0.000	0.104	0.000	0.104	54.078	99999.000	54.078	99999.000	54.078	99999.000	4.434	0.000	99999.000	0.00000000	3.998	4.590	3.998	4.590	3.998	4.590	0.000	0.819	0.000	0.819	0.000	0.819	88.531	99999.000	88.531	99999.000	88.531	99999.000	0.139365	0.845549	0.798757	0.232512	0.791045	0.253204	0.188679
3.061	0.002	99999.000	0.00000000	2.531	3.420	2.531	3.420	2.531	3.420	0.000	0.023	0.000	0.023	0.000	0.023	17.906	99999.000	17.906	99999.000	17.906	99999.000	4.166	0.063	70.977	0.30000000	3.426	5.135	3.426	5.135	3.426	5.135	0.000	1.011	0.000	1.011	0.000	1.011	29.453	99999.000	29.453	99999.000	29.453	99999.000	0.126351	0.844003	0.802674	0.209447	0.772152	0.257274	0.153846
3.453	0.000	99999.000	0.00000000	2.961	3.662	2.961	3.662	2.961	3.662	0.000	0.148	0.000	0.148	0.000	0.148	41.344	99999.000	41.344	99999.000	41.344	99999.000	4.490	0.002	65.664	0.30000000	3.373	4.922	3.373	4.922	3.373	4.922	0.000	0.929	0.000	0.929	0.000	0.929	18.027	99999.000	18.027	99999.000	18.027	99999.000	0.123987	0.848121	0.836531	0.070906	0.775281	0.227822	0.169492
3.527	0.000	65.156	0.60000000	2.871	4.641	2.871	4.641	2.871	4.641	0.000	0.617	0.000	0.617	0.000	0.617	20.537	99999.000	20.537	99999.000	20.537	99999.000	4.922	0.004	47.979	0.30000000	2.328	5.818	2.328	5.818	2.328	5.818	0.000	1.535	0.000	1.535	0.000	1.535	27.305	99999.000	27.305	99999.000	27.305	99999.000	0.149906	0.873355	0.807542	0.341960	0.764045	0.269700	0.189655
3.520	0.002	99999.000	0.00000000	3.240	3.838	3.240	3.838	3.240	3.838	0.000	0.374	0.000	0.374	0.000	0.374	67.438	99999.000	67.438	99999.000	67.438	99999.000	4.791	0.352	123.438	0.30000000	3.742	5.883	3.742	5.883	3.742	5.883	0.000	0.932	0.000	0.932	0.000	0.932	53.672	99999.000	53.672	99999.000	53.672	99999.000	0.223148	0.865642	0.815568	0.271504	0.800000	0.343714	0.178571
3.162	0.000	99999.000	0.10000000	2.688	3.404	2.688	3.404	2.688	3.404	0.000	1.127	0.000	1.127	0.000	1.127	99999.000	99999.000	99999.000	99999.000	99999.000	99999.000	4.297	0.000	99999.000	0.10000000	3.797	4.590	3.797	4.590	3.797	4.590	0.000	0.346	0.000	0.346	0.000	0.346	66.500	99999.000	66.500	99999.000	66.500	99999.000	0.132210	0.868830	0.776665	0.412674	0.773333	0.272353	0.235294
4.004	0.007	37.617	0.50000000	1.705	4.441	1.705	4.441	1.705	4.441	0.000	1.920	0.000	1.920	0.000	1.920	30.352	99999.000	30.352	99999.000	30.352	99999.000	6.990	0.000	92.656	0.10000000	5.227	7.559	5.227	7.559	5.227	7.559	0.002	1.628	0.002	1.628	0.002	1.628	45.469	99999.000	45.469	99999.000	45.469	99999.000	0.275173	0.800933	0.712805	0.306858	0.767442	0.409464	0.148148
3.922	0.002	99999.000	0.20000000	3.359	4.197	3.359	4.197	3.359	4.197	0.000	0.026	0.000	0.026	0.000	0.026	65.250	99999.000	65.250	99999.000	65.250	99999.000	5.617	0.011	59.297	0.50000000	3.879	6.852	3.879	6.852	3.879	6.852	0.000	0.995	0.000	0.995	0.000	0.995	46.221	99999.000	46.221	99999.000	46.221	99999.000	0.160321	0.863898	0.837826	0.160762	0.792453	0.299652	0.121212
3.797	0.000	99999.000	0.00000000	3.271	4.227	3.271	4.227	3.271	4.227	0.000	0.879	0.000	0.879	0.000	0.879	47.047	99999.000	47.047	99999.000	47.047	99999.000	6.203	0.000	91.016	0.20000000	3.609	7.158	3.609	7.158	3.609	7.158	0.000	2.626	0.000	2.626	0.000	2.626	59.648	99999.000	59.648	99999.000	59.648	99999.000	0.238716	0.818509	0.808741	0.051075	0.786517	0.345172	0.074074
3.723	0.002	96.562	0.10000000	2.680	4.459	2.680	4.459	2.680	4.459	0.000	0.840	0.000	0.840	0.000	0.840	35.820	99999.000	35.820	99999.000	35.820	99999.000	6.561	0.012	38.633	0.20000000	3.535	7.736	3.535	7.736	3.535	7.736	0.000	1.898	0.000	1.898	0.000	1.898	30.352	707.383	30.352	707.383	30.352	707.383	0.240828	0.872146	0.801194	0.356891	0.790123	0.408263	0.148936
3.174	0.944	27.363	0.20000000	2.627	5.645	2.627	5.645	2.627	5.645	0.000	7.068	0.000	7.068	0.000	7.068	16.504	99999.000	16.504	99999.000	16.504	99999.000	2.988	2.888	48.457	0.30000000	0.830	7.398	0.830	7.398	0.830	7.398	0.000	4.910	0.000	4.910	0.000	4.910	24.021	99999.000	24.021	99999.000	24.021	99999.000	0.165530	0.818491	0.751190	0.270491	0.746269	0.265424	0.139535
3.275	0.012	122.031	0.20000000	2.611	3.570	2.611	3.570	2.611	3.570	0.000	0.401	0.000	0.401	0.000	0.401	21.484	99999.000	21.484	99999.000	21.484	99999.000	4.463	1.167	54.531	0.40000000	2.094	6.480	2.094	6.480	2.094	6.480	0.000	1.134	0.000	1.134	0.000	1.134	31.680	99999.000	31.680	99999.000	31.680	99999.000	0.207597	0.908691	0.819307	0.494672	0.815217	0.395194	0.218182
2.635	0.007	33.379	0.40000000	1.850	3.258	1.850	3.258	1.850	3.258	0.000	0.422	0.000	0.422	0.000	0.422	8.135	99999.000	8.135	99999.000	8.135	99999.000	4.293	0.000	99999.000	0.00000000	3.715	4.557	3.715	4.557	3.715	4.557	0.000	0.744	0.000	0.744	0.000	0.744	59.547	99999.000	59.547	99999.000	59.547	99999.000	0.149493	0.814374	0.519918	0.613345	0.767123	0.385308	0.285714
3.258	0.000	99999.000	0.20000000	3.012	3.480	3.012	3.480	3.012	3.480	0.000	0.000	0.000	0.000	0.000	0.000	61.188	99999.000	61.188	99999.000	61.188	99999.000	3.623	0.974	38.594	0.00000000	2.561	7.191	2.561	7.191	2.561	7.191	0.000	0.853	0.000	0.853	0.000	0.853	26.467	99999.000	26.467	99999.000	26.467	99999.000	0.122860	0.863053	0.828103	0.203318	0.732394	0.237935	0.218182
3.449	0.856	77.656	0.80000000	3.004	5.650	3.004	5.650	3.004	5.650	0.000	1.471	0.000	1.471	0.000	1.471	25.430	99999.000	25.430	99999.000	25.430	99999.000	7.008	0.004	57.070	0.70000000	5.443	7.396	5.443	7.396	5.443	7.396	0.000	1.269	0.000	1.269	0.000	1.269	47.246	99999.000	47.246	99999.000	47.246	99999.000	0.209836	0.875539	0.829741	0.268988	0.800000	0.354150	0.220339
4.102	0.000	99999.000	0.10000000	3.834	4.416	3.834	4.416	3.834	4.416	0.000	0.626	0.000	0.626	0.000	0.626	96.344	99999.000	96.344	99999.000	96.344	99999.000	5.547	0.009	99999.000	0.00000000	4.955	6.129	4.955	6.129	4.955	6.129	0.000	0.009	0.000	0.009	0.000	0.009	344.625	99999.000	344.625	99999.000	344.625	99999.000	0.234271	0.886646	0.850932	0.239581	0.807339	0.320437	0.074627
3.303	0.002	99999.000	0.00000000	3.271	3.904	3.271	3.904	3.271	3.904	0.000	0.040	0.000	0.040	0.000	0.040	41.344	99999.000	41.344	99999.000	41.344	99999.000	4.174	0.000	99999.000	0.00000000	3.285	4.373	3.285	4.373	3.285	4.373	0.000	1.160	0.000	1.160	0.000	1.160	60.484	99999.000	60.484	99999.000	60.484	99999.000	0.130330	0.902042	0.869112	0.251590	0.800000	0.212882	0.216667
3.883	0.003	99999.000	0.10000000	2.957	4.154	2.957	4.154	2.957	4.154	0.000	0.698	0.000	0.698	0.000	0.698	137.594	99999.000	137.594	99999.000	137.594	99999.000	5.648	0.000	99999.000	0.00000000	4.477	5.996	4.477	5.996	4.477	5.996	0.000	0.738	0.000	0.738	0.000	0.738	124.938	99999.000	124.938	99999.000	124.938	99999.000	0.174732	0.796706	0.768914	0.120267	0.735294	0.285327	0.148936
2.582	0.591	578.125	0.00000000	2.172	3.797	2.172	3.797	2.172	3.797	0.000	0.601	0.000	0.601	0.000	0.601	30.781	99999.000	30.781	99999.000	30.781	99999.000	3.801	1.364	45.000	0.40000000	1.801	5.617	1.801	5.617	1.801	5.617	0.000	1.934	0.000	1.934	0.000	1.934	15.078	99999.000	15.078	99999.000	15.078	99999.000	0.159874	0.820959	0.764531	0.239641	0.756757	0.362204	0.269231
5.061	0.000	31.641	0.60000000	3.119	6.650	3.119	6.650	3.119	6.650	0.000	0.981	0.000	0.981	0.000	0.981	17.090	99999.000	17.090	99999.000	17.090	99999.000	7.578	0.000	34.727	0.10000000	6.373	9.119	6.373	9.119	6.373	9.119	0.000	0.019	0.000	0.019	0.000	0.019	23.960	99999.000	23.960	99999.000	23.960	99999.000	0.280488	0.775673	0.768195	0.032260	0.732394	0.271435	0.081633
4.990	0.019	34.395	0.90000000	2.441	5.678	2.441	5.678	2.441	5.678	0.000	1.818	0.000	1.818	0.000	1.818	14.297	99999.000	14.297	99999.000	14.297	99999.000	6.924	0.019	36.470	1.00000000	4.164	8.938	4.164	8.938	4.164	8.938	0.000	3.298	0.000	3.298	0.000	3.298	41.792	99999.000	41.792	99999.000	41.792	99999.000	0.222019	0.816829	0.771608	0.197998	0.740741	0.248735	0.078431
1.844	0.000	99999.000	0.60000000	1.594	2.320	1.594	2.320	1.594	2.320	0.000	0.009	0.000	0.009	0.000	0.009	13.219	99999.000	13.219	99999.000	13.219	99999.000	3.594	0.033	22.246	1.00000000	2.439	5.066	2.439	5.066	2.439	5.066	0.000	0.007	0.000	0.007	0.000	0.007	20.361	99999.000	20.361	99999.000	20.361	99999.000	0.125709	0.776999	0.551080	0.503251	0.765625	0.429769	0.361702
4.127	0.000	99999.000	0.00000000	3.619	4.547	3.619	4.547	3.619	4.547	0.000	0.856	0.000	0.856	0.000	0.856	33.453	99999.000	33.453	99999.000	33.453	99999.000	6.510	0.000	99999.000	0.00000000	5.479	6.609	5.479	6.609	5.479	6.609	0.000	0.731	0.000	0.731	0.000	0.731	122.750	99999.000	122.750	99999.000	122.750	99999.000	0.213593	0.811235	0.772698	0.169541	0.793103	0.325994	0.147541
3.635	0.026	24.380	0.90000000	2.098	5.078	2.098	5.078	2.098	5.078	0.000	2.209	0.000	2.209	0.000	2.209	23.442	99999.000	23.442	99999.000	23.442	99999.000	5.477	2.009	24.414	0.90000000	1.676	9.859	1.676	9.859	1.676	9.859	0.000	5.142	0.000	5.142	0.000	5.142	17.129	221.914	17.129	221.914	17.129	221.914	0.242829	0.838412	0.688453	0.481338	0.773196	0.473866	0.105263
4.262	0.004	27.559	0.50000000	3.051	6.281	3.051	6.281	3.051	6.281	0.000	0.047	0.000	0.047	0.000	0.047	15.898	99999.000	15.898	99999.000	15.898	99999.000	6.529	0.002	84.062	0.10000000	4.857	7.736	4.857	7.736	4.857	7.736	0.000	1.515	0.000	1.515	0.000	1.515	63.076	99999.000	63.076	99999.000	63.076	99999.000	0.240085	0.841194	0.780454	0.276662	0.753247	0.360022	0.148936
4.281	0.049	38.984	0.80000000	2.889	5.469	2.889	5.469	2.889	5.469	0.000	2.055	0.000	2.055	0.000	2.055	12.372	99999.000	12.372	99999.000	12.372	99999.000	6.744	0.007	33.159	0.10000000	2.744	7.635	2.744	7.635	2.744	7.635	0.000	1.577	0.000	1.577	0.000	1.577	21.948	99999.000	21.948	99999.000	21.948	99999.000	0.217235	0.812411	0.779972	0.147435	0.793814	0.330349	0.150943
4.037	0.000	99999.000	0.00000000	3.537	4.334	3.537	4.334	3.537	4.334	0.000	0.037	0.000	0.037	0.000	0.037	30.250	99999.000	30.250	99999.000	30.250	99999.000	4.039	2.608	132.969	0.00000000	3.855	12.375	3.855	12.375	3.855	12.375	0.000	0.905	0.000	0.905	0.000	0.905	17.836	99999.000	17.836	99999.000	17.836	99999.000	0.227066	0.872407	0.852697	0.133801	0.802326	0.364510	0.107143
4.088	0.000	99999.000	0.00000000	3.766	4.340	3.766	4.340	3.766	4.340	0.000	0.803	0.000	0.803	0.000	0.803	48.922	99999.000	48.922	99999.000	48.922	99999.000	6.891	0.000	114.297	0.00000000	5.025	7.480	5.025	7.480	5.025	7.480	0.000	1.858	0.000	1.858	0.000	1.858	69.512	99999.000	69.512	99999.000	69.512	99999.000	0.215144	0.809067	0.765334	0.186363	0.750000	0.389302	0.135593
